t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w
25966,4.18032,4.1877,4.1699,50.0014,0.49836,DISCH,27.9991,24.952,1.0030000000000001,2.083305206
26967,4.18098,4.1871,4.1693,49.9578,0.5010600000000001,DISCH,28.002879999999998,25.953,1.0009999999999977,2.094921266
27982,4.1806399999999995,4.1936,4.1674,50.2376,0.50214,DISCH,28.01062,26.968,1.0150000000000006,2.099267566
28972,4.1798,4.1938,4.1665,50.4208,0.5013799999999999,DISCH,28.00668,27.958,0.9899999999999984,2.09567331
29982,4.17962,4.1895,4.1693,50.1068,0.50088,DISCH,28.012259999999998,28.968,1.0100000000000016,2.0934934800000002
30981,4.179119999999999,4.1893,4.167,49.7855,0.50062,DISCH,28.023680000000002,29.967,0.9989999999999988,2.0921559039999997
31984,4.178179999999999,4.1931,4.1674,49.7306,0.50034,DISCH,28.03936,30.97,1.0030000000000001,2.090511532
32977,4.17744,4.1865,4.166,50.1527,0.49982000000000004,DISCH,28.03292,31.963,0.9930000000000021,2.08796856
33977,4.177919999999999,4.1917,4.1683,50.3748,0.50082,DISCH,28.025079999999996,32.963,1.0,2.0923854759999996
34968,4.177499999999999,4.1919,4.1667,49.9786,0.49960000000000004,DISCH,28.0182,33.954,0.9909999999999997,2.087079922
35980,4.17772,4.1892,4.1686,50.1922,0.49996,DISCH,28.00514,34.966,1.0120000000000005,2.088694584
36981,4.17794,4.1897,4.1685,49.2126,0.5001599999999999,DISCH,27.9858,35.967,1.0009999999999977,2.0896410760000004
37976,4.17872,4.19,4.1699,50.3713,0.49822,DISCH,27.9769,36.962,0.9950000000000045,2.0819195820000003
38967,4.178459999999999,4.1907,4.1666,50.5092,0.49878,DISCH,27.997899999999998,37.953,0.9909999999999997,2.084128372
39966,4.178120000000001,4.1909,4.1667,49.0358,0.5005,DISCH,28.007420000000003,38.952,0.9989999999999952,2.091142816
40967,4.17748,4.1909,4.1685,50.4226,0.5000199999999999,DISCH,28.02072,39.953,1.0010000000000048,2.0888164639999998
41963,4.17738,4.187,4.1708,50.3588,0.49985999999999997,DISCH,28.033820000000002,40.949,0.9959999999999951,2.088097524
42968,4.17738,4.1889,4.1677,49.9981,0.50244,DISCH,28.060360000000003,41.954,1.0050000000000026,2.09888373
43968,4.1779399999999995,4.1897,4.1661,50.5257,0.50146,DISCH,28.04466,42.954,1.0,2.0950698500000002
44966,4.17834,4.1888,4.1643,50.1087,0.5008,DISCH,28.03838,43.952,0.9979999999999976,2.0925131
45971,4.17938,4.1888,4.1645,49.9961,0.50064,DISCH,28.037080000000003,44.957,1.0050000000000026,2.0923651239999996
46969,4.17928,4.1883,4.1697,49.6209,0.49912,DISCH,28.01212,45.955,0.9979999999999976,2.0859649439999997
47980,4.17928,4.188,4.1657,50.0497,0.49895999999999996,DISCH,28.018780000000003,46.966,1.0110000000000028,2.085296032
48976,4.179,4.1867,4.167,49.7758,0.4973599999999999,DISCH,28.02792,47.962,0.9960000000000022,2.078470384
49969,4.17934,4.1903,4.1692,50.077,0.49898,DISCH,28.038760000000003,48.955,0.992999999999995,2.0854099059999998
50984,4.17912,4.19,4.1645,49.1182,0.4973000000000001,DISCH,28.053359999999998,49.97,1.0150000000000006,2.078278156
51985,4.17904,4.1887,4.166,50.5801,0.49972000000000005,DISCH,28.064099999999996,50.971,1.0009999999999977,2.088347042
52977,4.17854,4.1911,4.1681,49.0377,0.499,DISCH,28.05934,51.963,0.9920000000000044,2.085088138
53970,4.178320000000001,4.1887,4.1656,50.7191,0.50154,DISCH,28.0556,52.956,0.9930000000000021,2.0955908360000004
54968,4.17794,4.1905,4.1664,49.6559,0.50092,DISCH,28.06342,53.954,0.9979999999999976,2.092808706
55980,4.1782200000000005,4.1896,4.1685,50.4952,0.5027200000000001,DISCH,28.04394,54.966,1.0120000000000005,2.100472182
56989,4.17844,4.1866,4.1643,50.2766,0.5015,DISCH,28.049059999999997,55.975,1.0090000000000003,2.095486604
57983,4.1776800000000005,4.1845,4.1667,50.0863,0.50212,DISCH,28.04456,56.969,0.9939999999999998,2.097696556
58979,4.177380000000001,4.1888,4.1666,50.3975,0.50182,DISCH,28.05276,57.965,0.9960000000000022,2.096292466
59985,4.17748,4.1906,4.1653,50.0388,0.50156,DISCH,28.03148,58.971,1.0059999999999931,2.0952565080000003
60997,4.1768600000000005,4.1887,4.1679,50.2929,0.50168,DISCH,28.0425,59.983,1.0120000000000005,2.0954474220000003
61990,4.177020000000001,4.1881,4.1673,50.1938,0.50114,DISCH,28.06068,60.976,0.9930000000000021,2.093271114
62988,4.1777,4.1875,4.1661,49.9566,0.50052,DISCH,28.0582,61.974,0.9979999999999976,2.091021354
63985,4.17778,4.1888,4.168,50.0444,0.49982,DISCH,28.054720000000003,62.971,0.9969999999999999,2.0881380980000004
64974,4.17774,4.1923,4.1662,49.839,0.5001,DISCH,28.05952,63.96,0.9890000000000043,2.08928777
65984,4.17826,4.1888,4.1659,49.8126,0.5006,DISCH,28.06436,64.97,1.009999999999998,2.0916386960000004
66990,4.17808,4.187,4.1672,50.1059,0.49978000000000006,DISCH,28.04896,65.976,1.0060000000000002,2.0881227440000005
67990,4.17806,4.1878,4.167,50.4615,0.5006999999999999,DISCH,28.06218,66.976,1.0,2.0919562760000003
68979,4.1787,4.1879,4.1654,49.419,0.50092,DISCH,28.068220000000004,67.965,0.9890000000000043,2.09319534
69977,4.178559999999999,4.1869,4.1648,50.1652,0.5001,DISCH,28.080059999999996,68.963,0.9979999999999905,2.08969989
70978,4.17838,4.1878,4.1689,49.9504,0.49874,DISCH,28.087880000000002,69.964,1.0010000000000048,2.0839249499999997
71978,4.17732,4.1893,4.1619,50.0106,0.49883999999999995,DISCH,28.089640000000003,70.964,1.0,2.083817106
72976,4.176740000000001,4.1895,4.1665,49.6426,0.49832,DISCH,28.074399999999997,71.962,0.9980000000000047,2.0813549339999997
73970,4.17564,4.1875,4.165,49.583,0.4992,DISCH,28.087580000000003,72.956,0.9939999999999998,2.084477702
74961,4.17534,4.1887,4.1689,50.0008,0.49958,DISCH,28.07312,73.947,0.9909999999999997,2.085914744
75950,4.17488,4.1879,4.1654,50.5263,0.49948000000000004,DISCH,28.072219999999998,74.936,0.9890000000000043,2.085268394
76951,4.17516,4.1869,4.1679,50.0692,0.50026,DISCH,28.05906,75.937,1.0009999999999906,2.088663122
77947,4.17538,4.1891,4.1677,49.7074,0.5017799999999999,DISCH,28.058939999999996,76.933,0.9960000000000093,2.095120402
78948,4.17642,4.1875,4.1667,50.0278,0.50054,DISCH,28.04722,77.934,1.0009999999999906,2.090463062
79943,4.17666,4.191,4.1659,50.753,0.50092,DISCH,28.06252,78.929,0.9950000000000045,2.0921703139999996
80936,4.17652,4.188,4.1669,49.7662,0.5032,DISCH,28.076840000000004,79.922,0.992999999999995,2.1016234519999997
81927,4.17636,4.1872,4.167,50.207,0.50342,DISCH,28.112379999999995,80.913,0.9909999999999997,2.102461632
82912,4.17568,4.1878,4.1689,50.8098,0.5037800000000001,DISCH,28.12222,81.898,0.9849999999999994,2.103618836
83918,4.175,4.1859,4.1663,50.063,0.5062800000000001,DISCH,28.13838,82.904,1.0060000000000002,2.1137195380000002
84911,4.17506,4.185,4.1658,50.7911,0.50602,DISCH,28.132839999999998,83.897,0.9930000000000092,2.1126636939999996
85910,4.1749600000000004,4.1864,4.1639,51.1586,0.50464,DISCH,28.112659999999998,84.896,0.9989999999999952,2.106849886
86912,4.17616,4.1852,4.1645,50.1442,0.50434,DISCH,28.111739999999998,85.898,1.0019999999999953,2.106197146
87904,4.17678,4.1854,4.1658,50.0871,0.50234,DISCH,28.13064,86.89,0.9920000000000044,2.0981615259999997
88908,4.1772,4.1872,4.1668,49.9838,0.49939999999999996,DISCH,28.097820000000002,87.894,1.0040000000000049,2.086092868
89904,4.176399999999999,4.1848,4.1663,49.9014,0.50004,DISCH,28.102359999999997,88.89,0.9959999999999951,2.0883625639999996
90905,4.17594,4.1903,4.1622,49.6855,0.50008,DISCH,28.109019999999997,89.891,1.0010000000000048,2.088299056
91914,4.17514,4.189,4.1638,50.21,0.50122,DISCH,28.10546,90.9,1.0090000000000003,2.092659492
92906,4.17522,4.1866,4.1661,50.0931,0.49993999999999994,DISCH,28.10274,91.892,0.9919999999999902,2.087354132
93902,4.17432,4.1867,4.1646,50.4683,0.50082,DISCH,28.130540000000003,92.888,0.9960000000000093,2.090580052
94904,4.175700000000001,4.1865,4.1659,49.3853,0.50062,DISCH,28.14844,93.89,1.0019999999999953,2.090440164
95911,4.17614,4.1892,4.1657,49.9062,0.50058,DISCH,28.162259999999996,94.897,1.007000000000005,2.090493652
96917,4.17604,4.1819,4.165,50.2779,0.50082,DISCH,28.16422,95.903,1.0060000000000002,2.091445118
97910,4.17562,4.1862,4.1646,49.9647,0.50402,DISCH,28.14302,96.896,0.992999999999995,2.104594706
98903,4.17618,4.1843,4.1653,50.5352,0.50328,DISCH,28.1188,97.889,0.992999999999995,2.101784692
99906,4.17484,4.188,4.1642,50.9504,0.50282,DISCH,28.108320000000003,98.892,1.0030000000000001,2.09919051
100894,4.17498,4.1827,4.1646,49.8808,0.5010199999999999,DISCH,28.10638,99.88,0.9879999999999995,2.09174259
101879,4.1749600000000004,4.1882,4.1609,50.0462,0.49948,DISCH,28.0935,100.865,0.9849999999999994,2.085303272
102883,4.17498,4.1877,4.1658,49.1411,0.49754000000000004,DISCH,28.10548,101.869,1.0040000000000049,2.077215884
103884,4.1742799999999995,4.1858,4.1637,49.8066,0.49694000000000005,DISCH,28.12336,102.87,1.0010000000000048,2.074364234
104879,4.17474,4.1857,4.1652,49.9455,0.49559999999999993,DISCH,28.131999999999998,103.865,0.9949999999999903,2.0689997040000003
105872,4.17466,4.1852,4.1657,49.4063,0.49743999999999994,DISCH,28.13574,104.858,0.9930000000000092,2.076644736
106870,4.17514,4.1845,4.1646,49.5061,0.49783999999999995,DISCH,28.12924,105.856,0.9979999999999905,2.078554944
107871,4.1759,4.1876,4.1625,50.0312,0.49712000000000006,DISCH,28.13196,106.857,1.0010000000000048,2.0759260920000004
108862,4.1759200000000005,4.1842,4.165,50.0074,0.49874,DISCH,28.137919999999998,107.848,0.9909999999999997,2.082696072
109865,4.1761800000000004,4.1823,4.1624,49.3785,0.4997,DISCH,28.145779999999995,108.851,1.0030000000000001,2.0868342479999997
110869,4.17558,4.1857,4.1635,50.3305,0.49985999999999997,DISCH,28.14436,109.855,1.0040000000000049,2.0872012559999997
111869,4.17546,4.187,4.1626,49.8178,0.50082,DISCH,28.16422,110.855,1.0,2.09115072
112868,4.17502,4.1859,4.162,49.996,0.50066,DISCH,28.16082,111.854,0.9989999999999952,2.090264692
113883,4.17516,4.1878,4.1639,50.694,0.5007199999999999,DISCH,28.15414,112.869,1.0150000000000006,2.090585416
114880,4.17488,4.1878,4.1653,49.3981,0.5011399999999999,DISCH,28.13904,113.866,0.9969999999999999,2.092199266
115872,4.1752400000000005,4.1856,4.1616,50.19,0.5004799999999999,DISCH,28.141640000000002,114.858,0.9920000000000044,2.08962442
116866,4.17462,4.187,4.1641,50.1826,0.49928,DISCH,28.141399999999997,115.852,0.9939999999999998,2.084302872
117869,4.17478,4.1854,4.1636,49.9013,0.50136,DISCH,28.16986,116.855,1.0030000000000001,2.093068904
118869,4.17564,4.1865,4.1655,49.8401,0.5001599999999999,DISCH,28.20108,117.855,1.0,2.0884875739999997
119863,4.1748,4.1841,4.161,50.6145,0.4989199999999999,DISCH,28.193740000000002,118.849,0.9939999999999998,2.0828943179999997
120877,4.17462,4.1866,4.1633,49.698,0.49939999999999996,DISCH,28.1928,119.863,1.0139999999999958,2.084808168
121874,4.17488,4.1851,4.163,49.537,0.50004,DISCH,28.19266,120.86,0.9969999999999999,2.087609884
122889,4.1749600000000004,4.1854,4.1622,50.1026,0.49901999999999996,DISCH,28.178680000000004,121.875,1.0150000000000006,2.08338994
123893,4.17408,4.1848,4.163,50.2945,0.49922000000000005,DISCH,28.15766,122.879,1.0040000000000049,2.08378772
124889,4.17468,4.1857,4.1639,49.8758,0.4997400000000001,DISCH,28.18732,123.875,0.9959999999999951,2.086255312
125889,4.175199999999999,4.1866,4.1613,49.7099,0.49982,DISCH,28.216199999999997,124.875,1.0,2.0868500279999997
126904,4.175120000000001,4.1891,4.1632,49.7429,0.4987399999999999,DISCH,28.22328,125.89,1.0150000000000006,2.082301468
127894,4.17472,4.1855,4.1643,50.1792,0.49848,DISCH,28.21116,126.88,0.9899999999999949,2.0810161
128905,4.1749600000000004,4.187,4.1641,49.8334,0.49862,DISCH,28.21108,127.891,1.01100000000001,2.081719958
129900,4.17484,4.1852,4.1625,49.9752,0.49904000000000004,DISCH,28.2118,128.886,0.9949999999999903,2.0834131040000003
130885,4.174480000000001,4.1882,4.1627,49.9051,0.49815999999999994,DISCH,28.200980000000005,129.871,0.9850000000000136,2.079558564
131877,4.17436,4.1834,4.1618,50.0193,0.49816000000000005,DISCH,28.226459999999996,130.863,0.9919999999999902,2.0794989
132881,4.17416,4.1832,4.1626,49.6474,0.49892000000000003,DISCH,28.233819999999998,131.867,1.0039999999999907,2.082571288
133880,4.17436,4.1844,4.1636,49.7167,0.50014,DISCH,28.241419999999998,132.866,0.9990000000000236,2.0877652820000003
134882,4.1747,4.1844,4.1617,50.1388,0.49924,DISCH,28.249719999999996,133.868,1.0019999999999811,2.084177534
135882,4.17398,4.1868,4.1615,50.5991,0.49905999999999995,DISCH,28.232639999999996,134.868,1.0,2.0830687699999997
136879,4.17382,4.1841,4.1642,49.5192,0.49992000000000003,DISCH,28.21558,135.865,0.9970000000000141,2.086577998
137891,4.17372,4.1836,4.1638,49.546,0.49928,DISCH,28.223239999999997,136.877,1.0120000000000005,2.0838568559999997
138896,4.1737400000000004,4.188,4.1595,50.1224,0.49813999999999997,DISCH,28.25108,137.882,1.0049999999999955,2.07910653
139892,4.173019999999999,4.1848,4.1627,49.9189,0.4999599999999999,DISCH,28.22538,138.878,0.9959999999999809,2.086342226
140887,4.17316,4.1813,4.1612,49.7788,0.5008999999999999,DISCH,28.23802,139.873,0.9950000000000045,2.090333468
141890,4.1731,4.1852,4.1616,50.6691,0.5013,DISCH,28.22392,140.876,1.0030000000000143,2.091972458
142885,4.17338,4.1805,4.1649,50.2104,0.5025,DISCH,28.227959999999996,141.871,0.9950000000000045,2.097121846
143891,4.17274,4.185,4.1615,50.3285,0.50298,DISCH,28.20478,142.877,1.0060000000000002,2.09880559
144890,4.17328,4.1857,4.1624,50.6354,0.50174,DISCH,28.22398,143.876,0.9989999999999952,2.0939018339999995
145896,4.17348,4.1843,4.163,50.2874,0.50072,DISCH,28.2144,144.882,1.0060000000000002,2.089745452
146887,4.173719999999999,4.1839,4.161,49.7558,0.49881999999999993,DISCH,28.245359999999998,145.873,0.9909999999999854,2.081935882
147897,4.17304,4.1832,4.1604,49.5647,0.49800000000000005,DISCH,28.25514,146.883,1.0100000000000193,2.078171948
148893,4.17338,4.1855,4.1607,49.3621,0.49782000000000004,DISCH,28.2705,147.879,0.9959999999999809,2.077590914
149894,4.17328,4.1869,4.1601,50.0946,0.49996,DISCH,28.268579999999996,148.88,1.0010000000000048,2.086473026
150890,4.173579999999999,4.183,4.161,49.7929,0.49962,DISCH,28.28432,149.876,0.9960000000000093,2.085202402
151887,4.17344,4.1831,4.1634,50.892,0.50034,DISCH,28.28818,150.873,0.9969999999999857,2.088137946
152887,4.173579999999999,4.1826,4.16,49.3924,0.49978,DISCH,28.286939999999998,151.873,1.0,2.0858717659999995
153882,4.173,4.1863,4.1603,49.7066,0.50044,DISCH,28.29078,152.868,0.9950000000000045,2.0883348319999997
154880,4.173019999999999,4.1867,4.1633,49.9084,0.49833999999999995,DISCH,28.30054,153.866,0.9980000000000189,2.0795798199999997
155874,4.17286,4.1814,4.1626,50.3354,0.49817999999999996,DISCH,28.3063,154.86,0.9939999999999998,2.078832956
156859,4.17196,4.1826,4.1614,49.7673,0.49824,DISCH,28.288480000000003,155.845,0.9849999999999852,2.0786352379999995
157859,4.171600000000001,4.1866,4.1603,49.4544,0.49844,DISCH,28.28704,156.845,1.0,2.079289926
158850,4.1721200000000005,4.1825,4.1632,49.6665,0.49774,DISCH,28.292720000000003,157.836,0.9910000000000139,2.076629894
159855,4.17188,4.1839,4.1599,50.0448,0.49863999999999997,DISCH,28.304700000000004,158.841,1.0049999999999955,2.080265708
160840,4.17142,4.1833,4.1592,49.9096,0.49870000000000003,DISCH,28.29462,159.826,0.9849999999999852,2.0802890800000005
161840,4.1716999999999995,4.1834,4.1605,50.4001,0.49838000000000005,DISCH,28.316480000000002,160.826,1.0,2.07909406
162845,4.17158,4.1809,4.161,49.3742,0.49921999999999994,DISCH,28.30964,161.831,1.0049999999999955,2.08253662
163845,4.17168,4.1853,4.1574,49.7709,0.49856,DISCH,28.289300000000004,162.831,1.0,2.0798314399999995
164834,4.171200000000001,4.1788,4.1594,50.3185,0.49788,DISCH,28.284460000000003,163.82,0.9890000000000043,2.076754244
165843,4.17122,4.1818,4.1624,49.5685,0.49894,DISCH,28.298160000000003,164.829,1.0090000000000146,2.081186012
166849,4.1715,4.1832,4.1589,49.8804,0.49904000000000004,DISCH,28.27632,165.835,1.0060000000000002,2.081742126
167852,4.172420000000001,4.183,4.1601,49.745,0.49973999999999996,DISCH,28.298840000000002,166.838,1.002999999999986,2.085127194
168843,4.17172,4.1842,4.161,49.9135,0.5000600000000001,DISCH,28.318579999999997,167.829,0.9910000000000139,2.086114294
169848,4.17112,4.1849,4.1588,50.8121,0.49996,DISCH,28.3209,168.834,1.0049999999999955,2.085397864
170847,4.1708799999999995,4.1826,4.1601,49.6711,0.50108,DISCH,28.319139999999997,169.833,0.9989999999999952,2.0899489759999996
171839,4.1715,4.1833,4.1631,49.8963,0.5021,DISCH,28.3396,170.825,0.9919999999999902,2.094515084
172832,4.17128,4.1825,4.1612,50.4049,0.50024,DISCH,28.348239999999997,171.818,0.9930000000000234,2.0866415999999997
173836,4.1715800000000005,4.183,4.1605,50.0733,0.49954,DISCH,28.34282,172.822,1.0039999999999907,2.08387031
174851,4.1725200000000005,4.1799,4.1605,49.6235,0.5006600000000001,DISCH,28.357080000000003,173.837,1.0149999999999864,2.08901201
175856,4.1722399999999995,4.1801,4.1616,49.472,0.49820000000000003,DISCH,28.36056,174.842,1.0050000000000239,2.07861501
176864,4.17154,4.1841,4.159,50.4742,0.49776,DISCH,28.36204,175.85,1.0079999999999814,2.076428396
177870,4.17136,4.1838,4.1602,49.2358,0.49756,DISCH,28.368739999999995,176.856,1.0060000000000002,2.075504388
178879,4.17128,4.1816,4.1633,49.6954,0.4965400000000001,DISCH,28.38762,177.865,1.0090000000000146,2.0712092699999998
179880,4.17142,4.1814,4.1607,49.6798,0.49501999999999996,DISCH,28.38832,178.866,1.0010000000000048,2.06493741
180885,4.17192,4.1827,4.1602,48.8809,0.49744,DISCH,28.408260000000002,179.871,1.0049999999999955,2.0752785400000002
181889,4.1718399999999995,4.1831,4.1609,49.7562,0.49736,DISCH,28.41852,180.875,1.0039999999999907,2.0749049079999997
182883,4.17212,4.1839,4.16,50.5087,0.49707999999999997,DISCH,28.40906,181.869,0.9939999999999998,2.073875348
183878,4.171799999999999,4.1846,4.1577,50.0972,0.49862,DISCH,28.41332,182.864,0.9950000000000045,2.0801412459999997
184869,4.17132,4.1818,4.1586,49.5982,0.49926000000000004,DISCH,28.420499999999997,183.855,0.9909999999999854,2.082571678
185874,4.17154,4.18,4.1599,49.5578,0.4979,DISCH,28.389999999999997,184.86,1.0050000000000239,2.077007888
186879,4.17124,4.185,4.1587,50.0865,0.49984,DISCH,28.39944,185.865,1.0049999999999955,2.0849463459999997
187881,4.170640000000001,4.1851,4.1581,49.7925,0.50072,DISCH,28.401819999999997,186.867,1.0019999999999811,2.0883193540000002
188883,4.171200000000001,4.1804,4.1597,50.8447,0.50064,DISCH,28.402160000000002,187.869,1.0020000000000095,2.088263978
189877,4.17132,4.18,4.1589,50.0758,0.50032,DISCH,28.392200000000003,188.863,0.9939999999999998,2.086989314
190878,4.17034,4.1806,4.1615,49.6492,0.5013799999999999,DISCH,28.41434,189.864,1.0010000000000048,2.090919526
191884,4.17028,4.1843,4.1578,49.7249,0.49882,DISCH,28.407980000000002,190.87,1.0060000000000002,2.080216602
192884,4.170640000000001,4.1793,4.1614,50.3535,0.50014,DISCH,28.397699999999997,191.87,1.0,2.085904026
193882,4.170039999999999,4.1825,4.1608,49.6283,0.501,DISCH,28.38872,192.868,0.9979999999999905,2.0891923439999998
194881,4.170399999999999,4.185,4.1585,50.3613,0.5015000000000001,DISCH,28.406439999999996,193.867,0.9989999999999952,2.09145819
195889,4.171239999999999,4.1804,4.1611,50.2122,0.50146,DISCH,28.42562,194.875,1.0080000000000098,2.091713666
196892,4.17164,4.182,4.1617,50.0925,0.50206,DISCH,28.41882,195.878,1.002999999999986,2.094414686
197892,4.17102,4.182,4.1582,50.2562,0.4989800000000001,DISCH,28.44312,196.878,1.0,2.081259398
198892,4.1716999999999995,4.1798,4.1578,49.7091,0.49863999999999997,DISCH,28.464080000000003,197.878,1.0,2.0801811559999996
199882,4.1713000000000005,4.1797,4.1605,49.0104,0.49904000000000004,DISCH,28.452999999999996,198.868,0.9900000000000091,2.081648996
200889,4.17072,4.1845,4.1573,50.1029,0.49779999999999996,DISCH,28.45294,199.875,1.007000000000005,2.076187928
201883,4.17096,4.1826,4.1593,50.3841,0.49904000000000004,DISCH,28.454200000000004,200.869,0.9939999999999998,2.08148114
202888,4.1709000000000005,4.1829,4.1572,49.677,0.5017400000000001,DISCH,28.46058,201.874,1.0049999999999955,2.092707992
203886,4.1705,4.1805,4.1591,50.4553,0.50176,DISCH,28.48068,202.872,0.9980000000000189,2.092591626
204888,4.1703600000000005,4.1825,4.1573,50.5012,0.5016200000000001,DISCH,28.48206,203.874,1.0019999999999811,2.0919373919999997
205889,4.1709000000000005,4.1802,4.1605,50.094,0.5009399999999999,DISCH,28.4889,204.875,1.0010000000000048,2.089368692
206882,4.1699,4.18,4.1599,50.2596,0.49904000000000004,DISCH,28.517679999999995,205.868,0.992999999999995,2.080945802
207892,4.1699399999999995,4.1793,4.1581,49.2807,0.49812,DISCH,28.520580000000002,206.878,1.009999999999991,2.0771303100000003
208886,4.169499999999999,4.1817,4.1586,49.5034,0.49822,DISCH,28.49394,207.872,0.9940000000000282,2.077327436
209889,4.1694,4.1825,4.1601,50.1704,0.49656,DISCH,28.498700000000003,208.875,1.002999999999986,2.070355826
210891,4.1684399999999995,4.1818,4.1598,50.1527,0.49822,DISCH,28.492240000000002,209.877,1.0020000000000095,2.0767996
211879,4.16826,4.1809,4.1593,49.315,0.49831999999999993,DISCH,28.4728,210.865,0.9879999999999995,2.077126958
212883,4.1684600000000005,4.1807,4.1596,50.1715,0.49724,DISCH,28.488739999999996,211.869,1.0039999999999907,2.0727230820000004
213873,4.168560000000001,4.181,4.1575,49.5877,0.49749999999999994,DISCH,28.50426,212.859,0.9900000000000091,2.0738572919999996
214874,4.16924,4.1806,4.1597,49.4857,0.49820000000000003,DISCH,28.50226,213.86,1.0010000000000048,2.07711431
215879,4.16978,4.1794,4.1612,50.0531,0.49826,DISCH,28.50406,214.865,1.0049999999999955,2.077635188
216886,4.17018,4.183,4.1597,49.645,0.49799999999999994,DISCH,28.515300000000003,215.872,1.007000000000005,2.076750016
217882,4.17042,4.1803,4.1573,50.2738,0.49944,DISCH,28.498579999999997,216.868,0.9959999999999809,2.082875464
218875,4.170319999999999,4.1792,4.1593,49.5204,0.49783999999999995,DISCH,28.504340000000003,217.861,0.992999999999995,2.076154124
219872,4.16954,4.1789,4.1613,50.0325,0.49904000000000004,DISCH,28.52308,218.858,0.9970000000000141,2.080768796
220874,4.169320000000001,4.1805,4.157,49.5558,0.49896,DISCH,28.537259999999996,219.86,1.0020000000000095,2.080324964
221875,4.1692800000000005,4.1807,4.1609,50.2467,0.49834000000000006,DISCH,28.5653,220.861,1.0009999999999764,2.0777209999999995
222880,4.1688600000000005,4.1793,4.1563,50.0025,0.49686,DISCH,28.557560000000002,221.866,1.0050000000000239,2.071339806
223890,4.16878,4.1813,4.1597,49.4181,0.49833999999999995,DISCH,28.5594,222.876,1.009999999999991,2.0774706019999996
224883,4.16968,4.1825,4.1605,49.3614,0.49832,DISCH,28.57832,223.869,0.992999999999995,2.077840372
225868,4.169919999999999,4.1767,4.1584,50.0368,0.49812,DISCH,28.572839999999996,224.854,0.9850000000000136,2.07712672
226865,4.170319999999999,4.1794,4.1596,50.37,0.5002,DISCH,28.533920000000002,225.851,0.9969999999999857,2.0859971199999996
