t_ms,Vbat_mean,Vbus_INA,Vbat_ADS,Vsh_mV,I_A,mode,T_C
46265.5308,4.1939,4.1994,4.1955,49.0434,0.4691,DISCH,28.1773
47216.5482,4.1934,4.2063,4.1966,47.3951,0.453,DISCH,28.1292
48194.7706,4.1969,4.2077,4.1841,47.7176,0.4559,DISCH,28.1806
49245.1043,4.1915,4.2008,4.177,45.7558,0.4376,DISCH,28.0493
50241.7339,4.1932,4.2071,4.1807,49.3185,0.4718,DISCH,28.2977
51258.8464,4.1923,4.2056,4.1846,48.855,0.4676,DISCH,28.1365
52262.2155,4.1919,4.2093,4.1787,49.1774,0.4702,DISCH,28.2193
53204.8235,4.1992,4.2014,4.1892,48.5849,0.4645,DISCH,28.2536
54181.8331,4.1965,4.2125,4.1812,49.0324,0.469,DISCH,28.1602
55187.2368,4.1989,4.203,4.1812,46.2011,0.4417,DISCH,28.0167
56227.0391,4.1936,4.2089,4.1821,48.0904,0.4601,DISCH,28.125
57213.4572,4.1953,4.2037,4.1782,46.0826,0.441,DISCH,28.0003
58193.188,4.197,4.2055,4.1872,48.3697,0.4623,DISCH,28.2124
59158.6551,4.1916,4.1988,4.1871,47.4016,0.4529,DISCH,28.0901
60112.0715,4.1872,4.2041,4.1807,48.3905,0.463,DISCH,28.138
61040.3592,4.199,4.2071,4.1788,47.398,0.4538,DISCH,28.1901
62023.7621,4.195,4.2138,4.1857,48.1735,0.4604,DISCH,28.1752
63020.7651,4.195,4.201,4.1866,47.9544,0.4584,DISCH,28.1169
64035.7968,4.1921,4.2049,4.1853,47.4134,0.454,DISCH,28.1382
65022.8753,4.1884,4.2031,4.1779,46.4654,0.4438,DISCH,28.0518
66022.7486,4.1941,4.2068,4.1773,44.7361,0.4269,DISCH,28.0449
67051.3318,4.1948,4.2058,4.1839,45.3934,0.4342,DISCH,28.1481
68072.4332,4.1948,4.2056,4.1777,43.454,0.4162,DISCH,28.0637
69085.8989,4.1939,4.2015,4.1791,46.4398,0.4442,DISCH,28.0853
70055.0132,4.1989,4.2061,4.1792,47.988,0.4586,DISCH,28.1363
71079.1991,4.1936,4.2035,4.1861,45.371,0.4333,DISCH,28.0409
72059.8585,4.198,4.206,4.185,44.9338,0.4295,DISCH,28.1115
73061.6653,4.1916,4.2016,4.1845,44.2247,0.4229,DISCH,28.0781
74053.531,4.1924,4.2045,4.1843,49.1945,0.4706,DISCH,28.1993
75026.956,4.1963,4.2061,4.182,46.5343,0.4449,DISCH,28.0937
76052.6911,4.1916,4.2113,4.1846,47.9425,0.459,DISCH,28.1254
77054.5407,4.1933,4.2032,4.1772,45.3017,0.4331,DISCH,28.0319
78009.5432,4.2018,4.1987,4.1807,45.6941,0.4368,DISCH,28.0316
79007.6373,4.196,4.2032,4.1868,43.9522,0.4198,DISCH,28.0534
79998.1993,4.1982,4.2087,4.1844,45.2415,0.4321,DISCH,28.0649
80943.5208,4.1956,4.2124,4.1846,49.9914,0.4788,DISCH,28.206
81957.4152,4.1968,4.2044,4.1781,48.414,0.4621,DISCH,28.0363
82926.6594,4.1936,4.2126,4.1897,49.7643,0.4765,DISCH,28.147
83929.0966,4.1909,4.2001,4.1857,48.7816,0.4668,DISCH,28.1571
84930.7113,4.1934,4.2023,4.1846,48.5921,0.4653,DISCH,28.0815
85912.2509,4.1939,4.2097,4.1841,45.6059,0.4357,DISCH,28.0746
86850.6075,4.188,4.2067,4.1937,50.9744,0.4873,DISCH,28.1633
87859.1731,4.1922,4.2057,4.1838,47.1154,0.4506,DISCH,28.098
88859.3331,4.2021,4.2054,4.1797,47.3725,0.4527,DISCH,28.1493
89904.0999,4.1911,4.2056,4.1843,48.3724,0.4625,DISCH,28.1723
90908.0366,4.1927,4.202,4.1864,47.9982,0.4591,DISCH,28.1383
91903.3277,4.1923,4.2024,4.1763,49.3825,0.4717,DISCH,28.1198
92941.3036,4.1949,4.2051,4.1857,47.7344,0.4559,DISCH,28.1971
93903.7622,4.1911,4.2084,4.1796,45.2047,0.432,DISCH,28.1047
94914.2453,4.1961,4.206,4.1868,47.6243,0.4554,DISCH,28.1505
95881.2383,4.197,4.2074,4.1829,46.8976,0.4487,DISCH,28.1071
96863.9665,4.1908,4.2011,4.1861,47.77,0.457,DISCH,28.0841
97857.7836,4.1872,4.2058,4.1874,51.5049,0.4929,DISCH,28.381
98905.179,4.1942,4.2019,4.1845,47.3311,0.4529,DISCH,28.0716
99873.4828,4.1984,4.2076,4.1824,45.9337,0.4396,DISCH,28.1119
100934.0334,4.1902,4.2074,4.1771,46.2211,0.4417,DISCH,28.1059
101940.5441,4.1913,4.2024,4.1803,45.6266,0.4369,DISCH,28.0546
102925.2135,4.1941,4.2045,4.1829,43.3747,0.4151,DISCH,28.0504
103895.8562,4.1912,4.1966,4.1772,46.483,0.4452,DISCH,28.1493
104899.1319,4.195,4.2048,4.1865,46.0192,0.4406,DISCH,28.1058
105920.7977,4.1955,4.2008,4.1751,45.7051,0.4372,DISCH,28.1351
106952.7606,4.1874,4.2041,4.1858,46.6444,0.4471,DISCH,28.1171
107972.4348,4.1876,4.2066,4.183,43.3928,0.4149,DISCH,27.9804
108926.44,4.1915,4.2097,4.1832,46.1563,0.4416,DISCH,28.1551
109909.1554,4.201,4.2058,4.183,46.2144,0.4424,DISCH,28.0826
110857.4583,4.1926,4.2041,4.1855,44.5929,0.4264,DISCH,28.159
111901.8274,4.1951,4.1986,4.1793,47.101,0.4504,DISCH,28.12
112900.9583,4.1917,4.2059,4.1752,48.0964,0.4602,DISCH,28.1056
113893.7099,4.197,4.2006,4.1895,48.4023,0.4632,DISCH,28.1642
114879.2289,4.1945,4.2095,4.185,45.8968,0.4386,DISCH,28.0334
115864.7953,4.1967,4.2027,4.1796,47.0968,0.4499,DISCH,28.0476
116895.1299,4.1906,4.1998,4.1784,48.0484,0.4594,DISCH,28.1691
117935.5985,4.1921,4.2044,4.1791,44.7133,0.4278,DISCH,28.0808
118940.1329,4.1855,4.2053,4.1796,45.012,0.4304,DISCH,28.1071
120000.6941,4.1907,4.2065,4.1881,50.7068,0.4846,DISCH,28.2067
120972.7796,4.1935,4.2072,4.1831,46.5359,0.4451,DISCH,28.1889
121948.6778,4.1926,4.2025,4.1811,45.8167,0.4375,DISCH,28.085
122976.2354,4.2002,4.2057,4.1866,44.9022,0.4293,DISCH,28.1815
123977.9334,4.1941,4.2037,4.1823,48.417,0.463,DISCH,28.0809
125021.4075,4.1893,4.1998,4.1838,44.1197,0.4223,DISCH,28.0811
126056.4698,4.1932,4.2047,4.1774,46.5341,0.4445,DISCH,28.1549
127100.7868,4.1897,4.2026,4.1827,46.4099,0.4438,DISCH,28.1602
128010.5065,4.1911,4.1975,4.1753,47.8457,0.4564,DISCH,28.1458
129027.4743,4.1988,4.2056,4.1843,48.2376,0.4611,DISCH,28.1882
130037.0667,4.195,4.1977,4.172,48.5023,0.4637,DISCH,28.1492
131057.3167,4.1899,4.2092,4.1728,47.455,0.4543,DISCH,28.1826
132075.1934,4.1964,4.2047,4.1801,45.4607,0.435,DISCH,28.1229
133059.7093,4.1909,4.2031,4.1799,45.2139,0.4324,DISCH,28.1261
134080.6418,4.188,4.2002,4.1753,48.9667,0.4684,DISCH,28.1422
135058.6089,4.1915,4.2051,4.1836,45.5084,0.435,DISCH,28.1654
136085.7628,4.1862,4.204,4.185,50.2212,0.4805,DISCH,28.2566
137101.074,4.1876,4.2074,4.1777,48.8563,0.4676,DISCH,28.1269
138193.7841,4.1918,4.2088,4.188,47.6832,0.4556,DISCH,28.1055
139218.5207,4.1879,4.1992,4.1805,52.0043,0.4972,DISCH,28.2555
140217.6936,4.1884,4.2052,4.1797,46.4648,0.4437,DISCH,28.1197
141164.04,4.1885,4.1989,4.1822,49.7013,0.4751,DISCH,28.2149
142165.1413,4.1909,4.2038,4.1828,50.2595,0.4813,DISCH,28.1616
143179.098,4.1903,4.2027,4.1817,48.0373,0.4598,DISCH,28.1964
144167.1123,4.1902,4.1992,4.175,50.6348,0.4846,DISCH,28.2292
145168.3322,4.1915,4.2067,4.1785,48.4327,0.4633,DISCH,28.1152
146194.9015,4.1889,4.21,4.1787,45.4976,0.4352,DISCH,28.0975
147169.3629,4.1971,4.206,4.1888,46.9178,0.4488,DISCH,28.1134
148182.9668,4.1859,4.2102,4.1755,47.6987,0.4563,DISCH,28.0515
149192.2982,4.1904,4.1996,4.1716,50.4712,0.483,DISCH,28.2521
150204.1581,4.1995,4.1992,4.1839,48.0856,0.4599,DISCH,28.0895
151168.2004,4.1873,4.1998,4.1811,44.7537,0.4283,DISCH,28.0969
152167.5596,4.1967,4.2088,4.1783,47.1002,0.4504,DISCH,28.1629
153175.4113,4.1882,4.2008,4.1825,44.7067,0.4283,DISCH,28.0946
154195.1044,4.1908,4.2078,4.18,46.2144,0.4418,DISCH,28.1584
155237.6253,4.1878,4.1975,4.1783,50.2672,0.4811,DISCH,28.2418
156239.9349,4.1888,4.1981,4.184,48.2297,0.4612,DISCH,28.2346
157201.6125,4.1906,4.2018,4.1848,44.785,0.4278,DISCH,28.0278
158254.9414,4.1966,4.2057,4.183,44.473,0.4251,DISCH,28.0153
159250.016,4.1926,4.2078,4.1819,46.8385,0.4481,DISCH,28.0692
160251.1518,4.192,4.2001,4.1836,44.816,0.4286,DISCH,27.9884
161293.9297,4.1905,4.2033,4.1839,47.614,0.4556,DISCH,28.1804
162294.283,4.1901,4.2008,4.1891,47.1218,0.4507,DISCH,28.1048
163288.0271,4.1907,4.207,4.1786,45.1972,0.4315,DISCH,28.092
164263.1491,4.1924,4.2081,4.1804,48.3452,0.4621,DISCH,28.188
165242.1036,4.19,4.1989,4.1852,42.6437,0.4085,DISCH,28.0057
166260.247,4.1921,4.2026,4.1829,42.9157,0.4103,DISCH,27.9478
167257.6233,4.1956,4.1978,4.1877,43.8676,0.4193,DISCH,27.9268
168290.9716,4.1931,4.1986,4.1727,45.3884,0.4341,DISCH,28.0836
169306.3079,4.1912,4.2003,4.1773,48.7033,0.4661,DISCH,28.139
170298.3156,4.1882,4.2063,4.1794,48.3551,0.4619,DISCH,28.1546
171255.9117,4.1882,4.2079,4.1787,48.8426,0.4667,DISCH,28.2034
172296.0025,4.1857,4.1976,4.1795,46.3811,0.4428,DISCH,28.1293
173274.7697,4.1953,4.1981,4.1849,46.3878,0.4437,DISCH,28.1071
174276.716,4.1906,4.1957,4.1778,47.6443,0.4554,DISCH,28.1269
175338.6505,4.1918,4.2094,4.179,46.583,0.4457,DISCH,28.1523
176379.9306,4.1949,4.2008,4.1767,44.4381,0.4245,DISCH,27.9962
177345.7481,4.1902,4.2048,4.1704,46.6988,0.4466,DISCH,28.1731
178325.6244,4.1891,4.2014,4.1779,45.8587,0.439,DISCH,28.1185
179335.5236,4.1916,4.2115,4.1856,43.3525,0.415,DISCH,28.0285
180368.3503,4.1906,4.2004,4.176,45.8757,0.4385,DISCH,28.0864
181378.6459,4.1928,4.1993,4.1778,45.8167,0.4385,DISCH,28.1668
182326.7618,4.1926,4.2086,4.1757,47.8385,0.4577,DISCH,28.1673
183325.8667,4.192,4.1975,4.1743,46.1498,0.4417,DISCH,28.1302
184347.1882,4.1915,4.1912,4.1704,47.559,0.4541,DISCH,28.2364
185334.434,4.1892,4.1991,4.1716,49.6873,0.4753,DISCH,28.2264
186375.0124,4.188,4.2031,4.1749,42.915,0.4106,DISCH,27.9877
187349.8892,4.1866,4.1928,4.1747,47.2039,0.4517,DISCH,28.1459
188363.5588,4.1917,4.2075,4.1791,50.1632,0.4798,DISCH,28.2419
189365.1446,4.1862,4.2061,4.1789,46.0872,0.4397,DISCH,27.9956
190320.8132,4.1846,4.1918,4.1771,47.8735,0.4578,DISCH,28.2388
191311.006,4.1917,4.2004,4.1736,46.7341,0.4467,DISCH,28.1519
192326.6237,4.1881,4.1984,4.181,47.7357,0.4565,DISCH,28.1316
193342.6561,4.1883,4.197,4.1791,50.0951,0.4794,DISCH,28.155
194345.9052,4.1846,4.2036,4.1782,45.4569,0.4354,DISCH,28.0212
195415.7064,4.1958,4.1968,4.1814,47.1717,0.4517,DISCH,28.1865
196356.3255,4.1888,4.2124,4.1747,45.927,0.4389,DISCH,28.1453
197382.4295,4.1845,4.2001,4.1794,43.7257,0.418,DISCH,27.9661
198337.5699,4.1903,4.1973,4.176,48.6162,0.4644,DISCH,28.1094
199352.7623,4.1885,4.2031,4.1778,42.3405,0.4051,DISCH,28.0062
200304.8906,4.1886,4.1895,4.1845,46.5687,0.4462,DISCH,28.137
201308.8336,4.1886,4.1928,4.184,47.1176,0.4507,DISCH,28.1681
202305.8954,4.193,4.2058,4.1752,46.2813,0.4422,DISCH,28.0378
203296.97,4.1944,4.1967,4.1774,44.8836,0.4286,DISCH,28.1147
204261.4239,4.1939,4.2044,4.1815,45.0257,0.4299,DISCH,28.1437
205292.6814,4.1923,4.1991,4.1879,46.7622,0.447,DISCH,28.1295
206262.7869,4.1944,4.2029,4.182,46.614,0.4458,DISCH,28.2076
207251.7015,4.1843,4.1919,4.1808,49.4215,0.4728,DISCH,28.2464
208288.0695,4.1994,4.1999,4.1789,48.5995,0.4652,DISCH,28.195
209294.2883,4.1883,4.2012,4.1721,53.197,0.5089,DISCH,28.5316
210289.0269,4.1907,4.1982,4.186,45.8191,0.4385,DISCH,28.0262
211288.0949,4.1884,4.2037,4.1769,46.3841,0.4431,DISCH,28.1204
212255.8247,4.191,4.2032,4.1794,44.2976,0.4237,DISCH,28.0872
213239.4802,4.1822,4.1988,4.175,45.0398,0.4308,DISCH,28.1015
214247.281,4.1899,4.2029,4.1798,47.8532,0.4577,DISCH,28.1403
215224.4779,4.1978,4.1985,4.1848,45.0908,0.431,DISCH,28.1109
216187.106,4.1878,4.1947,4.1706,47.1039,0.451,DISCH,28.1001
217174.4513,4.1915,4.1992,4.1798,45.1746,0.4319,DISCH,27.9533
218132.9703,4.1861,4.2003,4.1857,44.3822,0.4243,DISCH,28.0177
219119.9238,4.1876,4.1955,4.1775,48.7361,0.466,DISCH,28.1635
220135.6668,4.1909,4.2111,4.1733,44.7909,0.4283,DISCH,28.0616
221110.5388,4.1883,4.1986,4.1738,48.2614,0.4622,DISCH,28.2334
222121.441,4.1891,4.199,4.1763,45.2454,0.4326,DISCH,28.1455
223093.8718,4.1896,4.2032,4.1787,44.7598,0.4283,DISCH,28.0364
224150.2466,4.1863,4.2003,4.176,50.5337,0.4841,DISCH,28.2899
225171.3395,4.1945,4.1959,4.1807,46.2471,0.4421,DISCH,28.1918
226216.7232,4.1942,4.196,4.1793,48.5263,0.4647,DISCH,28.2539
227242.5737,4.1852,4.2039,4.1862,47.9547,0.4591,DISCH,28.1991
228284.6251,4.1963,4.2017,4.1747,47.401,0.4537,DISCH,28.1555
229288.2649,4.1867,4.1968,4.1767,47.5715,0.455,DISCH,28.2022
230271.2212,4.1918,4.2034,4.1825,44.8758,0.4293,DISCH,28.0954
231303.3848,4.1872,4.196,4.178,46.4759,0.4442,DISCH,28.0914
232317.3464,4.1854,4.2014,4.1783,47.8926,0.4577,DISCH,28.1782
233370.6872,4.1953,4.2028,4.1715,50.0624,0.4782,DISCH,28.361
234340.5036,4.1894,4.2006,4.1766,46.0816,0.4407,DISCH,28.0858
235357.4608,4.1898,4.1981,4.1772,43.453,0.4156,DISCH,28.0403
236344.3562,4.1942,4.2032,4.1776,46.8012,0.4477,DISCH,28.0839
237317.6193,4.1843,4.2025,4.1756,45.6021,0.4358,DISCH,27.9577
238288.1173,4.1917,4.2097,4.1786,46.1081,0.4412,DISCH,28.0164
239241.2936,4.1896,4.1962,4.1783,44.4831,0.426,DISCH,28.0476
240223.823,4.1875,4.2006,4.1784,45.7245,0.4377,DISCH,28.185
241292.5068,4.1913,4.1932,4.1767,45.5334,0.4357,DISCH,28.1157
242266.4321,4.1803,4.1991,4.1805,48.7323,0.4662,DISCH,28.305
243249.6231,4.1901,4.1993,4.186,41.8998,0.4008,DISCH,27.9573
244239.7411,4.1905,4.198,4.1785,45.903,0.4392,DISCH,28.1339
245224.0998,4.1895,4.1926,4.1764,48.1468,0.4611,DISCH,28.1718
246285.2968,4.1863,4.1958,4.1713,46.4213,0.4441,DISCH,28.157
247335.2604,4.1852,4.1981,4.1779,51.2901,0.4911,DISCH,28.1862
248331.8982,4.1846,4.2038,4.1716,44.4571,0.4257,DISCH,28.1226
249374.5237,4.1884,4.2014,4.1763,49.3324,0.4722,DISCH,28.1948
250386.8224,4.1858,4.1952,4.1739,45.3262,0.4342,DISCH,28.1082
251410.2544,4.1886,4.1979,4.1763,46.2275,0.4418,DISCH,28.1086
252364.5788,4.186,4.1926,4.172,47.509,0.4544,DISCH,28.0587
253384.8062,4.1855,4.203,4.1717,50.6775,0.485,DISCH,28.187
254344.0316,4.1893,4.2024,4.1704,47.0112,0.4495,DISCH,28.0525
255332.8861,4.1926,4.1942,4.171,46.6812,0.4467,DISCH,28.1481
256389.1989,4.182,4.1968,4.1809,47.7473,0.4559,DISCH,28.115
257353.5106,4.19,4.1961,4.177,46.2419,0.4422,DISCH,28.1618
258356.0337,4.1816,4.1981,4.1751,45.7262,0.4379,DISCH,28.1703
259328.7973,4.1876,4.1995,4.1819,44.8548,0.4291,DISCH,28.0908
260276.7091,4.1808,4.2016,4.1725,46.5492,0.4452,DISCH,28.0803
261198.0907,4.1881,4.1916,4.1796,45.4198,0.4349,DISCH,28.1229
262243.7241,4.186,4.2036,4.1727,46.3857,0.4439,DISCH,28.1221
263239.5426,4.1897,4.1962,4.1828,47.1088,0.4504,DISCH,28.0773
264240.8634,4.1881,4.1988,4.174,47.6718,0.4559,DISCH,28.1908
265204.1682,4.1877,4.1897,4.17,46.7798,0.4474,DISCH,28.0824
266191.4951,4.1898,4.1972,4.1793,46.7723,0.4476,DISCH,28.2218
267177.2981,4.1877,4.2031,4.1844,45.2427,0.4329,DISCH,28.1022
268158.324,4.1812,4.206,4.1748,46.7164,0.4464,DISCH,28.1473
269164.3248,4.1889,4.1962,4.1696,44.8802,0.4297,DISCH,27.9943
270133.527,4.1847,4.1972,4.1687,47.9247,0.4577,DISCH,28.141
271093.5114,4.1938,4.2077,4.1719,43.3775,0.4146,DISCH,27.9857
272074.316,4.1861,4.1968,4.1817,47.0642,0.4492,DISCH,28.2111
273070.3138,4.1833,4.2126,4.172,45.9964,0.4404,DISCH,28.1096
274066.1699,4.187,4.2004,4.1798,45.4937,0.4353,DISCH,28.0867
275073.4632,4.1874,4.1993,4.1727,46.6766,0.4461,DISCH,27.9894
276082.7638,4.186,4.2007,4.1797,44.0235,0.4198,DISCH,28.0067
277031.1939,4.1857,4.2008,4.1705,47.8945,0.4585,DISCH,28.0927
278015.2758,4.185,4.2,4.1728,43.3418,0.4154,DISCH,28.0478
279085.0317,4.1935,4.1968,4.1776,46.4942,0.4447,DISCH,28.0661
280103.3719,4.1798,4.1954,4.1808,45.928,0.4395,DISCH,27.9766
281026.1154,4.1842,4.1991,4.1813,45.9813,0.4397,DISCH,28.006
282043.1429,4.1838,4.2043,4.1827,49.2844,0.4714,DISCH,28.2739
283032.8052,4.1919,4.1959,4.1797,48.5,0.4636,DISCH,28.274
284058.1949,4.1842,4.1987,4.1793,48.0649,0.4597,DISCH,28.2505
285090.1391,4.1779,4.1962,4.1746,50.0574,0.4793,DISCH,28.1463
286128.6376,4.1832,4.1976,4.179,45.2741,0.4325,DISCH,28.0488
287090.9833,4.186,4.2014,4.1818,44.853,0.4297,DISCH,28.111
288036.939,4.1898,4.1945,4.1777,43.3946,0.415,DISCH,28.027
289102.8242,4.189,4.1961,4.1747,49.9841,0.4782,DISCH,28.1828
290113.0514,4.1904,4.1926,4.1714,49.0144,0.4687,DISCH,28.1624
291083.0451,4.185,4.199,4.1727,46.5549,0.4458,DISCH,28.1105
292044.0632,4.1849,4.192,4.1776,48.2557,0.461,DISCH,28.2139
293085.0761,4.1839,4.1921,4.1719,49.1995,0.4704,DISCH,28.1399
294098.0896,4.1905,4.1979,4.1785,49.2267,0.4709,DISCH,28.1608
295099.8772,4.1869,4.1967,4.1697,48.4014,0.4632,DISCH,28.2057
296055.1509,4.1881,4.193,4.1769,44.0056,0.4209,DISCH,27.992
297049.3074,4.185,4.1978,4.1741,45.7221,0.4372,DISCH,28.0947
298039.9409,4.1864,4.1818,4.1802,46.8549,0.4481,DISCH,28.203
299076.5499,4.191,4.2009,4.1786,44.2476,0.4233,DISCH,28.0416
300040.9885,4.1833,4.2019,4.1734,48.4102,0.463,DISCH,28.1199
301059.5558,4.1872,4.1994,4.1732,47.588,0.4554,DISCH,28.18
302047.4277,4.1807,4.2001,4.1832,48.3732,0.4627,DISCH,28.2408
303023.0453,4.1857,4.1977,4.175,45.4283,0.4344,DISCH,28.0816
303981.3373,4.1791,4.1999,4.1641,45.8946,0.4394,DISCH,28.0766
304964.7869,4.186,4.2036,4.17,49.4689,0.4737,DISCH,28.1942
306023.6032,4.1856,4.1985,4.1779,45.5161,0.4356,DISCH,28.039
307066.2892,4.1848,4.2014,4.1732,46.869,0.4478,DISCH,28.1351
308077.2934,4.1865,4.1924,4.1727,48.5278,0.464,DISCH,28.2033
309085.0018,4.1867,4.2015,4.1735,47.8695,0.4581,DISCH,28.1231
310063.3016,4.1798,4.1984,4.1735,44.6448,0.4272,DISCH,28.0666
311048.4705,4.1828,4.1969,4.1716,49.4991,0.4736,DISCH,28.1286
312052.639,4.1791,4.2076,4.1769,51.2965,0.4909,DISCH,28.1307
313059.1058,4.1849,4.1965,4.1774,46.6493,0.4462,DISCH,28.1021
314061.9776,4.1875,4.188,4.1787,45.7882,0.4378,DISCH,28.101
315064.2084,4.1903,4.2025,4.1733,46.2116,0.4423,DISCH,28.1004
316060.4095,4.1782,4.1948,4.1772,48.7213,0.4659,DISCH,28.2242
316988.2785,4.1962,4.2027,4.1761,47.3441,0.4527,DISCH,28.1495
317999.7912,4.1905,4.1959,4.1746,45.8055,0.4384,DISCH,28.2022
318983.0664,4.1875,4.1932,4.1713,48.7235,0.4662,DISCH,28.1579
319993.9529,4.1813,4.1955,4.1669,47.7404,0.4558,DISCH,28.2022
320957.0642,4.1869,4.1981,4.1718,49.4332,0.4728,DISCH,28.1928
322007.6542,4.1844,4.1983,4.175,47.7989,0.4567,DISCH,28.1669
322988.9521,4.1822,4.1986,4.1764,51.0142,0.488,DISCH,28.1826
323989.832,4.1911,4.1925,4.1722,44.6757,0.4274,DISCH,28.0926
325008.3852,4.1851,4.1921,4.1768,49.6961,0.4757,DISCH,28.1319
326048.1354,4.1906,4.1978,4.1729,44.7212,0.4278,DISCH,28.0751
327042.835,4.1862,4.1978,4.1678,47.1616,0.4511,DISCH,28.158
328024.618,4.1857,4.1873,4.1716,46.1034,0.4406,DISCH,28.1426
328985.552,4.1811,4.1949,4.1745,47.1989,0.4511,DISCH,28.1849
329989.5948,4.1832,4.1941,4.1728,43.6967,0.4183,DISCH,27.9415
330959.1976,4.1887,4.1931,4.1774,45.6564,0.4362,DISCH,28.0744
331934.2634,4.1869,4.1988,4.1736,49.1926,0.4706,DISCH,28.1494
332907.866,4.1926,4.2019,4.1693,45.1426,0.4317,DISCH,28.1311
333914.2827,4.1887,4.198,4.1728,46.1598,0.4407,DISCH,28.1228
334897.0828,4.1936,4.2055,4.1739,43.8153,0.42,DISCH,28.0656
335959.215,4.1874,4.1994,4.174,46.5241,0.4447,DISCH,28.1692
336942.0219,4.1854,4.2007,4.1811,42.6698,0.4075,DISCH,27.9967
337925.2478,4.187,4.1892,4.1742,44.0253,0.4211,DISCH,28.1264
338919.8582,4.1867,4.1945,4.1719,47.5998,0.4558,DISCH,28.0367
339854.1142,4.1859,4.1916,4.181,48.9597,0.469,DISCH,28.1837
340853.4,4.182,4.1861,4.1762,46.4252,0.4438,DISCH,28.1457
341892.8991,4.1844,4.1992,4.1712,44.7164,0.4277,DISCH,28.0062
342881.9397,4.1851,4.204,4.1786,45.4447,0.435,DISCH,28.0862
343881.9619,4.1784,4.1963,4.1737,44.9976,0.4305,DISCH,28.121
