t_ms,Vbat_mean,Vbus_INA,Vbat_ADS,Vsh_mV,I_A,mode,T_C
667780,3.2589,3.4135,3.2627,48.8829,0.4888,CHG,28.2201
670451,3.2515,3.4051,3.2496,48.9221,0.4892,CHG,28.3233
673123,3.2542,3.401,3.2526,48.9629,0.4896,CHG,28.0688
675794,3.2608,3.4103,3.2578,48.8552,0.4885,CHG,28.1852
678465,3.2546,3.411,3.2506,48.8889,0.4888,CHG,28.2336
681136,3.2514,3.4069,3.2506,48.8326,0.4883,CHG,28.322
683807,3.2541,3.4062,3.2541,48.8347,0.4883,CHG,28.2965
686478,3.2533,3.4009,3.2547,49.0112,0.4901,CHG,28.1885
689149,3.2511,3.396,3.2474,48.7233,0.4872,CHG,28.237
691820,3.2527,3.4021,3.2488,48.9337,0.4893,CHG,28.2142
694491,3.2483,3.4043,3.2398,48.91,0.4891,CHG,28.2543
697162,3.2505,3.4007,3.2553,48.8574,0.4885,CHG,28.2325
699833,3.2549,3.4043,3.2518,48.9374,0.4893,CHG,28.0579
702504,3.2461,3.3955,3.2527,48.9182,0.4891,CHG,28.066
705175,3.2528,3.4082,3.2555,48.8385,0.4883,CHG,28.1534
707847,3.2591,3.4073,3.2585,48.8769,0.4887,CHG,28.1242
710518,3.2567,3.4022,3.2494,48.8395,0.4883,CHG,28.1457
713189,3.256,3.4078,3.2575,48.8906,0.4889,CHG,28.17
715860,3.2608,3.4114,3.2625,48.8775,0.4887,CHG,28.2469
718531,3.2544,3.4035,3.2505,48.8428,0.4884,CHG,28.2269
721202,3.2558,3.4057,3.2545,48.855,0.4885,CHG,28.2702
723874,3.2502,3.3942,3.2522,48.8341,0.4883,CHG,28.3212
726545,3.2561,3.4145,3.2501,48.835,0.4883,CHG,28.1988
729216,3.2512,3.3971,3.2543,48.6961,0.4869,CHG,28.1261
731887,3.2629,3.4169,3.2615,48.7695,0.4876,CHG,28.3812
734558,3.2534,3.4072,3.259,48.9442,0.4894,CHG,28.1504
737229,3.2639,3.4116,3.2621,48.7994,0.4879,CHG,28.2971
739900,3.2585,3.4127,3.2445,48.9231,0.4892,CHG,28.1405
742571,3.2609,3.4117,3.2642,48.7934,0.4879,CHG,28.116
745242,3.253,3.404,3.2575,48.9136,0.4891,CHG,28.235
747914,3.2534,3.3942,3.2475,48.8456,0.4884,CHG,28.009
750585,3.25,3.4094,3.2491,48.8973,0.4889,CHG,28.2104
753256,3.2585,3.4078,3.2575,48.8405,0.4884,CHG,28.111
755927,3.2592,3.4019,3.2606,48.8815,0.4888,CHG,28.2082
758598,3.2569,3.3969,3.2519,48.8096,0.488,CHG,28.2494
761269,3.2656,3.4172,3.2692,48.7903,0.4879,CHG,28.3079
763940,3.2602,3.4092,3.2617,48.8097,0.488,CHG,28.1524
766611,3.2706,3.4141,3.2715,48.7465,0.4874,CHG,28.0519
769282,3.2622,3.4011,3.2675,48.6828,0.4868,CHG,28.0288
771953,3.2659,3.4073,3.2714,48.7013,0.487,CHG,28.1541
774625,3.2662,3.4162,3.2592,48.7687,0.4876,CHG,28.0945
777296,3.2649,3.4131,3.2625,48.9335,0.4893,CHG,28.2137
779967,3.2707,3.418,3.2695,48.9437,0.4894,CHG,28.3094
782638,3.251,3.4087,3.2399,48.719,0.4871,CHG,28.2511
785310,3.2669,3.4158,3.2603,48.7893,0.4878,CHG,28.1761
787981,3.2594,3.4187,3.2602,48.7165,0.4871,CHG,28.2883
790652,3.2719,3.4215,3.2714,48.7788,0.4877,CHG,27.982
793323,3.2615,3.4154,3.267,48.706,0.487,CHG,28.3431
795994,3.2533,3.394,3.2581,48.7911,0.4879,CHG,28.2141
798665,3.2748,3.4201,3.2742,48.6877,0.4868,CHG,28.2604
801336,3.268,3.4229,3.2681,48.5705,0.4857,CHG,28.3433
804007,3.2621,3.4134,3.2604,48.5962,0.4859,CHG,28.0023
806678,3.2681,3.4119,3.2652,48.4862,0.4848,CHG,28.2435
809349,3.2622,3.4124,3.2571,48.6408,0.4864,CHG,28.1496
812020,3.2726,3.4201,3.271,48.565,0.4856,CHG,28.2904
814691,3.2618,3.4073,3.2635,48.6681,0.4866,CHG,28.3636
817362,3.2589,3.4101,3.2643,48.6399,0.4863,CHG,28.2253
820033,3.2656,3.4263,3.2657,48.6564,0.4865,CHG,28.3316
822705,3.2644,3.4077,3.2691,48.5476,0.4854,CHG,28.2845
825376,3.2612,3.4092,3.262,48.6338,0.4863,CHG,28.0313
828047,3.2679,3.4114,3.2667,48.6638,0.4866,CHG,28.0938
830719,3.2659,3.4057,3.2642,48.5771,0.4857,CHG,28.3676
833390,3.2651,3.4228,3.2681,48.6024,0.486,CHG,28.3308
836061,3.2598,3.4117,3.2636,48.718,0.4871,CHG,28.2113
838732,3.2702,3.4271,3.2609,48.6462,0.4864,CHG,28.2554
841403,3.2642,3.4169,3.2649,48.5983,0.4859,CHG,28.3081
844074,3.2687,3.4204,3.2665,48.7141,0.4871,CHG,28.35
846745,3.259,3.4148,3.2564,48.7102,0.4871,CHG,28.2499
849416,3.2571,3.4029,3.2546,48.5519,0.4855,CHG,28.2902
852087,3.2686,3.4141,3.2625,48.6837,0.4868,CHG,28.3156
854758,3.2658,3.417,3.2714,48.6843,0.4868,CHG,28.2902
857429,3.274,3.4229,3.2661,48.7152,0.4871,CHG,28.3016
860100,3.27,3.415,3.265,48.5774,0.4857,CHG,28.2805
862772,3.266,3.4119,3.2606,48.6707,0.4867,CHG,28.3135
865443,3.2722,3.4197,3.2647,48.6114,0.4861,CHG,28.1707
868114,3.2666,3.4282,3.2715,48.54,0.4854,CHG,28.2471
870785,3.2694,3.4178,3.2623,48.5788,0.4857,CHG,28.3787
873456,3.2731,3.4329,3.2747,48.5456,0.4854,CHG,28.4006
876127,3.276,3.4265,3.2801,48.7343,0.4873,CHG,28.3299
878798,3.2606,3.4185,3.2566,48.5857,0.4858,CHG,28.2367
881470,3.2714,3.4147,3.2716,48.6316,0.4863,CHG,28.3729
884141,3.2556,3.4113,3.253,48.7463,0.4874,CHG,28.1805
886812,3.2599,3.4061,3.2605,48.6787,0.4867,CHG,28.3385
889483,3.2743,3.4236,3.2715,48.6753,0.4867,CHG,28.298
892154,3.2646,3.4124,3.2602,48.689,0.4868,CHG,28.2877
894825,3.2748,3.4245,3.2782,48.686,0.4868,CHG,28.3155
897496,3.2727,3.4197,3.2793,48.6082,0.486,CHG,28.2521
900168,3.2735,3.4307,3.2666,48.7445,0.4874,CHG,28.2913
902839,3.2679,3.412,3.2722,48.6779,0.4867,CHG,28.3911
905510,3.2674,3.4253,3.2609,48.8851,0.4888,CHG,28.1264
908181,3.2764,3.4329,3.2766,48.6299,0.4862,CHG,28.4418
910852,3.2767,3.43,3.2779,48.7102,0.4871,CHG,28.2471
913523,3.2686,3.4174,3.2624,48.7311,0.4873,CHG,28.3991
916194,3.2811,3.4304,3.2774,48.6814,0.4868,CHG,28.1621
918865,3.2717,3.4272,3.2714,48.697,0.4869,CHG,28.1409
921536,3.2731,3.4163,3.2763,48.6087,0.486,CHG,28.3281
924207,3.2774,3.4251,3.2776,48.6893,0.4868,CHG,28.4609
926878,3.27,3.4179,3.2726,48.6099,0.486,CHG,28.2754
929549,3.2754,3.4244,3.2753,48.6336,0.4863,CHG,28.2416
932221,3.259,3.4038,3.2672,48.619,0.4861,CHG,28.415
934892,3.2607,3.4081,3.2567,48.6,0.486,CHG,28.3263
937564,3.2752,3.4307,3.2732,48.595,0.4859,CHG,28.2977
940235,3.2728,3.4219,3.2731,48.6937,0.4869,CHG,28.1369
942906,3.2754,3.4154,3.2725,48.7585,0.4875,CHG,28.3367
945577,3.2759,3.425,3.273,48.725,0.4872,CHG,28.1031
948248,3.2699,3.4215,3.2727,48.7441,0.4874,CHG,28.439
950919,3.272,3.4236,3.269,48.7677,0.4876,CHG,28.3152
953590,3.2776,3.4336,3.2778,48.8144,0.4881,CHG,28.309
956261,3.2743,3.4263,3.2726,48.8237,0.4882,CHG,28.3447
958932,3.2665,3.4185,3.2631,48.8505,0.4885,CHG,28.2806
961603,3.2738,3.4241,3.2698,48.7977,0.4879,CHG,28.3536
964274,3.2767,3.4276,3.2771,48.6087,0.486,CHG,28.2563
966945,3.272,3.4147,3.2685,48.7317,0.4873,CHG,28.1271
969616,3.2787,3.427,3.2809,48.7915,0.4879,CHG,28.4023
972287,3.2816,3.4227,3.283,48.7651,0.4876,CHG,28.2701
974958,3.2763,3.4333,3.2821,48.8489,0.4884,CHG,28.471
977630,3.2769,3.4308,3.2741,48.6147,0.4861,CHG,28.204
980301,3.2709,3.4117,3.2717,48.4973,0.4849,CHG,28.3815
982972,3.2748,3.4307,3.2715,48.7233,0.4872,CHG,28.2271
985643,3.2813,3.4308,3.2793,48.6519,0.4865,CHG,28.2606
988315,3.2792,3.4347,3.2694,48.6857,0.4868,CHG,28.327
990986,3.2793,3.431,3.2788,48.5738,0.4857,CHG,28.1712
993657,3.2858,3.4361,3.2878,48.6077,0.486,CHG,28.246
996328,3.2765,3.4222,3.2823,48.6346,0.4863,CHG,28.4481
998999,3.283,3.4262,3.2847,48.6793,0.4867,CHG,28.2709
1001670,3.2713,3.4229,3.2716,48.774,0.4877,CHG,28.3355
1004341,3.2747,3.4256,3.2697,48.6716,0.4867,CHG,28.2787
1007012,3.2826,3.438,3.2854,48.6904,0.4869,CHG,28.2168
1009683,3.278,3.4289,3.2799,48.8114,0.4881,CHG,28.2193
1012354,3.2784,3.4251,3.2763,48.6709,0.4867,CHG,28.3726
1015026,3.291,3.4404,3.2846,48.7588,0.4875,CHG,28.4481
1017697,3.2801,3.4328,3.2838,48.5765,0.4857,CHG,28.3288
