t_ms,Vbat_mean,Vbus_INA,Vbat_ADS,Vsh_mV,I_A,mode,T_C
51985,4.1792,4.1887,4.166,50.5801,0.5058,DISCH,28.0623
52977,4.1796,4.1911,4.1681,49.0377,0.4917,DISCH,28.0828
53970,4.1771,4.1887,4.1656,50.7191,0.5083,DISCH,28.0231
54968,4.1782,4.1905,4.1664,49.6559,0.4976,DISCH,28.0873
55980,4.1775,4.1896,4.1685,50.4952,0.5043,DISCH,28.0225
56989,4.1773,4.1866,4.1643,50.2766,0.5027,DISCH,28.1014
57983,4.181,4.1845,4.1667,50.0863,0.5007,DISCH,27.9854
58979,4.1782,4.1888,4.1666,50.3975,0.5022,DISCH,28.0487
59985,4.1744,4.1906,4.1653,50.0388,0.5007,DISCH,28.0648
60997,4.176,4.1887,4.1679,50.2929,0.5028,DISCH,28.0635
61990,4.1778,4.1881,4.1673,50.1938,0.5014,DISCH,27.995
62988,4.1779,4.1875,4.1661,49.9566,0.5013,DISCH,28.0405
63985,4.179,4.1888,4.168,50.0444,0.4995,DISCH,28.1396
64974,4.1778,4.1923,4.1662,49.839,0.4976,DISCH,28.0524
65984,4.1764,4.1888,4.1659,49.8126,0.4993,DISCH,28.0461
66990,4.1776,4.187,4.1672,50.1059,0.5028,DISCH,28.019
67990,4.1805,4.1878,4.167,50.4615,0.5038,DISCH,28.0647
68979,4.1781,4.1879,4.1654,49.419,0.4954,DISCH,28.0626
69977,4.1777,4.1869,4.1648,50.1652,0.5022,DISCH,28.1185
70978,4.1796,4.1878,4.1689,49.9504,0.5004,DISCH,28.0763
71978,4.1769,4.1893,4.1619,50.0106,0.4987,DISCH,28.0782
72976,4.1796,4.1895,4.1665,49.6426,0.497,DISCH,28.1038
73970,4.1728,4.1875,4.165,49.583,0.4959,DISCH,28.0714
74961,4.1748,4.1887,4.1689,50.0008,0.4996,DISCH,28.0423
75950,4.1741,4.1879,4.1654,50.5263,0.5048,DISCH,28.1422
76951,4.1754,4.1869,4.1679,50.0692,0.5006,DISCH,28.0059
77947,4.1773,4.1891,4.1677,49.7074,0.4965,DISCH,28.0993
78948,4.1742,4.1875,4.1667,50.0278,0.4998,DISCH,28.0056
79943,4.1759,4.191,4.1659,50.753,0.5072,DISCH,28.0417
80936,4.1793,4.188,4.1669,49.7662,0.4986,DISCH,28.0836
81927,4.1766,4.1872,4.167,50.207,0.5025,DISCH,28.0824
82912,4.1766,4.1878,4.1689,50.8098,0.5079,DISCH,28.1709
83918,4.1734,4.1859,4.1663,50.063,0.5009,DISCH,28.1833
84911,4.1725,4.185,4.1658,50.7911,0.509,DISCH,28.0909
85910,4.1759,4.1864,4.1639,51.1586,0.5111,DISCH,28.1644
86912,4.1769,4.1852,4.1645,50.1442,0.5012,DISCH,28.0547
87904,4.1761,4.1854,4.1658,50.0871,0.501,DISCH,28.07
88908,4.1794,4.1872,4.1668,49.9838,0.4994,DISCH,28.1787
89904,4.1756,4.1848,4.1663,49.9014,0.499,DISCH,28.1854
90905,4.178,4.1903,4.1622,49.6855,0.4964,DISCH,28.0003
91914,4.1729,4.189,4.1638,50.21,0.5044,DISCH,28.0774
92906,4.1738,4.1866,4.1661,50.0931,0.5012,DISCH,28.1033
93902,4.1754,4.1867,4.1646,50.4683,0.5051,DISCH,28.1609
94904,4.176,4.1865,4.1659,49.3853,0.4926,DISCH,28.1718
95911,4.1735,4.1892,4.1657,49.9062,0.5008,DISCH,28.1393
96917,4.1798,4.1819,4.165,50.2779,0.5034,DISCH,28.1669
97910,4.176,4.1862,4.1646,49.9647,0.501,DISCH,28.1724
98903,4.1749,4.1843,4.1653,50.5352,0.5063,DISCH,28.1707
99906,4.1739,4.188,4.1642,50.9504,0.5086,DISCH,28.0658
100894,4.1763,4.1827,4.1646,49.8808,0.4971,DISCH,28.0182
101879,4.1731,4.1882,4.1609,50.0462,0.5011,DISCH,28.1145
102883,4.1767,4.1877,4.1658,49.1411,0.492,DISCH,28.1627
103884,4.1748,4.1858,4.1637,49.8066,0.4986,DISCH,28.1063
104879,4.174,4.1857,4.1652,49.9455,0.4989,DISCH,28.1257
105872,4.1728,4.1852,4.1657,49.4063,0.4941,DISCH,28.1076
106870,4.1754,4.1845,4.1646,49.5061,0.4944,DISCH,28.1577
107871,4.1763,4.1876,4.1625,50.0312,0.5012,DISCH,28.1814
108862,4.1772,4.1842,4.165,50.0074,0.5006,DISCH,28.0738
109865,4.1778,4.1823,4.1624,49.3785,0.4953,DISCH,28.1393
110869,4.1729,4.1857,4.1635,50.3305,0.5022,DISCH,28.1374
111869,4.1767,4.187,4.1626,49.8178,0.4992,DISCH,28.197
112868,4.1733,4.1859,4.162,49.996,0.502,DISCH,28.1743
113883,4.1766,4.1878,4.1639,50.694,0.5054,DISCH,28.1731
114880,4.1756,4.1878,4.1653,49.3981,0.4945,DISCH,28.1223
115872,4.1736,4.1856,4.1616,50.19,0.5025,DISCH,28.104
116866,4.1753,4.187,4.1641,50.1826,0.5013,DISCH,28.1215
117869,4.1751,4.1854,4.1636,49.9013,0.4987,DISCH,28.1873
118869,4.1735,4.1865,4.1655,49.8401,0.4994,DISCH,28.1719
119863,4.1764,4.1841,4.161,50.6145,0.5049,DISCH,28.2646
120877,4.1779,4.1866,4.1633,49.698,0.4965,DISCH,28.2601
121874,4.1711,4.1851,4.163,49.537,0.4951,DISCH,28.0848
122889,4.1742,4.1854,4.1622,50.1026,0.5011,DISCH,28.1826
123893,4.1748,4.1848,4.163,50.2945,0.5026,DISCH,28.1712
124889,4.1768,4.1857,4.1639,49.8758,0.4998,DISCH,28.1947
125889,4.1735,4.1866,4.1613,49.7099,0.4975,DISCH,28.155
126904,4.1741,4.1891,4.1632,49.7429,0.4977,DISCH,28.2331
127894,4.1768,4.1855,4.1643,50.1792,0.5015,DISCH,28.327
128905,4.1744,4.187,4.1641,49.8334,0.4972,DISCH,28.2066
129900,4.1748,4.1852,4.1625,49.9752,0.4985,DISCH,28.1341
130885,4.1747,4.1882,4.1627,49.9051,0.4982,DISCH,28.1546
131877,4.1735,4.1834,4.1618,50.0193,0.4998,DISCH,28.2367
132881,4.175,4.1832,4.1626,49.6474,0.4971,DISCH,28.2729
133880,4.1738,4.1844,4.1636,49.7167,0.4972,DISCH,28.334
134882,4.1738,4.1844,4.1617,50.1388,0.5023,DISCH,28.1709
135882,4.1757,4.1868,4.1615,50.5991,0.5043,DISCH,28.1926
136879,4.1752,4.1841,4.1642,49.5192,0.4953,DISCH,28.2782
137891,4.1714,4.1836,4.1638,49.546,0.4962,DISCH,28.1875
138896,4.173,4.188,4.1595,50.1224,0.5015,DISCH,28.2487
139892,4.1733,4.1848,4.1627,49.9189,0.4991,DISCH,28.2092
140887,4.1758,4.1813,4.1612,49.7788,0.4986,DISCH,28.3318
141890,4.1716,4.1852,4.1616,50.6691,0.5044,DISCH,28.1497
142885,4.1721,4.1805,4.1649,50.2104,0.5009,DISCH,28.2507
143891,4.1727,4.185,4.1615,50.3285,0.5035,DISCH,28.1782
144890,4.1747,4.1857,4.1624,50.6354,0.5051,DISCH,28.2294
145896,4.1726,4.1843,4.163,50.2874,0.501,DISCH,28.2159
146887,4.1743,4.1839,4.161,49.7558,0.4982,DISCH,28.2457
147897,4.1731,4.1832,4.1604,49.5647,0.4958,DISCH,28.2028
148893,4.1739,4.1855,4.1607,49.3621,0.494,DISCH,28.333
149894,4.1713,4.1869,4.1601,50.0946,0.501,DISCH,28.2783
150890,4.1743,4.183,4.161,49.7929,0.5001,DISCH,28.2927
151887,4.1738,4.1831,4.1634,50.892,0.5089,DISCH,28.2361
152887,4.1746,4.1826,4.16,49.3924,0.4941,DISCH,28.2815
153882,4.1732,4.1863,4.1603,49.7066,0.4976,DISCH,28.3523
154880,4.172,4.1867,4.1633,49.9084,0.4982,DISCH,28.2721
155874,4.1714,4.1814,4.1626,50.3354,0.5034,DISCH,28.3119
156859,4.1739,4.1826,4.1614,49.7673,0.4984,DISCH,28.2849
157859,4.1738,4.1866,4.1603,49.4544,0.4933,DISCH,28.3103
158850,4.1687,4.1825,4.1632,49.6665,0.4979,DISCH,28.2632
159855,4.1702,4.1839,4.1599,50.0448,0.4992,DISCH,28.2649
160840,4.174,4.1833,4.1592,49.9096,0.4999,DISCH,28.3403
161840,4.1727,4.1834,4.1605,50.4001,0.5029,DISCH,28.3448
162845,4.1715,4.1809,4.161,49.3742,0.4936,DISCH,28.2599
163845,4.1701,4.1853,4.1574,49.7709,0.4963,DISCH,28.3725
164834,4.1696,4.1788,4.1594,50.3185,0.5034,DISCH,28.2307
165843,4.1745,4.1818,4.1624,49.5685,0.4966,DISCH,28.2386
166849,4.1703,4.1832,4.1589,49.8804,0.4995,DISCH,28.3206
167852,4.1716,4.183,4.1601,49.745,0.4989,DISCH,28.3284
168843,4.1715,4.1842,4.161,49.9135,0.4968,DISCH,28.2633
169848,4.1742,4.1849,4.1588,50.8121,0.5069,DISCH,28.3433
170847,4.171,4.1826,4.1601,49.6711,0.4982,DISCH,28.3373
171839,4.1673,4.1833,4.1631,49.8963,0.499,DISCH,28.3322
172832,4.1704,4.1825,4.1612,50.4049,0.5045,DISCH,28.3196
173836,4.1746,4.183,4.1605,50.0733,0.5019,DISCH,28.3656
174851,4.1731,4.1799,4.1605,49.6235,0.4976,DISCH,28.3865
175856,4.1725,4.1801,4.1616,49.472,0.4947,DISCH,28.3102
176864,4.172,4.1841,4.159,50.4742,0.5046,DISCH,28.4035
177870,4.169,4.1838,4.1602,49.2358,0.4922,DISCH,28.337
178879,4.1711,4.1816,4.1633,49.6954,0.4997,DISCH,28.373
179880,4.1722,4.1814,4.1607,49.6798,0.4966,DISCH,28.42
180885,4.1721,4.1827,4.1602,48.8809,0.4896,DISCH,28.4046
181889,4.1727,4.1831,4.1609,49.7562,0.497,DISCH,28.407
182883,4.1715,4.1839,4.16,50.5087,0.5043,DISCH,28.4367
183878,4.1707,4.1846,4.1577,50.0972,0.4993,DISCH,28.4243
184869,4.1736,4.1818,4.1586,49.5982,0.4952,DISCH,28.3727
185874,4.1705,4.18,4.1599,49.5578,0.4973,DISCH,28.4259
186879,4.1703,4.185,4.1587,50.0865,0.5002,DISCH,28.4429
187881,4.1726,4.1851,4.1581,49.7925,0.4975,DISCH,28.2842
188883,4.1692,4.1804,4.1597,50.8447,0.509,DISCH,28.4715
189877,4.1706,4.18,4.1589,50.0758,0.4996,DISCH,28.3846
190878,4.1733,4.1806,4.1615,49.6492,0.4969,DISCH,28.4276
191884,4.1709,4.1843,4.1578,49.7249,0.4986,DISCH,28.3931
192884,4.1677,4.1793,4.1614,50.3535,0.5028,DISCH,28.3949
193882,4.1689,4.1825,4.1608,49.6283,0.4962,DISCH,28.4397
194881,4.1724,4.185,4.1585,50.3613,0.5062,DISCH,28.3332
195889,4.1703,4.1804,4.1611,50.2122,0.5012,DISCH,28.3827
196892,4.1727,4.182,4.1617,50.0925,0.5011,DISCH,28.4817
197892,4.1719,4.182,4.1582,50.2562,0.5026,DISCH,28.4908
198892,4.1709,4.1798,4.1578,49.7091,0.4992,DISCH,28.4057
199882,4.1693,4.1797,4.1605,49.0104,0.4908,DISCH,28.4547
200889,4.1737,4.1845,4.1573,50.1029,0.4995,DISCH,28.4875
201883,4.1707,4.1826,4.1593,50.3841,0.5031,DISCH,28.4263
202888,4.169,4.1829,4.1572,49.677,0.4964,DISCH,28.4905
203886,4.1721,4.1805,4.1591,50.4553,0.5054,DISCH,28.412
204888,4.169,4.1825,4.1573,50.5012,0.5043,DISCH,28.4866
205889,4.1717,4.1802,4.1605,50.094,0.4996,DISCH,28.588
206882,4.17,4.18,4.1599,50.2596,0.5024,DISCH,28.4332
207892,4.1717,4.1793,4.1581,49.2807,0.493,DISCH,28.5247
208886,4.1671,4.1817,4.1586,49.5034,0.4959,DISCH,28.5559
209889,4.1692,4.1825,4.1601,50.1704,0.4997,DISCH,28.5011
210891,4.1695,4.1818,4.1598,50.1527,0.5001,DISCH,28.4548
211879,4.1695,4.1809,4.1593,49.315,0.4941,DISCH,28.457
212883,4.1669,4.1807,4.1596,50.1715,0.5013,DISCH,28.4924
213873,4.1662,4.181,4.1575,49.5877,0.4964,DISCH,28.4587
214874,4.1702,4.1806,4.1597,49.4857,0.4943,DISCH,28.5808
215879,4.17,4.1794,4.1612,50.0531,0.5014,DISCH,28.5324
216886,4.1729,4.183,4.1597,49.645,0.4976,DISCH,28.447
217882,4.1696,4.1803,4.1573,50.2738,0.5016,DISCH,28.5014
218875,4.1682,4.1792,4.1593,49.5204,0.4951,DISCH,28.5149
219872,4.1714,4.1789,4.1613,50.0325,0.5015,DISCH,28.4972
220874,4.1695,4.1805,4.157,49.5558,0.4934,DISCH,28.5612
221875,4.169,4.1807,4.1609,50.2467,0.5036,DISCH,28.5407
222880,4.1685,4.1793,4.1563,50.0025,0.5012,DISCH,28.5723
223890,4.168,4.1813,4.1597,49.4181,0.492,DISCH,28.6551
224883,4.1693,4.1825,4.1605,49.3614,0.4941,DISCH,28.4585
225868,4.1691,4.1767,4.1584,50.0368,0.5008,DISCH,28.5704
226865,4.1735,4.1794,4.1596,50.37,0.5035,DISCH,28.6353
227877,4.1697,4.1774,4.1589,50.0932,0.5002,DISCH,28.5449
228892,4.17,4.1788,4.1592,50.1692,0.5024,DISCH,28.4605
229890,4.1687,4.1807,4.1603,50.1326,0.5008,DISCH,28.5824
230887,4.1683,4.178,4.1597,49.8853,0.4995,DISCH,28.5874
231884,4.167,4.1792,4.1579,50.51,0.5039,DISCH,28.666
232889,4.1661,4.1788,4.1576,49.7441,0.4964,DISCH,28.6334
233877,4.1684,4.1774,4.1578,49.3802,0.4941,DISCH,28.5637
234883,4.1718,4.1753,4.1563,49.7854,0.4976,DISCH,28.621
235874,4.1669,4.1779,4.1579,49.3674,0.494,DISCH,28.6844
236869,4.1664,4.1778,4.1562,50.6114,0.5059,DISCH,28.6156
237865,4.1655,4.1786,4.1554,49.7733,0.4981,DISCH,28.7089
238876,4.1684,4.1776,4.1576,49.2292,0.4927,DISCH,28.6794
239882,4.1675,4.1783,4.1582,49.0822,0.4911,DISCH,28.7037
240882,4.1685,4.179,4.156,49.6524,0.4963,DISCH,28.6284
241881,4.1661,4.1794,4.1581,49.7741,0.4997,DISCH,28.7291
242867,4.1656,4.1792,4.1589,49.7573,0.4975,DISCH,28.7087
243861,4.1668,4.1786,4.1569,49.8057,0.4983,DISCH,28.625
244849,4.1654,4.1785,4.159,49.9683,0.4993,DISCH,28.6613
245837,4.1686,4.18,4.1565,49.8235,0.4997,DISCH,28.7706
246849,4.1679,4.18,4.1565,50.6452,0.5051,DISCH,28.7127
247842,4.1667,4.179,4.1591,50.0828,0.5009,DISCH,28.7524
248835,4.1672,4.1799,4.1567,50.4441,0.5035,DISCH,28.5862
249835,4.1645,4.1797,4.1569,51.296,0.5128,DISCH,28.678
250832,4.1667,4.1793,4.158,49.7455,0.4988,DISCH,28.7485
251841,4.1665,4.1795,4.1541,49.5715,0.4952,DISCH,28.7241
252851,4.1676,4.1777,4.1558,50.129,0.502,DISCH,28.7188
253848,4.1679,4.1789,4.1558,50.5901,0.5047,DISCH,28.7472
254860,4.1687,4.1797,4.1543,50.1635,0.4996,DISCH,28.7701
255856,4.1648,4.177,4.1556,50.7118,0.5065,DISCH,28.7605
256852,4.1666,4.1784,4.1548,50.5019,0.5043,DISCH,28.77
257853,4.166,4.1809,4.1539,49.5022,0.4949,DISCH,28.6819
258850,4.1655,4.1764,4.1564,50.7779,0.5059,DISCH,28.7141
259849,4.1675,4.1761,4.1586,49.9761,0.5002,DISCH,28.7226
260847,4.1678,4.1766,4.1589,49.743,0.4974,DISCH,28.7871
261845,4.1649,4.1811,4.1569,49.8001,0.4993,DISCH,28.6496
262831,4.1662,4.1794,4.1551,49.6989,0.4974,DISCH,28.7224
263836,4.1701,4.1759,4.1563,50.0811,0.5015,DISCH,28.7782
264829,4.1628,4.1819,4.1556,48.9355,0.491,DISCH,28.7388
265830,4.1656,4.1759,4.1578,48.9023,0.4891,DISCH,28.8181
266815,4.1662,4.1782,4.1552,50.0911,0.5,DISCH,28.7904
267813,4.1657,4.1784,4.1535,49.7941,0.4963,DISCH,28.7561
268808,4.1688,4.1791,4.1575,50.8362,0.5074,DISCH,28.7893
269809,4.1635,4.1776,4.1559,50.6189,0.5053,DISCH,28.8571
270814,4.1601,4.1782,4.1566,49.5722,0.4973,DISCH,28.7359
271802,4.1669,4.174,4.1548,50.0794,0.4984,DISCH,28.837
272791,4.1707,4.1765,4.1543,48.8666,0.4904,DISCH,28.7972
273789,4.1663,4.1805,4.1569,49.0691,0.492,DISCH,28.8347
274775,4.1649,4.1767,4.1547,49.9285,0.5006,DISCH,28.8314
275790,4.1667,4.1775,4.1519,50.0339,0.4995,DISCH,28.806
276802,4.1632,4.1755,4.1542,50.0761,0.501,DISCH,28.7554
277795,4.1655,4.1767,4.1534,50.0596,0.5011,DISCH,28.8831
278796,4.1676,4.1761,4.1539,49.9669,0.4992,DISCH,28.9027
279803,4.1664,4.1751,4.1558,49.7098,0.4968,DISCH,28.861
280800,4.1663,4.1777,4.1578,49.8874,0.4983,DISCH,28.8704
281810,4.1657,4.1771,4.1552,49.65,0.4949,DISCH,28.8194
282805,4.1662,4.175,4.1561,49.6734,0.4985,DISCH,28.8756
283811,4.164,4.1776,4.158,50.3355,0.5031,DISCH,28.8903
284809,4.1642,4.1758,4.1543,50.184,0.502,DISCH,28.8034
285815,4.1665,4.1743,4.1564,51.0225,0.5097,DISCH,28.761
286813,4.1665,4.1776,4.1523,49.5157,0.4967,DISCH,28.8188
287820,4.1667,4.1741,4.1539,50.2616,0.501,DISCH,28.8715
288815,4.1639,4.1737,4.1554,50.3239,0.5026,DISCH,28.8831
289829,4.1648,4.1775,4.156,49.1709,0.4916,DISCH,28.9292
290831,4.1635,4.1753,4.1534,50.0021,0.5001,DISCH,29.0173
291844,4.165,4.1782,4.1561,49.4971,0.4978,DISCH,28.9282
292843,4.1663,4.1774,4.1533,50.2704,0.5026,DISCH,28.8462
293837,4.1634,4.1752,4.1545,49.9558,0.4995,DISCH,28.8709
294829,4.1664,4.1761,4.154,49.7505,0.4997,DISCH,28.95
295827,4.1653,4.1741,4.1532,50.176,0.5023,DISCH,28.9362
296834,4.1635,4.1783,4.1555,50.0601,0.5008,DISCH,28.9197
297830,4.164,4.175,4.1544,49.8996,0.4994,DISCH,28.9319
298827,4.1614,4.1753,4.1546,50.5161,0.5043,DISCH,28.9866
299842,4.1636,4.177,4.1548,50.7827,0.5085,DISCH,28.9936
300831,4.1631,4.1747,4.1548,50.258,0.5018,DISCH,29.0111
301816,4.1652,4.176,4.1535,50.3666,0.5034,DISCH,28.9594
302817,4.1668,4.1764,4.1555,49.9987,0.5001,DISCH,29.0378
303811,4.1651,4.175,4.1528,49.9251,0.4987,DISCH,28.9499
304804,4.1646,4.1742,4.1528,50.2989,0.5032,DISCH,28.9775
305811,4.1643,4.1754,4.1553,50.0891,0.4999,DISCH,28.9969
306809,4.1648,4.1762,4.1545,49.8737,0.4996,DISCH,29.0239
307806,4.1655,4.1758,4.1556,50.0753,0.5002,DISCH,28.9582
308809,4.1625,4.1759,4.1531,50.5639,0.5043,DISCH,29.043
309799,4.1641,4.1742,4.1516,49.8865,0.4995,DISCH,28.9317
310794,4.1656,4.177,4.1517,50.0039,0.4988,DISCH,28.9957
311795,4.1617,4.1719,4.1526,49.6498,0.4994,DISCH,29.1108
312806,4.1628,4.1753,4.1496,50.558,0.5055,DISCH,29.014
313821,4.1638,4.1747,4.151,50.3663,0.5048,DISCH,29.023
314825,4.1663,4.1732,4.151,49.475,0.4941,DISCH,28.961
315817,4.1644,4.1768,4.1544,49.4854,0.4962,DISCH,29.0993
316816,4.1632,4.1768,4.1517,50.1606,0.5014,DISCH,29.092
317820,4.165,4.174,4.1538,49.5961,0.496,DISCH,29.0226
318809,4.1638,4.1766,4.1532,50.2922,0.5018,DISCH,29.1064
319808,4.1668,4.1757,4.1537,50.0321,0.5003,DISCH,29.0454
320802,4.1661,4.1766,4.1526,50.4951,0.5048,DISCH,29.1133
321804,4.164,4.1723,4.1519,50.367,0.5033,DISCH,29.1539
322805,4.1629,4.1719,4.1538,49.5665,0.4965,DISCH,29.0928
323793,4.1654,4.1726,4.1535,50.1561,0.501,DISCH,28.996
324790,4.1644,4.1716,4.1545,50.1821,0.5016,DISCH,29.0199
325786,4.164,4.1704,4.1523,49.6882,0.4982,DISCH,29.0989
326779,4.1616,4.1755,4.152,50.7003,0.508,DISCH,29.1466
327782,4.1619,4.1739,4.1525,50.13,0.5004,DISCH,29.1745
328778,4.1618,4.1739,4.1525,49.5303,0.496,DISCH,29.11
329772,4.1611,4.1766,4.1514,50.9955,0.5091,DISCH,29.1245
330767,4.1616,4.1737,4.1512,49.8346,0.4973,DISCH,29.2698
331768,4.1606,4.1728,4.1546,50.3949,0.5033,DISCH,29.2015
332771,4.1614,4.1764,4.1506,50.0189,0.5009,DISCH,29.1835
333764,4.1647,4.1719,4.1516,49.8735,0.4978,DISCH,29.2084
334759,4.1671,4.1728,4.1505,50.2227,0.5016,DISCH,29.1452
335769,4.1622,4.177,4.1529,50.1537,0.5001,DISCH,29.1811
336776,4.1644,4.1752,4.1503,50.4032,0.5033,DISCH,29.1504
337762,4.1613,4.1765,4.1498,50.5295,0.5052,DISCH,29.1274
338764,4.1628,4.1734,4.1522,50.2135,0.502,DISCH,29.3024
339769,4.1611,4.1761,4.1502,49.6158,0.4971,DISCH,29.2569
340768,4.1621,4.1741,4.1531,49.5098,0.4932,DISCH,29.2306
341755,4.1644,4.1764,4.1495,49.2198,0.4927,DISCH,29.1567
342766,4.1636,4.173,4.1523,49.8649,0.4981,DISCH,29.2862
343766,4.1625,4.174,4.152,50.2106,0.5044,DISCH,29.2593
344760,4.1623,4.1727,4.1525,49.9426,0.4998,DISCH,29.1756
345757,4.1632,4.174,4.1499,49.5867,0.4983,DISCH,29.2528
346753,4.1634,4.1721,4.1538,49.7833,0.4966,DISCH,29.3003
347759,4.1593,4.1734,4.1517,50.3183,0.5027,DISCH,29.2098
348767,4.1645,4.1746,4.1512,50.4982,0.5032,DISCH,29.283
349755,4.1649,4.1719,4.1525,50.9632,0.5074,DISCH,29.2511
350748,4.1625,4.173,4.1522,49.7079,0.496,DISCH,29.2453
351752,4.1612,4.1757,4.1516,49.9916,0.4995,DISCH,29.2434
352747,4.1632,4.1724,4.1521,49.9453,0.4997,DISCH,29.2643
353746,4.16,4.1699,4.1511,50.4511,0.5044,DISCH,29.4362
354744,4.1623,4.171,4.1511,49.1705,0.4932,DISCH,29.2711
355750,4.1621,4.172,4.1506,50.1513,0.5025,DISCH,29.3295
356742,4.1664,4.1707,4.1544,50.0035,0.4987,DISCH,29.2386
357743,4.1615,4.175,4.1516,50.956,0.5097,DISCH,29.3294
358737,4.1594,4.1708,4.15,49.484,0.4935,DISCH,29.3345
359743,4.1604,4.1724,4.1472,49.8216,0.4979,DISCH,29.3542
360749,4.1641,4.1737,4.1505,49.8613,0.4983,DISCH,29.332
361745,4.1621,4.1721,4.1521,50.3517,0.5046,DISCH,29.2653
362749,4.1592,4.1735,4.152,50.2826,0.5028,DISCH,29.3657
363754,4.1618,4.1728,4.1494,49.9353,0.4998,DISCH,29.3274
364756,4.1607,4.172,4.1497,49.4963,0.4963,DISCH,29.4001
365751,4.1647,4.1733,4.1491,50.3224,0.5045,DISCH,29.4084
366736,4.1629,4.1675,4.1516,49.6,0.4949,DISCH,29.3487
367743,4.1599,4.1733,4.1522,50.2317,0.5025,DISCH,29.3505
368733,4.1629,4.172,4.1519,50.0133,0.4988,DISCH,29.3671
369734,4.1607,4.1721,4.149,50.0559,0.5002,DISCH,29.4222
370734,4.1598,4.1738,4.1513,49.3145,0.4931,DISCH,29.4521
371720,4.1633,4.1743,4.1504,50.704,0.5067,DISCH,29.3884
