t_ms,Vbat_mean,Vbus_INA,Vbat_ADS,Vsh_mV,I_A,mode,T_C
73098,4.1976,4.2081,4.1849,43.775,0.4382,DISCH,27.43
74104,4.1981,4.2098,4.1879,43.288,0.4367,DISCH,27.39
75084,4.1976,4.2094,4.1852,43.675,0.4374,DISCH,27.42
76117,4.1991,4.21,4.1865,44.154,0.4387,DISCH,27.36
77129,4.1984,4.2091,4.1854,44.287,0.4371,DISCH,27.4
78091,4.1955,4.2084,4.1853,43.769,0.4371,DISCH,27.4
79098,4.1983,4.2097,4.1873,43.891,0.4393,DISCH,27.4
80077,4.1989,4.2114,4.1883,43.892,0.438,DISCH,27.37
81041,4.1992,4.2116,4.1871,43.615,0.4374,DISCH,27.37
82052,4.196,4.2063,4.1842,43.862,0.4384,DISCH,27.39
83014,4.1981,4.2086,4.1873,43.738,0.4391,DISCH,27.38
84018,4.1977,4.2093,4.186,43.945,0.4388,DISCH,27.38
85028,4.1965,4.2076,4.1832,43.525,0.4379,DISCH,27.38
86014,4.1991,4.2119,4.1878,43.849,0.4387,DISCH,27.41
86960,4.1984,4.209,4.189,43.923,0.4394,DISCH,27.39
87952,4.1986,4.2099,4.1871,43.866,0.4385,DISCH,27.4
88969,4.1975,4.2077,4.1853,43.568,0.4378,DISCH,27.41
89992,4.1959,4.207,4.1842,43.713,0.4381,DISCH,27.41
91000,4.1972,4.2096,4.1858,43.806,0.4376,DISCH,27.4
91989,4.1973,4.2083,4.185,44.283,0.4386,DISCH,27.38
93025,4.197,4.207,4.1839,43.786,0.4367,DISCH,27.39
93999,4.1969,4.2071,4.1873,43.896,0.437,DISCH,27.41
94997,4.196,4.2071,4.1845,43.486,0.4379,DISCH,27.42
95973,4.1977,4.2086,4.1886,43.862,0.4373,DISCH,27.42
96958,4.1962,4.2072,4.1866,43.655,0.4371,DISCH,27.38
97965,4.1978,4.2103,4.186,43.769,0.4373,DISCH,27.42
99014,4.1962,4.2074,4.1854,44.083,0.4394,DISCH,27.43
99986,4.1972,4.208,4.1862,44.105,0.439,DISCH,27.45
101086,4.1963,4.2084,4.1831,43.899,0.4382,DISCH,27.41
102089,4.1973,4.2097,4.1863,43.963,0.4395,DISCH,27.43
103082,4.1957,4.2062,4.1853,44.02,0.4388,DISCH,27.43
104085,4.1948,4.2055,4.1832,43.649,0.4373,DISCH,27.4
105095,4.1963,4.2081,4.1862,43.746,0.4377,DISCH,27.42
106108,4.1957,4.2075,4.1831,43.843,0.4391,DISCH,27.43
107126,4.196,4.2058,4.1842,43.665,0.4397,DISCH,27.41
108169,4.197,4.2078,4.186,43.771,0.4379,DISCH,27.37
109125,4.1963,4.2063,4.1854,43.73,0.4383,DISCH,27.41
110112,4.1959,4.2086,4.1846,44.038,0.4378,DISCH,27.38
111077,4.1984,4.2103,4.1872,43.55,0.438,DISCH,27.39
112113,4.196,4.2074,4.1827,44.01,0.4387,DISCH,27.4
113113,4.1952,4.2059,4.1835,43.65,0.4377,DISCH,27.4
114102,4.1976,4.2084,4.1868,43.77,0.4389,DISCH,27.42
115082,4.1972,4.209,4.1847,44.244,0.4393,DISCH,27.36
116078,4.1964,4.2068,4.1833,43.733,0.4389,DISCH,27.39
117098,4.1964,4.2069,4.1858,43.626,0.4383,DISCH,27.4
118130,4.1976,4.2086,4.1857,44.167,0.4392,DISCH,27.41
119135,4.1946,4.2063,4.183,43.819,0.4386,DISCH,27.4
120181,4.1986,4.2097,4.1877,43.975,0.4387,DISCH,27.4
121150,4.1964,4.2078,4.1853,43.824,0.4388,DISCH,27.43
122120,4.195,4.2072,4.184,43.624,0.4382,DISCH,27.41
123160,4.1953,4.2071,4.1848,43.465,0.4379,DISCH,27.38
124175,4.1959,4.2064,4.1852,44.164,0.4394,DISCH,27.38
125206,4.1954,4.2073,4.1846,44.079,0.4389,DISCH,27.42
126241,4.194,4.2067,4.1804,43.736,0.4381,DISCH,27.41
127276,4.1939,4.2054,4.1815,43.695,0.4383,DISCH,27.41
128210,4.1943,4.2059,4.181,43.493,0.437,DISCH,27.4
129237,4.1963,4.2086,4.1834,43.815,0.4371,DISCH,27.41
130238,4.1968,4.2072,4.1848,43.713,0.4377,DISCH,27.4
131252,4.1958,4.2095,4.184,44.003,0.4376,DISCH,27.38
132257,4.1939,4.2055,4.1825,43.757,0.4392,DISCH,27.42
133250,4.1958,4.208,4.1832,44.339,0.4391,DISCH,27.41
134261,4.1935,4.2054,4.1811,43.49,0.4379,DISCH,27.4
135242,4.1954,4.2085,4.1845,43.902,0.438,DISCH,27.41
136265,4.1955,4.2067,4.1839,43.661,0.4384,DISCH,27.4
137285,4.1965,4.2094,4.1863,43.853,0.4373,DISCH,27.36
138369,4.1973,4.2117,4.1855,43.873,0.4384,DISCH,27.37
139379,4.1951,4.2055,4.1846,43.526,0.4386,DISCH,27.43
140378,4.1955,4.2063,4.185,43.517,0.4381,DISCH,27.4
141329,4.195,4.207,4.1845,43.415,0.4375,DISCH,27.41
142339,4.195,4.2064,4.1837,44.031,0.4387,DISCH,27.41
143356,4.1941,4.2052,4.1835,43.816,0.4396,DISCH,27.4
144362,4.1949,4.2071,4.183,44.099,0.4379,DISCH,27.4
145382,4.1957,4.2065,4.1845,43.475,0.4378,DISCH,27.4
146405,4.1938,4.2065,4.1829,43.769,0.4382,DISCH,27.4
147382,4.1972,4.2104,4.1872,43.642,0.4396,DISCH,27.4
148384,4.1939,4.2048,4.1812,43.978,0.4383,DISCH,27.39
149389,4.1942,4.2052,4.1809,44.325,0.4395,DISCH,27.39
150403,4.1948,4.2063,4.1832,44.318,0.4386,DISCH,27.38
151372,4.1937,4.2043,4.1818,44.213,0.4381,DISCH,27.4
152375,4.196,4.2073,4.1854,43.884,0.438,DISCH,27.42
153378,4.195,4.2067,4.1852,43.791,0.4377,DISCH,27.42
154406,4.1947,4.2067,4.1838,44.166,0.4383,DISCH,27.38
155450,4.1938,4.2049,4.1834,43.868,0.439,DISCH,27.39
156478,4.1951,4.2067,4.183,43.498,0.4379,DISCH,27.38
157446,4.1944,4.2048,4.1823,43.903,0.4393,DISCH,27.42
158496,4.1954,4.2055,4.1836,43.62,0.4366,DISCH,27.38
159483,4.1954,4.2062,4.1849,43.983,0.4387,DISCH,27.38
160455,4.1972,4.2076,4.1842,43.783,0.4371,DISCH,27.43
161518,4.1961,4.2073,4.1843,43.861,0.4396,DISCH,27.41
162509,4.1978,4.2109,4.1867,44.14,0.4374,DISCH,27.39
163513,4.1941,4.2066,4.1836,44.006,0.4383,DISCH,27.39
164478,4.1965,4.2073,4.1863,43.88,0.4381,DISCH,27.42
165465,4.1947,4.2038,4.1827,43.8,0.4381,DISCH,27.4
166480,4.1938,4.2045,4.1823,44.151,0.4375,DISCH,27.38
167475,4.1959,4.2073,4.1857,44.094,0.4389,DISCH,27.37
168502,4.1935,4.2055,4.1816,43.764,0.4377,DISCH,27.39
169530,4.1938,4.2063,4.1828,43.605,0.4383,DISCH,27.42
170511,4.192,4.203,4.1816,44.227,0.4382,DISCH,27.41
171479,4.1939,4.2058,4.1836,43.903,0.4372,DISCH,27.41
172506,4.1953,4.2049,4.184,43.907,0.4388,DISCH,27.4
173493,4.1933,4.2048,4.1821,43.555,0.4373,DISCH,27.41
174489,4.1943,4.2042,4.1829,43.781,0.4383,DISCH,27.41
175537,4.1966,4.2069,4.1853,43.579,0.4379,DISCH,27.41
176570,4.1947,4.2057,4.1842,43.959,0.4382,DISCH,27.4
177547,4.1939,4.2049,4.1816,43.683,0.4401,DISCH,27.4
178525,4.1945,4.2063,4.1821,43.743,0.4365,DISCH,27.42
179545,4.1954,4.2071,4.185,43.771,0.4385,DISCH,27.38
180575,4.1932,4.2045,4.1814,43.699,0.4381,DISCH,27.4
181576,4.1934,4.204,4.1823,44.122,0.438,DISCH,27.4
182512,4.1971,4.2078,4.1857,44.042,0.4381,DISCH,27.37
183513,4.1928,4.205,4.1813,43.792,0.4375,DISCH,27.4
184526,4.1936,4.206,4.1817,44.032,0.4391,DISCH,27.41
185498,4.1937,4.2051,4.182,43.842,0.4395,DISCH,27.4
186540,4.195,4.2071,4.1851,43.953,0.4386,DISCH,27.41
187511,4.1937,4.2038,4.184,44.0,0.4377,DISCH,27.41
188511,4.1953,4.2064,4.1842,43.598,0.4374,DISCH,27.41
189515,4.1947,4.2071,4.1828,43.588,0.4385,DISCH,27.41
190467,4.1932,4.2034,4.1822,43.763,0.4386,DISCH,27.42
191461,4.194,4.2063,4.1798,43.873,0.4381,DISCH,27.41
192465,4.1929,4.203,4.1794,43.614,0.4372,DISCH,27.41
193468,4.1932,4.2046,4.1809,43.823,0.4368,DISCH,27.43
194463,4.1918,4.2037,4.1803,43.671,0.4384,DISCH,27.39
195520,4.1928,4.204,4.1807,43.928,0.437,DISCH,27.43
196456,4.1943,4.2067,4.184,43.843,0.4373,DISCH,27.42
197465,4.193,4.2038,4.1828,43.64,0.4374,DISCH,27.4
198439,4.193,4.2037,4.181,44.057,0.4401,DISCH,27.41
199436,4.1937,4.2043,4.1823,43.451,0.4383,DISCH,27.43
200388,4.1926,4.2027,4.1807,44.148,0.4388,DISCH,27.4
201404,4.1932,4.2044,4.1831,43.635,0.4381,DISCH,27.39
202394,4.1935,4.2041,4.1833,43.742,0.4375,DISCH,27.42
203385,4.1921,4.2035,4.1819,43.847,0.4392,DISCH,27.43
204360,4.194,4.2067,4.1826,43.7,0.4392,DISCH,27.41
205368,4.1944,4.2042,4.1832,44.111,0.4372,DISCH,27.42
206343,4.1944,4.2048,4.1825,43.936,0.4392,DISCH,27.42
207325,4.1927,4.2033,4.1843,43.94,0.4384,DISCH,27.41
208377,4.1941,4.2061,4.1819,43.744,0.4368,DISCH,27.42
209379,4.1916,4.2031,4.1792,43.92,0.44,DISCH,27.43
210357,4.1938,4.2044,4.1817,43.439,0.437,DISCH,27.39
211361,4.1918,4.2028,4.1798,43.825,0.4379,DISCH,27.42
212325,4.1933,4.2053,4.1814,43.848,0.4378,DISCH,27.42
213307,4.1922,4.2035,4.1811,43.911,0.4397,DISCH,27.39
214308,4.1938,4.2037,4.1827,43.953,0.4388,DISCH,27.38
215280,4.1935,4.2058,4.1824,43.67,0.4384,DISCH,27.4
216255,4.1903,4.2002,4.1785,43.605,0.4386,DISCH,27.4
217263,4.1929,4.2041,4.1818,43.59,0.4377,DISCH,27.37
218237,4.1914,4.2015,4.1828,44.005,0.438,DISCH,27.4
219236,4.1931,4.2042,4.1809,43.957,0.4395,DISCH,27.39
220246,4.1919,4.2033,4.1785,43.832,0.4375,DISCH,27.4
221223,4.1943,4.2048,4.1824,44.092,0.4399,DISCH,27.45
222216,4.192,4.2036,4.1795,44.053,0.4386,DISCH,27.4
223206,4.1938,4.2038,4.1843,43.654,0.4398,DISCH,27.4
224259,4.1934,4.2049,4.1835,43.896,0.4385,DISCH,27.42
225284,4.1931,4.2027,4.1822,44.038,0.4389,DISCH,27.43
226321,4.1929,4.2039,4.18,43.787,0.4391,DISCH,27.43
227350,4.1929,4.2036,4.1813,43.633,0.4391,DISCH,27.41
228382,4.1929,4.2033,4.1795,44.367,0.4392,DISCH,27.39
229370,4.192,4.2057,4.1813,43.597,0.4369,DISCH,27.41
230357,4.1932,4.2028,4.1819,43.687,0.4385,DISCH,27.39
231403,4.1931,4.2045,4.1786,43.724,0.4402,DISCH,27.39
232429,4.195,4.2058,4.1856,43.883,0.4383,DISCH,27.38
233474,4.1929,4.2043,4.1812,43.785,0.4391,DISCH,27.39
234446,4.192,4.2036,4.1803,44.075,0.4386,DISCH,27.38
235455,4.1923,4.2041,4.1816,43.743,0.4378,DISCH,27.4
236443,4.1925,4.204,4.1822,43.616,0.4382,DISCH,27.36
237417,4.1935,4.2048,4.1806,43.914,0.4396,DISCH,27.38
238368,4.1927,4.2055,4.1821,43.701,0.4394,DISCH,27.4
239306,4.1917,4.2021,4.1797,43.678,0.4373,DISCH,27.4
240286,4.1925,4.2034,4.1802,43.754,0.4388,DISCH,27.42
241334,4.1923,4.2033,4.1816,44.095,0.4385,DISCH,27.39
242314,4.1908,4.2026,4.1803,43.709,0.4383,DISCH,27.39
243291,4.1918,4.2037,4.1816,43.582,0.4385,DISCH,27.39
244283,4.1912,4.2022,4.1799,43.757,0.4377,DISCH,27.41
245279,4.1909,4.2032,4.1804,44.099,0.4393,DISCH,27.39
246300,4.19,4.2012,4.1779,43.854,0.4408,DISCH,27.42
247339,4.1913,4.2025,4.1792,43.711,0.4392,DISCH,27.39
248338,4.1927,4.2047,4.1815,43.926,0.4372,DISCH,27.39
249350,4.1911,4.2026,4.1802,43.81,0.4378,DISCH,27.42
250359,4.1918,4.2026,4.1796,43.804,0.4376,DISCH,27.4
251378,4.1906,4.2014,4.18,43.833,0.4382,DISCH,27.37
252340,4.1927,4.2029,4.1809,43.812,0.4383,DISCH,27.38
253348,4.1913,4.2009,4.1793,43.59,0.4365,DISCH,27.38
254306,4.1918,4.2027,4.1784,43.804,0.4386,DISCH,27.36
255301,4.191,4.2025,4.1785,43.597,0.4381,DISCH,27.42
256354,4.1918,4.2053,4.1804,43.807,0.4385,DISCH,27.41
257314,4.1921,4.2035,4.1818,43.847,0.4392,DISCH,27.43
258297,4.191,4.2023,4.1795,43.938,0.4379,DISCH,27.4
259273,4.1932,4.2045,4.1832,43.637,0.4371,DISCH,27.42
260205,4.1912,4.2027,4.1786,43.904,0.4388,DISCH,27.42
261152,4.1904,4.2015,4.1783,43.659,0.4374,DISCH,27.41
262191,4.1908,4.202,4.1773,43.602,0.4376,DISCH,27.43
263203,4.1919,4.2034,4.1808,43.79,0.4369,DISCH,27.4
264204,4.1932,4.2051,4.1823,43.952,0.4391,DISCH,27.4
265168,4.1907,4.2011,4.1782,43.889,0.4396,DISCH,27.41
266142,4.1914,4.2027,4.1787,43.955,0.4378,DISCH,27.42
267140,4.1908,4.2021,4.1797,43.354,0.4384,DISCH,27.37
268116,4.1918,4.2045,4.1807,44.32,0.4387,DISCH,27.4
269118,4.191,4.2029,4.1798,43.79,0.4395,DISCH,27.36
270076,4.1914,4.2026,4.1798,44.122,0.4391,DISCH,27.41
271043,4.1931,4.2042,4.1809,43.656,0.4382,DISCH,27.37
272018,4.1901,4.1998,4.1793,43.699,0.4381,DISCH,27.42
272996,4.1907,4.205,4.1816,44.039,0.4381,DISCH,27.41
273973,4.1899,4.2011,4.1792,43.869,0.4391,DISCH,27.41
274975,4.1899,4.2021,4.1794,43.913,0.439,DISCH,27.35
275989,4.1917,4.2025,4.1821,43.477,0.4379,DISCH,27.4
276972,4.1903,4.2015,4.1788,44.109,0.4382,DISCH,27.43
277933,4.191,4.2023,4.1779,44.156,0.4375,DISCH,27.44
278999,4.1901,4.2014,4.1796,43.888,0.4385,DISCH,27.39
280015,4.191,4.2023,4.179,43.736,0.4393,DISCH,27.36
280967,4.1907,4.2015,4.1792,43.906,0.4385,DISCH,27.41
281958,4.1912,4.2028,4.1806,43.571,0.438,DISCH,27.4
282955,4.192,4.2024,4.181,43.864,0.4381,DISCH,27.4
283971,4.1902,4.2001,4.1788,43.909,0.4383,DISCH,27.4
284993,4.19,4.2021,4.1771,43.892,0.4374,DISCH,27.38
286012,4.1897,4.2024,4.177,44.076,0.4383,DISCH,27.4
286958,4.1916,4.2037,4.18,43.985,0.4386,DISCH,27.4
287908,4.1919,4.2036,4.1804,43.811,0.4379,DISCH,27.39
288959,4.1903,4.2016,4.1785,43.605,0.4372,DISCH,27.38
289973,4.1907,4.2015,4.179,43.687,0.4394,DISCH,27.4
290935,4.1909,4.2035,4.181,43.924,0.4391,DISCH,27.42
291886,4.1908,4.2016,4.1806,43.874,0.4373,DISCH,27.41
292917,4.189,4.2014,4.1765,43.336,0.4361,DISCH,27.35
293936,4.1917,4.2043,4.1805,43.911,0.4385,DISCH,27.39
294926,4.1893,4.2004,4.1769,43.944,0.4378,DISCH,27.43
295904,4.1898,4.2013,4.1786,43.897,0.4389,DISCH,27.36
296898,4.1918,4.2019,4.1809,43.955,0.4382,DISCH,27.41
297876,4.1884,4.1992,4.1772,43.824,0.4369,DISCH,27.4
298917,4.1911,4.2033,4.1796,44.156,0.4391,DISCH,27.43
299888,4.19,4.2028,4.1789,44.086,0.4391,DISCH,27.41
300921,4.1908,4.2033,4.1804,43.839,0.4379,DISCH,27.4
301916,4.1907,4.2034,4.1794,43.736,0.4383,DISCH,27.44
302903,4.1891,4.1997,4.1777,43.99,0.438,DISCH,27.42
303874,4.1902,4.203,4.1782,43.55,0.4366,DISCH,27.4
304869,4.1906,4.2037,4.1773,43.634,0.4393,DISCH,27.41
305921,4.1911,4.2037,4.178,44.237,0.4389,DISCH,27.42
306974,4.1915,4.2025,4.1796,44.296,0.4387,DISCH,27.41
307976,4.1877,4.1991,4.1768,44.012,0.439,DISCH,27.39
308998,4.1883,4.2008,4.1761,43.761,0.4388,DISCH,27.43
309969,4.1893,4.2019,4.1786,43.737,0.439,DISCH,27.4
310936,4.1873,4.1983,4.1745,43.8,0.4387,DISCH,27.39
311937,4.1897,4.2021,4.1794,43.959,0.4371,DISCH,27.43
312947,4.191,4.201,4.1804,43.808,0.4374,DISCH,27.41
313950,4.1884,4.1986,4.1764,43.835,0.4374,DISCH,27.4
314960,4.19,4.2017,4.1761,43.785,0.4391,DISCH,27.38
315966,4.1883,4.2002,4.1766,43.946,0.438,DISCH,27.41
316917,4.1908,4.2018,4.1793,43.698,0.4383,DISCH,27.39
317940,4.189,4.2017,4.178,43.822,0.4386,DISCH,27.42
318923,4.1896,4.201,4.1789,43.804,0.4391,DISCH,27.41
319924,4.1892,4.1995,4.1757,43.91,0.4381,DISCH,27.37
320875,4.1902,4.201,4.1799,44.05,0.44,DISCH,27.42
321919,4.1871,4.1975,4.1744,43.929,0.438,DISCH,27.4
322901,4.1882,4.2001,4.1769,43.55,0.4387,DISCH,27.4
323884,4.1892,4.2015,4.1778,44.086,0.4379,DISCH,27.45
324923,4.1892,4.1999,4.1792,43.98,0.4382,DISCH,27.41
325946,4.1903,4.2015,4.179,44.052,0.4395,DISCH,27.41
326929,4.1891,4.2012,4.1772,43.619,0.4374,DISCH,27.4
327912,4.1879,4.1983,4.1763,44.008,0.4392,DISCH,27.44
328884,4.1895,4.2004,4.177,44.067,0.4387,DISCH,27.38
329916,4.1876,4.1993,4.1778,43.304,0.4386,DISCH,27.37
330903,4.1887,4.1989,4.1767,43.733,0.4375,DISCH,27.37
331893,4.1893,4.2012,4.1783,43.587,0.4377,DISCH,27.41
332864,4.1907,4.2033,4.1782,43.931,0.4395,DISCH,27.42
333856,4.189,4.199,4.1775,44.028,0.4379,DISCH,27.4
334843,4.1895,4.2008,4.1787,43.761,0.438,DISCH,27.41
335898,4.1902,4.2014,4.1794,43.652,0.4385,DISCH,27.4
336874,4.1903,4.202,4.1794,43.597,0.4375,DISCH,27.4
337854,4.188,4.2002,4.1779,44.257,0.4396,DISCH,27.38
338849,4.1885,4.1986,4.1771,43.905,0.4394,DISCH,27.4
339785,4.1905,4.2028,4.18,43.631,0.4393,DISCH,27.41
340807,4.1889,4.1989,4.1796,43.433,0.4383,DISCH,27.41
341823,4.1906,4.203,4.1788,43.685,0.4384,DISCH,27.41
342824,4.1891,4.2002,4.1774,44.043,0.4382,DISCH,27.39
343811,4.1866,4.1994,4.1739,43.835,0.4391,DISCH,27.39
344785,4.1886,4.199,4.1773,43.954,0.4397,DISCH,27.41
345773,4.1896,4.1999,4.1766,43.74,0.4387,DISCH,27.38
346804,4.1892,4.1993,4.1763,43.854,0.4379,DISCH,27.41
347833,4.1884,4.1998,4.1779,44.138,0.439,DISCH,27.39
348818,4.1885,4.1993,4.1778,44.118,0.438,DISCH,27.39
349796,4.1862,4.1988,4.1748,43.243,0.4394,DISCH,27.38
350819,4.1877,4.2016,4.1762,43.741,0.4389,DISCH,27.41
351857,4.1885,4.1991,4.1782,43.983,0.4391,DISCH,27.4
352858,4.187,4.1981,4.1764,43.633,0.4383,DISCH,27.4
353863,4.1894,4.2003,4.1764,43.725,0.437,DISCH,27.38
354837,4.1877,4.1984,4.1754,43.292,0.4382,DISCH,27.42
355828,4.1876,4.199,4.1752,43.809,0.4378,DISCH,27.39
356831,4.1879,4.2,4.1779,43.749,0.4379,DISCH,27.42
357807,4.187,4.1996,4.1766,43.973,0.4392,DISCH,27.41
358885,4.1868,4.1987,4.1752,44.049,0.4393,DISCH,27.4
359839,4.188,4.1994,4.1753,44.178,0.4389,DISCH,27.39
360846,4.1888,4.2005,4.176,43.814,0.4383,DISCH,27.41
361921,4.1883,4.2006,4.1768,43.674,0.438,DISCH,27.4
362941,4.1854,4.198,4.176,43.69,0.4381,DISCH,27.35
363963,4.1871,4.2,4.1768,43.787,0.4387,DISCH,27.38
364900,4.1885,4.2019,4.1774,43.856,0.4387,DISCH,27.37
365856,4.1887,4.2003,4.1768,44.23,0.4383,DISCH,27.4
366866,4.1892,4.2007,4.1781,43.659,0.4389,DISCH,27.43
367820,4.1872,4.198,4.1747,43.531,0.436,DISCH,27.43
368824,4.1885,4.2023,4.1781,43.729,0.4375,DISCH,27.38
369907,4.1878,4.1995,4.1753,44.244,0.4389,DISCH,27.42
370954,4.1882,4.2,4.1776,43.6,0.4376,DISCH,27.39
371962,4.1878,4.1977,4.1773,43.75,0.4382,DISCH,27.42
372929,4.1875,4.1996,4.177,43.898,0.4388,DISCH,27.42
373918,4.1869,4.198,4.1745,43.731,0.4372,DISCH,27.41
374968,4.1868,4.1985,4.1758,43.889,0.438,DISCH,27.41
375907,4.1866,4.198,4.1752,44.031,0.4395,DISCH,27.42
376931,4.1885,4.1986,4.1784,43.766,0.4383,DISCH,27.41
377944,4.1854,4.1977,4.1732,43.786,0.4377,DISCH,27.41
378968,4.1851,4.1956,4.1726,43.94,0.4378,DISCH,27.41
379968,4.1878,4.1995,4.1765,43.955,0.4398,DISCH,27.42
381012,4.1877,4.2013,4.1766,43.719,0.4377,DISCH,27.43
382070,4.188,4.1997,4.1762,43.751,0.4402,DISCH,27.4
383095,4.1878,4.1982,4.1755,44.19,0.4388,DISCH,27.4
384100,4.1858,4.1986,4.173,43.59,0.4377,DISCH,27.41
385127,4.1878,4.1988,4.1762,43.771,0.4389,DISCH,27.41
386144,4.1866,4.1968,4.1747,43.693,0.4383,DISCH,27.4
387061,4.1854,4.1963,4.1729,43.431,0.438,DISCH,27.39
388051,4.1879,4.1981,4.1761,43.733,0.4397,DISCH,27.43
389082,4.1889,4.2006,4.176,44.21,0.4384,DISCH,27.39
