t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,ah_accum,soc_gt
17176,4.19926,4.2114,4.1889,44.204,0.43842,DISCH,27.39,17.176,1.006999999999998,1.841039678,0.002091609033333333,0.9993424724529046
18162,4.1988,4.2112,4.1896,43.965,0.43818,DISCH,27.392000000000003,18.162,0.9860000000000008,1.839830312,0.0022116216666666663,0.999304744746073
19087,4.199,4.2082,4.1872,44.183,0.43834,DISCH,27.392000000000003,19.087,0.9250000000000008,1.840589672,0.002324250694444444,0.9992693381824245
20043,4.199160000000001,4.2103,4.1859,43.896,0.4385,DISCH,27.396,20.043,0.9559999999999996,1.841331896,0.002440696805555555,0.99923273166343
21070,4.19908,4.2117,4.1865,44.246,0.4387,DISCH,27.398000000000003,21.07,1.027000000000001,1.842136676,0.0025658481666666665,0.9991933885232085
22061,4.19928,4.2113,4.1896,43.959,0.43848,DISCH,27.402,22.061,0.9909999999999995,1.841300664,0.002686551966666666,0.9991554435381399
23091,4.19972,4.2092,4.1867,43.575,0.4386199999999999,DISCH,27.402,23.091,1.0300000000000011,1.8420812520000005,0.002812046022222222,0.9991159926669639
24074,4.19972,4.2094,4.1883,43.933,0.43892,DISCH,27.4,24.074,0.9830000000000004,1.843341102,0.0029318955666666666,0.999078316229483
25068,4.19976,4.2129,4.1896,43.845,0.4385,DISCH,27.398000000000003,25.068,0.9939999999999998,1.841594422,0.003052970288888889,0.9990402546396498
26092,4.19996,4.213,4.1892,43.981,0.43868,DISCH,27.394,26.092,1.0239999999999974,1.84243824,0.0031777503777777774,0.9990010282142204
27056,4.19996,4.2133,4.1897,43.503,0.43876,DISCH,27.392,27.056,0.9640000000000022,1.842774208,0.0032952405555555556,0.9989640934777707
28109,4.1994,4.2112,4.1867,43.895,0.43876,DISCH,27.392000000000003,28.109,1.0530000000000008,1.842528704,0.003423577855555556,0.9989237487915866
29064,4.199,4.2119,4.1898,43.736,0.43834,DISCH,27.39,29.064,0.9549999999999984,1.840589954,0.0035398597166666664,0.9988871939069549
30087,4.1988,4.2079,4.1855,43.616,0.43866,DISCH,27.388,30.087,1.0229999999999997,1.841846386,0.0036645122666666666,0.9988480075752196
31141,4.198659999999999,4.2094,4.1857,43.93,0.43836,DISCH,27.396,31.141,1.0539999999999985,1.84052498,0.0037928543333333327,0.9988076613905649
32155,4.19846,4.2102,4.1889,43.527,0.4382799999999999,DISCH,27.404000000000003,32.155,1.014000000000003,1.840101332,0.0039163031999999995,0.9987688534540923
33174,4.19844,4.2113,4.1883,43.531,0.43814,DISCH,27.4,33.174,1.0189999999999984,1.83950497,0.00404032116111111,0.9987298666145512
34163,4.19846,4.2097,4.1868,43.847,0.4383,DISCH,27.402,34.163,0.9889999999999972,1.840185334,0.00416073191111111,0.9986920137539881
35214,4.19836,4.2052,4.1874,43.923,0.4383199999999999,DISCH,27.4,35.214,1.051000000000002,1.840225436,0.004288696999999999,0.9986517860777494
36158,4.198600000000001,4.2088,4.1847,43.796,0.43836,DISCH,27.396,36.158,0.9440000000000026,1.840498676,0.004403644733333332,0.9986156505954779
37187,4.19874,4.2105,4.1865,43.736,0.43818,DISCH,27.388,37.187,1.0289999999999964,1.839804178,0.004528891183333332,0.9985762775626891
38200,4.199039999999999,4.2129,4.1899,43.647,0.4383199999999999,DISCH,27.39,38.2,1.0130000000000052,1.840523292,0.004652229561111111,0.9985375043599966
39190,4.19908,4.2107,4.189,43.703,0.43852,DISCH,27.396,39.19,0.9899999999999948,1.84138038,0.00477282256111111,0.9984995942065102
40167,4.19912,4.2102,4.1867,44.106,0.43818,DISCH,27.404000000000003,40.167,0.977000000000004,1.839970174,0.0048917397444444444,0.9984622108702278
41217,4.198880000000001,4.2087,4.1852,43.709,0.43834,DISCH,27.394,41.217,1.0499999999999972,1.840536814,0.00501958891111111,0.998422019635816
42275,4.19862,4.2115,4.1887,43.247,0.43862,DISCH,27.394,42.275,1.0579999999999998,1.841598504,0.005148494455555555,0.998381496313773
43242,4.19844,4.2097,4.1881,43.596,0.43834,DISCH,27.392000000000003,43.242,0.9669999999999987,1.840344236,0.005266237449999999,0.9983444821007481
44227,4.19844,4.2096,4.1878,44.132,0.43804,DISCH,27.392,44.227,0.9849999999999994,1.839084896,0.005386090061111111,0.9983068046992162
45204,4.19816,4.2097,4.187,43.671,0.43802,DISCH,27.394,45.204,0.977000000000004,1.838878522,0.0055049638222222225,0.9982694350133371
46246,4.1979,4.2103,4.1863,43.992,0.43764,DISCH,27.404,46.246,1.0420000000000016,1.837169,0.005631636288888889,0.998229613691587
47191,4.197979999999999,4.21,4.187,44.062,0.4375199999999999,DISCH,27.404000000000003,47.191,0.9450000000000004,1.836700304,0.005746485288888889,0.9981935092475667
48169,4.19816,4.21,4.189,43.206,0.4378599999999999,DISCH,27.404,48.169,0.9779999999999944,1.838206488,0.005865437255555556,0.9981561149766404
49220,4.19818,4.2093,4.1868,44.028,0.43802,DISCH,27.402,49.22,1.051000000000002,1.838886906,0.005993314761111112,0.9981159148334889
50213,4.19788,4.2102,4.1873,43.916,0.4384599999999999,DISCH,27.396,50.213,0.993000000000002,1.840602192,0.006114256644444446,0.9980778950034815
51231,4.19784,4.2079,4.1855,44.007,0.43854,DISCH,27.39,51.231,1.018000000000001,1.840920524,0.006238266011111113,0.9980389108657285
52231,4.19808,4.2092,4.1854,43.976,0.4386,DISCH,27.39,52.231,1.0,1.841277692,0.006360099344444447,0.9980006107955219
53166,4.1978800000000005,4.2078,4.1864,43.155,0.4389,DISCH,27.388,53.166,0.9349999999999952,1.842449232,0.006474091427777779,0.997964775735648
54161,4.1979,4.211,4.1868,43.531,0.4391,DISCH,27.39,54.161,0.9950000000000044,1.8432976020000005,0.00659545378888889,0.9979266237223705
55156,4.198040000000001,4.2101,4.1881,43.924,0.43894,DISCH,27.39,55.156,0.9949999999999974,1.842687568,0.006716771927777779,0.9978884856109881
56197,4.19764,4.2094,4.1861,43.648,0.43924,DISCH,27.394,56.197,1.041000000000004,1.843771178,0.006843785494444446,0.9978485570595201
57185,4.1972000000000005,4.2068,4.1857,44.148,0.43932,DISCH,27.392,57.185,0.9879999999999995,1.843913986,0.006964354427777779,0.9978106544717387
58177,4.1970600000000005,4.2069,4.1843,43.904,0.43886,DISCH,27.394,58.177,0.9919999999999972,1.841921784,0.00708528473888889,0.9977726382796267
59151,4.1969,4.2096,4.1845,43.832,0.43854,DISCH,27.39,59.151,0.9740000000000038,1.84050836,0.007203934172222224,0.9977353391144287
60120,4.197139999999999,4.2075,4.1853,43.863,0.4386,DISCH,27.388,60.12,0.968999999999994,1.840865498,0.007321990672222224,0.9976982263463986
61040,4.19734,4.2077,4.1875,43.438,0.43814,DISCH,27.39,61.04,0.9200000000000016,1.839022804,0.007433959783333334,0.9976630272370975
62033,4.1975,4.2114,4.1889,44.022,0.43746,DISCH,27.396000000000004,62.033,0.993000000000002,1.836238268,0.007554625833333334,0.9976250941192875
63028,4.1977400000000005,4.2105,4.1855,43.615,0.43764,DISCH,27.4,63.028,0.9949999999999974,1.837099022,0.007675584666666668,0.9975870689608024
64067,4.19808,4.2109,4.1862,43.309,0.43754,DISCH,27.402,64.067,1.0389999999999944,1.836828018,0.007801863572222223,0.997547371360679
65052,4.19806,4.2081,4.1879,43.9,0.4374399999999999,DISCH,27.410000000000004,65.052,0.9850000000000136,1.836399422,0.007921552016666668,0.9975097455673128
66052,4.19814,4.2105,4.1872,43.444,0.43772,DISCH,27.410000000000004,66.052,1.0,1.837609634,0.008043140905555557,0.9974715223417524
67095,4.19776,4.2103,4.1858,43.941,0.4384,DISCH,27.410000000000004,67.095,1.0429999999999922,1.84029759,0.008170155127777778,0.9974315935842011
68113,4.1978,4.2096,4.1852,43.79,0.43864,DISCH,27.408000000000005,68.113,1.018000000000001,1.841322734,0.008294192772222224,0.9973926005569196
69114,4.19722,4.2092,4.1846,43.918,0.43852,DISCH,27.406,69.114,1.0010000000000048,1.840565522,0.008416125694444446,0.9973542691795058
70086,4.19762,4.2094,4.1874,43.704,0.4387999999999999,DISCH,27.402,70.086,0.9719999999999942,1.841916898,0.008534601694444446,0.9973170245355841
71104,4.19768,4.2079,4.1856,43.488,0.4387399999999999,DISCH,27.406,71.104,1.018000000000001,1.841691352,0.008658667616666667,0.9972780226187742
72098,4.198040000000001,4.2119,4.1878,44.174,0.4382799999999999,DISCH,27.402,72.098,0.9939999999999998,1.839918266,0.008779681594444446,0.9972399801248356
73098,4.1979,4.2081,4.1849,43.775,0.43776,DISCH,27.406,73.098,1.0,1.837673914,0.008901281594444446,0.9972017534063369
74104,4.19852,4.2098,4.1879,43.288,0.4381399999999999,DISCH,27.402,74.104,1.0060000000000002,1.839540388,0.009023717383333333,0.9971632639455141
75084,4.19816,4.2094,4.1852,43.675,0.43762,DISCH,27.4,75.084,0.980000000000004,1.837198928,0.009142847272222223,0.9971258137421642
76117,4.1977400000000005,4.21,4.1865,44.154,0.4373999999999999,DISCH,27.394,76.117,1.0330000000000013,1.836091874,0.009268356772222224,0.9970863580158038
77129,4.19778,4.2091,4.1854,44.287,0.43792,DISCH,27.396,77.129,1.0120000000000005,1.838292458,0.009391460950000001,0.9970476584372682
78091,4.19804,4.2084,4.1853,43.769,0.43804,DISCH,27.386000000000003,78.091,0.9619999999999892,1.83891005,0.009508514972222222,0.9970108608126247
79098,4.19806,4.2097,4.1873,43.891,0.4377799999999999,DISCH,27.388,79.098,1.007000000000005,1.837827032,0.009630971766666666,0.9969723647484019
80077,4.19758,4.2114,4.1883,43.892,0.43804,DISCH,27.386000000000003,80.077,0.9789999999999992,1.838708184,0.00975009431111111,0.9969349168538844
81041,4.1981,4.2116,4.1871,43.615,0.4384399999999999,DISCH,27.382,81.041,0.9639999999999986,1.840614716,0.0098674988,0.996898009054976
82052,4.19798,4.2063,4.1842,43.862,0.43834,DISCH,27.378,82.052,1.01100000000001,1.84014223,0.009990599283333335,0.9968593106378424
83014,4.1975,4.2086,4.1873,43.738,0.43832,DISCH,27.380000000000003,83.014,0.9619999999999892,1.83984806,0.010107728127777778,0.9968224894917513
84018,4.1974800000000005,4.2093,4.186,43.945,0.4385799999999999,DISCH,27.388,84.018,1.0040000000000049,1.840931078,0.010230043216666668,0.9967840379747192
85028,4.19796,4.2076,4.1832,43.525,0.43878,DISCH,27.388,85.028,1.0100000000000051,1.84198119,0.010353145383333337,0.9967453390284053
86014,4.19806,4.2119,4.1878,43.849,0.4386599999999999,DISCH,27.392000000000003,86.014,0.98599999999999,1.841521268,0.010473289483333335,0.9967075699931258
86960,4.19802,4.209,4.189,43.923,0.4384599999999999,DISCH,27.398000000000003,86.96,0.945999999999998,1.840664216,0.010588507027777779,0.9966713496918298
87952,4.1979,4.2099,4.1871,43.866,0.4385,DISCH,27.404,87.952,0.9920000000000044,1.840779504,0.01070933813888889,0.9966333646846723
88969,4.197519999999999,4.2077,4.1853,43.568,0.43828,DISCH,27.402,88.969,1.016999999999996,1.839689414,0.01083315223888889,0.9965944419318197
89992,4.1973,4.207,4.1842,43.713,0.4381199999999999,DISCH,27.4,89.992,1.0230000000000103,1.838921178,0.01095765133888889,0.996555303839311
91000,4.19698,4.2096,4.1858,43.806,0.43776,DISCH,27.398,91.0,1.0079999999999956,1.837269938,0.011080224138888891,0.9965167713070642
91989,4.196859999999999,4.2083,4.185,44.283,0.4376,DISCH,27.398000000000003,91.989,0.9890000000000044,1.836545898,0.011200442583333336,0.9964789789005334
93025,4.19688,4.207,4.1839,43.786,0.43756,DISCH,27.4,93.025,1.0360000000000014,1.83638682,0.01132636262777778,0.9964393941135898
93999,4.196980000000001,4.2071,4.1873,43.896,0.4375,DISCH,27.404,93.999,0.9739999999999897,1.836178718,0.011444730683333336,0.9964021834035655
94997,4.196759999999999,4.2071,4.1845,43.486,0.4372,DISCH,27.404000000000003,94.997,0.9980000000000048,1.834823366,0.011565932238888894,0.9963640819418398
95973,4.19692,4.2086,4.1886,43.862,0.43732,DISCH,27.410000000000004,95.973,0.9759999999999992,1.835396974,0.011684494550000006,0.9963268101647722
96958,4.19678,4.2072,4.1866,43.655,0.4378,DISCH,27.414,96.958,0.9849999999999994,1.83734997,0.011804281494444449,0.9962891534065065
97965,4.19702,4.2103,4.186,43.769,0.43802,DISCH,27.42,97.965,1.007000000000005,1.83837845,0.011926805422222228,0.9962506362379495
99014,4.19674,4.2074,4.1854,44.083,0.4382,DISCH,27.418,99.014,1.0489999999999924,1.83901134,0.012054492033333338,0.9962104961052274
99986,4.19696,4.208,4.1862,44.105,0.43868,DISCH,27.428000000000004,99.986,0.9720000000000084,1.841122206,0.012172935633333338,0.9961732616467144
101086,4.196540000000001,4.2084,4.1831,43.899,0.43898,DISCH,27.43,101.086,1.0999999999999943,1.84219725,0.012307068411111117,0.9961310950682803
102089,4.19626,4.2097,4.1863,43.963,0.43856,DISCH,27.424,102.089,1.003,1.840312402,0.012429256100000006,0.9960926836012806
103082,4.19608,4.2062,4.1853,44.02,0.4383,DISCH,27.418,103.082,0.992999999999995,1.839142344,0.012550153850000004,0.9960546776452247
104085,4.19596,4.2055,4.1832,43.649,0.43848,DISCH,27.422,104.085,1.003,1.839844986,0.012672319250000005,0.9960162731850595
105095,4.1957,4.2081,4.1862,43.746,0.43852,DISCH,27.418,105.095,1.0100000000000051,1.839898556,0.012795348472222228,0.9959775971698867
106108,4.19596,4.2075,4.1831,43.843,0.43834,DISCH,27.406,106.108,1.0130000000000052,1.839257184,0.012918692477777785,0.9959388221980208
107126,4.19626,4.2058,4.1842,43.665,0.43854,DISCH,27.408000000000005,107.126,1.018000000000001,1.840227634,0.013042701844444452,0.9958998380602677
108169,4.19618,4.2078,4.186,43.771,0.43856,DISCH,27.4,108.169,1.0429999999999922,1.840276536,0.01316976242222223,0.9958598947301771
109125,4.19672,4.2063,4.1854,43.73,0.43834,DISCH,27.392000000000003,109.125,0.9560000000000032,1.839590002,0.013286166044444452,0.9958233015681793
110112,4.196720000000001,4.2086,4.1846,44.038,0.43814,DISCH,27.39,110.112,0.9869999999999948,1.8387508020000003,0.013406289427777784,0.9957855390454836
111077,4.19636,4.2103,4.1872,43.55,0.4381,DISCH,27.396,111.077,0.9650000000000034,1.83842535,0.013523724566666673,0.9957486216113045
112113,4.19662,4.2074,4.1827,44.01,0.43822,DISCH,27.398000000000003,112.113,1.0360000000000014,1.83904302,0.013649834544444453,0.995708977116071
113113,4.19688,4.2059,4.1835,43.65,0.43852,DISCH,27.394,113.113,1.0,1.840416008,0.013771645655555562,0.9956706840317414
114102,4.196479999999999,4.2084,4.1868,43.77,0.4387,DISCH,27.394,114.102,0.9890000000000044,1.84099616,0.01389216629444445,0.9956327966260169
115082,4.19656,4.209,4.1847,44.244,0.43862,DISCH,27.394,115.082,0.9799999999999898,1.840695544,0.014011568405555562,0.9955952608456747
116078,4.197039999999999,4.2068,4.1833,43.733,0.4389200000000001,DISCH,27.396000000000004,116.078,0.9960000000000092,1.84216492,0.014133002938888894,0.9955570861440155
117098,4.19644,4.2069,4.1858,43.626,0.43886,DISCH,27.392000000000003,117.098,1.019999999999996,1.841649904,0.01425734660555556,0.9955179969142229
118130,4.19672,4.2086,4.1857,44.167,0.43874,DISCH,27.4,118.13,1.0319999999999965,1.841269076,0.014383118738888893,0.9954784586252761
119135,4.196720000000001,4.2063,4.183,43.819,0.43872,DISCH,27.408,119.135,1.0050000000000097,1.841185148,0.014505594738888893,0.9954399565235091
120181,4.19644,4.2097,4.1877,43.975,0.4387,DISCH,27.41,120.181,1.0459999999999925,1.840978524,0.014633061461111116,0.9953998855160392
121150,4.1959800000000005,4.2078,4.1853,43.824,0.43844,DISCH,27.404,121.15,0.9690000000000084,1.839685714,0.01475107489444445,0.9953627862866385
122120,4.19624,4.2072,4.184,43.624,0.4386,DISCH,27.4,122.12,0.9699999999999988,1.840471094,0.014869253227777782,0.9953256352185383
123160,4.1956,4.2071,4.1848,43.465,0.43864,DISCH,27.404000000000003,123.16,1.039999999999992,1.840358142,0.014995971450000005,0.9952857995128676
124175,4.19512,4.2064,4.1852,44.164,0.4385,DISCH,27.4,124.175,1.0150000000000006,1.839560358,0.015119604088888893,0.9952469338049394
125206,4.1949,4.2073,4.1846,44.079,0.43852,DISCH,27.4,125.206,1.031000000000006,1.8395478320000005,0.01524519134444445,0.9952074536349956
126241,4.1947,4.2067,4.1804,43.736,0.43834,DISCH,27.404000000000003,126.241,1.0349999999999966,1.838705278,0.01537121409444445,0.9951678365610754
127276,4.19478,4.2054,4.1815,43.695,0.43788,DISCH,27.410000000000004,127.276,1.0349999999999966,1.836810132,0.01549710459444445,0.9951282610618553
128210,4.19506,4.2059,4.181,43.493,0.43764,DISCH,27.406,128.21,0.9340000000000116,1.835925792,0.015610647861111118,0.995092567093991
129237,4.19542,4.2086,4.1834,43.815,0.43754,DISCH,27.4,129.237,1.0269999999999868,1.835663928,0.015735468300000006,0.9950533279839555
130238,4.19542,4.2072,4.1848,43.713,0.43772,DISCH,27.402,130.238,1.0010000000000048,1.83641883,0.015857178777777783,0.9950150665351697
131252,4.19572,4.2095,4.184,44.003,0.4381399999999999,DISCH,27.404000000000003,131.252,1.01400000000001,1.838312166,0.01598058821111112,0.9949762709951356
132257,4.19516,4.2055,4.1825,43.757,0.4383,DISCH,27.402,132.257,1.0049999999999957,1.83873835,0.016102946961111118,0.9949378057526018
133250,4.19488,4.208,4.1832,44.339,0.4383599999999999,DISCH,27.404000000000003,133.25,0.992999999999995,1.838867518,0.016223861261111118,0.9948997945938142
134261,4.194820000000001,4.2054,4.1811,43.49,0.43852,DISCH,27.408,134.261,1.0109999999999957,1.839512542,0.01634701229444445,0.994861080285557
135242,4.19534,4.2085,4.1845,43.902,0.43814,DISCH,27.396,135.242,0.9809999999999944,1.838146256,0.01646640544444445,0.9948235473222697
136265,4.19564,4.2067,4.1839,43.661,0.438,DISCH,27.388,136.265,1.022999999999996,1.837690364,0.01659087044444445,0.9947844199495892
137285,4.19596,4.2094,4.1863,43.853,0.43814,DISCH,27.394,137.285,1.0200000000000102,1.838417806,0.016715010111111116,0.9947453948501467
138369,4.1959800000000005,4.2117,4.1855,43.873,0.43816,DISCH,27.392000000000003,138.369,1.0840000000000032,1.838510476,0.01684694495555556,0.9947039192238412
139379,4.19588,4.2055,4.1846,43.526,0.43798,DISCH,27.394,139.379,1.009999999999991,1.837711536,0.01696982267777778,0.9946652908348842
140378,4.19558,4.2063,4.185,43.517,0.43826,DISCH,27.404,140.378,0.9989999999999952,1.838754946,0.01709143982777778,0.9946270587250349
141329,4.194940000000001,4.207,4.1845,43.415,0.4385,DISCH,27.41,141.329,0.9510000000000218,1.839480954,0.017207276911111118,0.9945906436627296
142339,4.1949,4.2064,4.1837,44.031,0.4383599999999999,DISCH,27.404,142.339,1.009999999999991,1.838876124,0.01733026124444445,0.9945519817590283
143356,4.19494,4.2052,4.1835,43.816,0.4383,DISCH,27.404,143.356,1.016999999999996,1.838641906,0.017454080994444447,0.9945130572300164
144362,4.194699999999999,4.2071,4.183,44.099,0.43844,DISCH,27.402,144.362,1.0060000000000002,1.839124038,0.01757660061666667,0.994474541414973
145382,4.19514,4.2065,4.1845,43.475,0.4386199999999999,DISCH,27.4,145.382,1.0200000000000102,1.840072562,0.017700876283333337,0.9944354735619638
146405,4.1951,4.2065,4.1829,43.769,0.4383599999999999,DISCH,27.398,146.405,1.022999999999996,1.838964564,0.017825443583333336,0.9943963140297989
147382,4.19496,4.2104,4.1872,43.642,0.43868,DISCH,27.396,147.382,0.977000000000004,1.840245402,0.017944496461111115,0.9943588880360055
148384,4.19478,4.2048,4.1812,43.978,0.43884,DISCH,27.392,148.384,1.0019999999999811,1.840837766,0.01806664026111111,0.9943204903661126
149389,4.1947600000000005,4.2052,4.1809,44.325,0.4388199999999999,DISCH,27.392000000000003,149.389,1.005000000000024,1.840745128,0.01818914417777778,0.9942819794883377
150403,4.19452,4.2063,4.1832,44.318,0.4385,DISCH,27.396,150.403,1.0139999999999816,1.839296904,0.01831265501111111,0.9942431520717474
151372,4.19474,4.2043,4.1818,44.213,0.43838,DISCH,27.402000000000005,151.372,0.9690000000000224,1.83888993,0.018430652294444447,0.9942060579193329
152375,4.19484,4.2073,4.1854,43.884,0.43814,DISCH,27.4,152.375,1.002999999999986,1.837927152,0.018552722966666664,0.9941676832382145
153378,4.19464,4.2067,4.1852,43.791,0.43822,DISCH,27.402,153.378,1.002999999999986,1.838174936,0.018674815927777776,0.9941293015502615
154406,4.194920000000001,4.2067,4.1838,44.166,0.43818,DISCH,27.398000000000003,154.406,1.02800000000002,1.8381298,0.01879994066111111,0.994089966780867
155450,4.1946,4.2049,4.1834,43.868,0.43844,DISCH,27.398000000000003,155.45,1.0439999999999827,1.839080184,0.01892708826111111,0.9940499960940825
156478,4.19468,4.2067,4.183,43.498,0.43822,DISCH,27.39,156.478,1.02800000000002,1.8381922120000005,0.01905222441666667,0.9940106577339473
157446,4.19482,4.2048,4.1823,43.903,0.4383,DISCH,27.390000000000004,157.446,0.9679999999999892,1.838589206,0.01917007841666667,0.9939736086247206
158496,4.1955,4.2055,4.1836,43.62,0.43792,DISCH,27.398,158.496,1.0500000000000114,1.83729279,0.019297805083333338,0.9939334558999553
159483,4.1957,4.2062,4.1849,43.983,0.43826,DISCH,27.404,159.483,0.9869999999999948,1.838807044,0.01941796136666667,0.9938956830346688
160455,4.19638,4.2076,4.1842,43.783,0.43788,DISCH,27.398000000000003,160.455,0.9720000000000084,1.837510604,0.01953618896666667,0.9938585164788794
161518,4.1961200000000005,4.2073,4.1843,43.861,0.43822,DISCH,27.4,161.518,1.0629999999999882,1.838823082,0.019665585594444444,0.9938178387776889
162509,4.196340000000001,4.2109,4.1867,44.14,0.4381,DISCH,27.408000000000005,162.509,0.9909999999999854,1.838416016,0.019786184788888887,0.9937799266768895
163513,4.19584,4.2066,4.1836,44.006,0.4383,DISCH,27.402,163.513,1.004000000000019,1.839036406,0.01990842178888889,0.9937414997082288
164478,4.19538,4.2073,4.1863,43.88,0.43788,DISCH,27.396,164.478,0.9650000000000034,1.837072794,0.02002579795555556,0.9937046008128206
165465,4.195,4.2038,4.1827,43.8,0.43818,DISCH,27.392000000000003,165.465,0.9869999999999948,1.838165352,0.02014593230555556,0.9936668348425945
166480,4.19488,4.2045,4.1823,44.151,0.4380599999999999,DISCH,27.392000000000003,166.48,1.0149999999999864,1.837609536,0.02026944088888889,0.9936280081333243
167475,4.19434,4.2073,4.1857,44.094,0.4381,DISCH,27.392000000000003,167.475,0.9950000000000044,1.837540714,0.020390526861111116,0.993589943006891
168502,4.1938,4.2055,4.1816,43.764,0.4381199999999999,DISCH,27.394,168.502,1.0270000000000152,1.83738798,0.020515512761111118,0.9935506518817625
169530,4.19382,4.2063,4.1828,43.605,0.43806,DISCH,27.4,169.53,1.0279999999999916,1.837145096,0.020640603227777783,0.9935113278845902
170511,4.1937,4.203,4.1816,44.227,0.43804,DISCH,27.406,170.511,0.9809999999999944,1.837008522,0.02075996912777778,0.9934738034877345
171479,4.19366,4.2058,4.1836,43.903,0.43796,DISCH,27.410000000000004,171.479,0.9680000000000176,1.83665555,0.020877731705555565,0.9934367831184054
172506,4.19376,4.2049,4.184,43.907,0.43796,DISCH,27.408,172.506,1.0269999999999868,1.83669938,0.02100267196111112,0.9933975063422682
173493,4.19468,4.2048,4.1821,43.555,0.4378999999999999,DISCH,27.408,173.493,0.9869999999999948,1.836850728,0.02112272954444445,0.9933597645047539
174489,4.194839999999999,4.2042,4.1829,43.781,0.4381,DISCH,27.406,174.489,0.9960000000000092,1.83775962,0.02124393721111112,0.9933216611219122
175537,4.194560000000001,4.2069,4.1853,43.579,0.43836,DISCH,27.406,175.537,1.0480000000000018,1.83872717,0.021371548677777786,0.9932815446119329
176570,4.1948,4.2057,4.1842,43.959,0.4382,DISCH,27.408,176.57,1.032999999999987,1.838161002,0.02149728773333334,0.9932420167214638
177547,4.19502,4.2049,4.1816,43.683,0.4382399999999999,DISCH,27.402,177.547,0.977000000000004,1.838425244,0.021616221200000004,0.9932046282662801
178525,4.19434,4.2063,4.1821,43.743,0.4382799999999999,DISCH,27.4,178.525,0.9780000000000086,1.8382952,0.021735287266666674,0.9931671981263687
179545,4.1940800000000005,4.2071,4.185,43.771,0.4382400000000001,DISCH,27.4,179.545,1.0199999999999818,1.838013532,0.02185945526666667,0.9931281641199331
180575,4.194719999999999,4.2045,4.1814,43.699,0.43784,DISCH,27.394,180.575,1.0300000000000011,1.836616356,0.02198472615555556,0.9930887834044261
181576,4.194380000000001,4.204,4.1823,44.122,0.43804,DISCH,27.39,181.576,1.0010000000000048,1.837306506,0.02210652561111112,0.993050493984189
182512,4.19402,4.2078,4.1857,44.042,0.43816,DISCH,27.396000000000004,182.512,0.936000000000007,1.837651878,0.02222044721111112,0.9930146810817702
183513,4.19412,4.205,4.1813,43.792,0.4384399999999999,DISCH,27.396,183.513,1.0010000000000048,1.838869924,0.022342357888888897,0.9929763566972191
184526,4.19444,4.206,4.1817,44.032,0.43856,DISCH,27.398,184.526,1.0130000000000052,1.839513484,0.02246576380000001,0.9929375622644466
