t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,ah_accum,soc_gt
26113,4.19966,4.2116,4.1889,51.004,0.50866,DISCH,27.766,26.113,1.035,2.136198876,0.003690599786111111,0.9989307371493815
27110,4.19922,4.2097,4.1901,50.645,0.50884,DISCH,27.776,27.11,0.997,2.136731274,0.003831520197222222,0.9988899088371213
28085,4.19962,4.2112,4.1893,50.721,0.5088000000000001,DISCH,27.776,28.085,0.9750000000000014,2.1367664500000005,0.003969320197222222,0.9988499845892064
29102,4.1994,4.2109,4.1884,50.53,0.50882,DISCH,27.776,29.102,1.0169999999999997,2.1367382580000003,0.004113061847222222,0.9988083388905831
30127,4.19918,4.2107,4.1896,50.983,0.5092800000000001,DISCH,27.782,30.127,1.0249999999999986,2.1385574220000003,0.004258065180555556,0.9987663276494475
31149,4.19908,4.208,4.187,50.869,0.5092800000000001,DISCH,27.790000000000003,31.149,1.022000000000002,2.138506512,0.0044026441138888895,0.9987244393680421
32103,4.1991,4.2088,4.1882,51.142,0.50892,DISCH,27.79,32.103,0.9540000000000006,2.137004904,0.0045375079138888896,0.9986853658137174
33114,4.198659999999999,4.2108,4.1884,50.954,0.5089400000000001,DISCH,27.79,33.114,1.0109999999999957,2.13686544,0.004680435230555556,0.9986439560486636
34141,4.199,4.2102,4.1881,50.461,0.50876,DISCH,27.792,34.141,1.027000000000001,2.136282824,0.004825573152777778,0.9986019058136226
35149,4.1994,4.2097,4.1883,50.994,0.50848,DISCH,27.794,35.149,1.008000000000003,2.135311172,0.004967947552777778,0.9985606562429236
36173,4.19932,4.2134,4.1898,51.061,0.5084,DISCH,27.792,36.173,1.024000000000001,2.134934524,0.005112559108333334,0.998518758510011
37187,4.19902,4.2135,4.1902,50.879,0.50842,DISCH,27.786,37.187,1.0139999999999958,2.134866382,0.005255764074999999,0.998477268302523
38203,4.199340000000001,4.2126,4.1879,51.003,0.5088,DISCH,27.788,38.203,1.0160000000000051,2.13662491,0.005399358741666667,0.9984356651887984
39199,4.1991,4.2083,4.1857,50.829,0.50878,DISCH,27.792,39.199,0.9959999999999952,2.136418776,0.005540121208333333,0.9983948826371561
40166,4.19882,4.2119,4.1876,50.959,0.50882,DISCH,27.784,40.166,0.9669999999999987,2.136444084,0.005676795913888888,0.9983552844163412
41153,4.198479999999999,4.2097,4.1851,50.471,0.50858,DISCH,27.788,41.153,0.987000000000002,2.135263774,0.005816231597222222,0.9983148862683763
42134,4.19876,4.2096,4.1875,51.139,0.50896,DISCH,27.792,42.134,0.9810000000000016,2.137001496,0.005954923197222222,0.9982747037007267
43091,4.1986,4.2069,4.1853,50.561,0.50936,DISCH,27.786,43.091,0.9570000000000008,2.1385996080000003,0.006090328063888888,0.9982354733853009
44098,4.19864,4.2084,4.1875,50.987,0.5093799999999999,DISCH,27.784,44.098,1.006999999999998,2.138703942,0.006232812969444444,0.9981941917982652
45133,4.19868,4.2105,4.1893,51.146,0.50952,DISCH,27.778,45.133,1.0350000000000037,2.139312144,0.006379299969444444,0.9981517507002658
46103,4.1991,4.2106,4.187,50.853,0.5099,DISCH,27.78,46.103,0.9699999999999988,2.141121066,0.006516689691666666,0.9981119453205056
47081,4.198980000000001,4.2104,4.185,51.215,0.50966,DISCH,27.782,47.081,0.9780000000000016,2.140052298,0.006655147324999998,0.9980718305390912
48104,4.198919999999999,4.2099,4.1869,51.017,0.5086999999999999,DISCH,27.782,48.104,1.022999999999996,2.135990646,0.006799702908333331,0.9980299490227889
49079,4.198639999999999,4.2091,4.1873,50.53,0.50858,DISCH,27.778,49.079,0.9750000000000014,2.135344426,0.006937443324999998,0.997990042037717
50111,4.19852,4.2108,4.1875,51.01,0.50844,DISCH,27.79,50.111,1.0319999999999965,2.134695456,0.007083196124999997,0.9979478136565741
51144,4.19854,4.2095,4.1864,51.081,0.5084,DISCH,27.788,51.144,1.0330000000000013,2.134537664,0.007229078680555554,0.9979055476818683
52125,4.19824,4.2089,4.189,51.348,0.50858,DISCH,27.782,52.125,0.9810000000000016,2.13514082,0.007367666730555554,0.99786539511535
53139,4.198,4.2124,4.1888,50.819,0.50888,DISCH,27.78,53.139,1.014000000000003,2.13627845,0.007511001263888887,0.9978238673690252
54138,4.19828,4.2095,4.1855,51.329,0.5093400000000001,DISCH,27.78,54.138,0.9989999999999952,2.138352296,0.007652343113888886,0.9977829169549457
55150,4.19806,4.2089,4.1855,50.992,0.5093799999999999,DISCH,27.776,55.15,1.0120000000000005,2.138408064,0.007795535491666664,0.9977414303947867
56133,4.19796,4.2095,4.1873,50.966,0.50932,DISCH,27.776,56.133,0.983000000000004,2.138105204,0.00793460814722222,0.9977011374254211
57116,4.19834,4.2084,4.1855,50.747,0.5093,DISCH,27.768,57.116,0.982999999999997,2.138214528,0.008073675341666664,0.9976608460382815
58068,4.198659999999999,4.2108,4.1878,50.736,0.50958,DISCH,27.766,58.068,0.9519999999999982,2.139553052,0.008208430941666664,0.9976218038323141
59096,4.198659999999999,4.2104,4.1886,50.977,0.5091800000000001,DISCH,27.764,59.096,1.0279999999999987,2.137873492,0.008353830119444442,0.9975796779047363
60089,4.19894,4.2105,4.1885,51.059,0.50904,DISCH,27.754,60.089,0.993000000000002,2.13742846,0.008494240319444442,0.9975389974139194
61066,4.19882,4.2109,4.1884,50.964,0.50912,DISCH,27.748,61.066,0.977000000000004,2.137703264,0.008632409830555554,0.9974989661090147
62141,4.19892,4.2099,4.187,50.796,0.50948,DISCH,27.758,62.141,1.0749999999999955,2.13926598,0.00878454621944444,0.9974548882359604
63128,4.19846,4.2089,4.1862,51.133,0.50914,DISCH,27.756,63.128,0.987000000000002,2.137604446,0.008924135436111107,0.9974144456053912
64128,4.19854,4.2108,4.191,50.966,0.5088999999999999,DISCH,27.756,64.128,1.0,2.13663731,0.009065496547222218,0.9973734896108664
65130,4.19846,4.2087,4.1848,50.691,0.509,DISCH,27.764,65.13,1.0019999999999951,2.137016382,0.009207168213888882,0.9973324436403112
66174,4.19824,4.2108,4.1889,50.838,0.50892,DISCH,27.772,66.174,1.0440000000000111,2.136568552,0.009354755013888884,0.9972896839016162
67164,4.19784,4.2082,4.1854,50.513,0.50864,DISCH,27.772,67.164,0.9899999999999948,2.135189064,0.009494631013888883,0.9972491581824483
68165,4.198480000000001,4.207,4.1877,50.821,0.50868,DISCH,27.774,68.165,1.0010000000000048,2.13568232,0.009636072313888883,0.9972081789551145
69142,4.19816,4.2091,4.1878,50.682,0.5091,DISCH,27.776,69.142,0.9769999999999897,2.137282954,0.009774236397222216,0.9971681492227783
70105,4.1978,4.2133,4.1889,50.744,0.5087999999999999,DISCH,27.776,70.105,0.963000000000008,2.1358406380000003,0.009910340397222217,0.9971287163502224
71098,4.19766,4.2101,4.1877,50.889,0.50892,DISCH,27.776,71.098,0.992999999999995,2.136272984,0.010050717497222217,0.9970880454493373
72093,4.19788,4.2082,4.185,50.524,0.50892,DISCH,27.774,72.093,0.9950000000000044,2.136384964,0.010191377330555551,0.9970472926332439
73125,4.197000000000001,4.2081,4.186,51.0,0.50954,DISCH,27.772,73.125,1.0319999999999965,2.138538968,0.010337445463888883,0.997004972891824
74087,4.19722,4.2084,4.1884,50.759,0.50964,DISCH,27.768,74.087,0.9620000000000032,2.13907096,0.010473632597222218,0.9969655159333769
75092,4.19734,4.2072,4.1862,51.223,0.50976,DISCH,27.764,75.092,1.0049999999999957,2.139635548,0.010615940597222217,0.9969242856004866
76093,4.19734,4.2096,4.1862,51.006,0.50986,DISCH,27.762,76.093,1.0010000000000048,2.140055208,0.010757710002777775,0.9968832113124305
77106,4.19716,4.2087,4.186,50.571,0.5098800000000001,DISCH,27.762,77.106,1.012999999999991,2.140047544,0.010901184569444439,0.9968416429948029
78141,4.19774,4.2072,4.1863,51.009,0.50964,DISCH,27.764,78.141,1.0350000000000108,2.139336526,0.01104770606944444,0.9967991919012553
79090,4.1974,4.2099,4.1862,50.873,0.50934,DISCH,27.77,79.09,0.948999999999998,2.137903962,0.011181973752777774,0.9967602910574501
80084,4.19754,4.2088,4.1868,50.688,0.50922,DISCH,27.772,80.084,0.9939999999999998,2.13747148,0.011322575052777773,0.9967195551999876
81016,4.19796,4.2084,4.185,50.924,0.5089,DISCH,27.772,81.016,0.9320000000000022,2.136342096,0.011454323608333329,0.9966813842130904
82021,4.197979999999999,4.2092,4.1858,50.742,0.50934,DISCH,27.768,82.021,1.0049999999999957,2.138199354,0.011596514358333329,0.9966401878505781
83010,4.1975,4.2109,4.1865,50.953,0.50894,DISCH,27.768,83.01,0.9890000000000044,2.13627589,0.011736331486111107,0.9965996791882258
83993,4.1975,4.2086,4.1846,51.011,0.50918,DISCH,27.766,83.993,0.98299999999999,2.137283194,0.011875365913888884,0.9965593972944428
85023,4.19786,4.2075,4.1859,50.96,0.5091399999999999,DISCH,27.768,85.023,1.0300000000000011,2.137298138,0.012021036524999995,0.9965171927255609
86031,4.19754,4.2084,4.1867,50.725,0.50948,DISCH,27.774,86.031,1.0080000000000098,2.138562464,0.012163690924999996,0.9964758620315716
87016,4.19726,4.2101,4.1881,50.556,0.5092399999999999,DISCH,27.778,87.016,0.9849999999999994,2.13741214,0.012303024647222218,0.9964354934243952
88038,4.19746,4.2075,4.1885,50.981,0.5093799999999999,DISCH,27.774,88.038,1.0219999999999914,2.138101422,0.012447631969444439,0.9963935969179895
88961,4.19752,4.2072,4.1862,51.094,0.5088999999999999,DISCH,27.772,88.961,0.9230000000000018,2.136117258,0.012578108274999996,0.9963557945350431
90015,4.19712,4.2094,4.1863,51.069,0.5091,DISCH,27.776,90.015,1.054000000000002,2.136753558,0.012727161441666662,0.9963126099517449
91031,4.197,4.2091,4.1863,50.823,0.50862,DISCH,27.776,91.031,1.0160000000000051,2.1346780260000005,0.012870705308333329,0.9962710215561029
92070,4.19696,4.2074,4.1867,50.93,0.50834,DISCH,27.784,92.07,1.0389999999999873,2.133482658,0.01301741788055555,0.9962285151039576
93080,4.19686,4.2085,4.1856,50.943,0.50824,DISCH,27.796,93.08,1.0100000000000051,2.133012078,0.013160007436111105,0.9961872031970921
94055,4.19672,4.2082,4.1845,50.78,0.5085200000000001,DISCH,27.798,94.055,0.9750000000000084,2.134116118,0.013297731602777774,0.9961473009200683
95030,4.196879999999999,4.2086,4.1848,50.688,0.50824,DISCH,27.788,95.03,0.9749999999999944,2.1330220740000003,0.013435379936111108,0.9961074206139358
96061,4.1968000000000005,4.2079,4.1857,50.765,0.50854,DISCH,27.786,96.061,1.031000000000006,2.134240288,0.013581020141666664,0.9960652248543351
97085,4.1967,4.2103,4.1884,50.266,0.50834,DISCH,27.778,97.085,1.0239999999999867,2.133350258,0.013725614630555553,0.9960233320660803
98081,4.19696,4.2078,4.1852,50.894,0.50878,DISCH,27.768,98.081,0.9960000000000092,2.1353296320000004,0.01386637709722222,0.995982549514438
99046,4.19704,4.2071,4.1849,50.451,0.50876,DISCH,27.77,99.046,0.9650000000000034,2.1352863940000004,0.014002753041666666,0.9959430378524958
100083,4.196820000000001,4.2093,4.1865,51.1,0.50868,DISCH,27.778,100.083,1.036999999999992,2.1348389840000004,0.014149281141666664,0.9959005848467564
101113,4.19678,4.2086,4.1845,51.232,0.5086400000000001,DISCH,27.772,101.113,1.0300000000000011,2.1346507800000003,0.01429480869722222,0.9958584217247938
102108,4.19692,4.2084,4.1858,50.65,0.50884,DISCH,27.776,102.108,0.9950000000000044,2.135561158,0.014435446419444444,0.9958176753148651
103152,4.196599999999999,4.2083,4.1867,50.971,0.5088800000000001,DISCH,27.782,103.152,1.043999999999997,2.135565594,0.014583021619444443,0.9957749189369922
104190,4.19674,4.2102,4.1862,50.876,0.50896,DISCH,27.78,104.19,1.0379999999999967,2.135972636,0.014729771752777777,0.9957324016024149
105188,4.196820000000001,4.2075,4.185,51.031,0.5092000000000001,DISCH,27.776,105.188,0.9980000000000048,2.13702058,0.014870933308333332,0.9956915034243304
106196,4.19684,4.2106,4.1862,51.002,0.50906,DISCH,27.77,106.196,1.0079999999999956,2.13644332,0.015013470108333331,0.995650206802123
107181,4.19666,4.2065,4.1852,50.747,0.50972,DISCH,27.764,107.181,0.9849999999999994,2.13912085,0.015152935163888888,0.9956098001442604
108184,4.196720000000001,4.2062,4.1837,51.15,0.50922,DISCH,27.758000000000003,108.184,1.003,2.137053104,0.015294809513888888,0.9955686954510662
109147,4.1966,4.2074,4.1838,51.013,0.50946,DISCH,27.758000000000003,109.147,0.963000000000008,2.1379993399999995,0.015431090063888889,0.9955292114273785
110168,4.19666,4.2092,4.1863,50.53,0.5093799999999999,DISCH,27.76,110.168,1.0210000000000008,2.137694022,0.015575555891666665,0.9954873559155974
111139,4.19676,4.2076,4.1866,50.98,0.5093799999999999,DISCH,27.762,111.139,0.9709999999999894,2.137744852,0.01571294699722222,0.9954475501350496
112169,4.197240000000001,4.2075,4.1867,51.008,0.5091,DISCH,27.774,112.169,1.0300000000000011,2.136815172,0.015858606163888886,0.9954053488819213
113148,4.197439999999999,4.2062,4.1855,50.851,0.50926,DISCH,27.78,113.148,0.9789999999999992,2.1375885,0.015997096591666666,0.9953652245991025
114190,4.19728,4.2096,4.1866,51.312,0.50858,DISCH,27.778,114.19,1.0420000000000016,2.1346533,0.01614430224722222,0.995322575287877
115184,4.19708,4.2093,4.1863,50.858,0.50876,DISCH,27.778,115.184,0.9939999999999998,2.135307126,0.016284776536111108,0.9952818762288402
116218,4.197139999999999,4.2089,4.1845,50.68,0.50878,DISCH,27.784,116.218,1.034000000000006,2.13542156,0.016430909458333334,0.9952395377163924
117266,4.1969,4.2086,4.1857,51.018,0.5084,DISCH,27.78,117.266,1.0480000000000018,2.1337042320000004,0.016578910347222222,0.9951966580053646
118272,4.19694,4.2089,4.1854,50.773,0.50834,DISCH,27.778,118.272,1.0060000000000002,2.13347272,0.01672096313611111,0.9951555016137783
119244,4.19682,4.2092,4.187,51.039,0.50884,DISCH,27.786,119.244,0.9719999999999942,2.135509792,0.01685834993611111,0.9951156970806619
120236,4.19662,4.2077,4.1877,50.94,0.5088,DISCH,27.792,120.236,0.9920000000000044,2.135240204,0.01699855260277778,0.9950750767176553
121240,4.19638,4.2066,4.1856,50.835,0.50918,DISCH,27.792,121.24,1.003999999999991,2.136712516,0.017140557247222223,0.995033934274768
122238,4.1961,4.2063,4.1834,51.189,0.5094000000000001,DISCH,27.782,122.238,0.9980000000000048,2.1374930680000004,0.01728177424722222,0.9949930200329843
123262,4.1958,4.2046,4.1845,50.917,0.50998,DISCH,27.78,123.262,1.024000000000001,2.1397743680000003,0.017426835225,0.9949509920907523
124221,4.1961,4.2059,4.1837,51.246,0.5100399999999999,DISCH,27.77,124.221,0.9590000000000032,2.140179026,0.017562704213888888,0.9949116273070343
125191,4.1959,4.2086,4.1849,51.483,0.51022,DISCH,27.766,125.191,0.9699999999999988,2.140832352,0.017700180158333335,0.9948717969464513
126186,4.19602,4.2084,4.1856,50.945,0.5097400000000001,DISCH,27.766,126.186,0.9950000000000044,2.138879412,0.017841066630555555,0.9948309784671708
127228,4.196020000000001,4.2058,4.1841,50.444,0.50952,DISCH,27.776,127.228,1.0419999999999874,2.1379564240000004,0.017988544363888886,0.9947882503279291
128225,4.1958,4.2056,4.1843,50.918,0.50892,DISCH,27.784,128.225,0.997,2.1353265880000003,0.018129486930555553,0.9947474155966275
129303,4.19546,4.207,4.1839,50.271,0.50858,DISCH,27.792,129.303,1.078000000000003,2.133726786,0.01828177838611111,0.9947032927967224
130229,4.19604,4.2073,4.1841,50.857,0.50854,DISCH,27.794,130.229,0.926000000000016,2.1338543920000004,0.018412586175000002,0.9946653943744235
131222,4.19594,4.208,4.185,50.948,0.50884,DISCH,27.792,131.222,0.992999999999995,2.135062312,0.018552941208333337,0.9946247298668263
132209,4.19612,4.2095,4.1867,50.95,0.5089,DISCH,27.786,132.209,0.9869999999999948,2.135405656,0.018692464625000002,0.9945843063002303
133186,4.19594,4.2064,4.1846,51.162,0.50926,DISCH,27.784,133.186,0.977000000000004,2.1368240920000003,0.018830672130555556,0.9945442639873456
134212,4.19602,4.207,4.1844,51.158,0.5098800000000001,DISCH,27.774,134.212,1.025999999999982,2.139466252,0.018975987930555556,0.994502162216481
135250,4.19564,4.2053,4.1847,50.979,0.50978,DISCH,27.776,135.25,1.038000000000011,2.138853148,0.019122974497222226,0.9944595763810111
136255,4.19562,4.2088,4.1829,50.911,0.5097200000000001,DISCH,27.778,136.255,1.0049999999999957,2.138591224,0.01926527133055556,0.994418349283395
137227,4.1955800000000005,4.2064,4.1827,50.995,0.5095,DISCH,27.778,137.227,0.9720000000000084,2.137647722,0.019402836330555562,0.9943784931210989
138256,4.19546,4.2066,4.1859,50.58,0.5094000000000001,DISCH,27.772,138.256,1.0289999999999964,2.1371670600000003,0.019548439830555563,0.9943363079960533
139257,4.195740000000001,4.2055,4.185,50.823,0.5092,DISCH,27.776,139.257,1.0010000000000048,2.136470688,0.019690025719444452,0.9942952868775538
140315,4.195819999999999,4.206,4.1831,51.025,0.50908,DISCH,27.776,140.315,1.0579999999999927,2.1360078600000003,0.019839638675000007,0.9942519401088391
141284,4.1957,4.2092,4.1864,51.107,0.5086999999999999,DISCH,27.774,141.284,0.968999999999994,2.134352668,0.01997656375833334,0.994212269347063
142307,4.19568,4.2064,4.1841,51.06,0.50882,DISCH,27.772,142.307,1.022999999999996,2.13484603,0.02012115344166667,0.9941703779511026
143345,4.19572,4.2073,4.1837,50.282,0.50912,DISCH,27.78,143.345,1.038000000000011,2.136124664,0.02026794970833334,0.9941278472504975
144325,4.19548,4.206,4.1853,50.849,0.50922,DISCH,27.782,144.325,0.9799999999999898,2.13642186,0.020406570708333342,0.9940876851375062
145352,4.19552,4.205,4.1827,51.405,0.5094200000000001,DISCH,27.776,145.352,1.0270000000000152,2.137281448,0.0205518969138889,0.9940455803518812
146366,4.19582,4.2066,4.1844,50.962,0.50982,DISCH,27.778,146.366,1.01400000000001,2.139112208,0.0206954962138889,0.9940039758957593
147409,4.19548,4.2082,4.1855,50.591,0.5098400000000001,DISCH,27.786,147.409,1.042999999999978,2.139023204,0.020843208191666678,0.9939611798898029
148387,4.1957,4.2079,4.1859,50.929,0.5090600000000001,DISCH,27.782,148.387,0.9780000000000086,2.1358635,0.020981502825000012,0.9939211123337325
149312,4.19556,4.2057,4.183,50.742,0.50904,DISCH,27.784,149.312,0.9250000000000114,2.135708106,0.021112297825000015,0.9938832176167077
150330,4.19542,4.2082,4.184,51.111,0.5087,DISCH,27.786,150.33,1.018000000000001,2.134210314,0.02125614688055557,0.9938415407998984
151319,4.19554,4.2062,4.1842,50.817,0.50878,DISCH,27.782,151.319,0.988999999999976,2.134607186,0.021395920052777788,0.993801044872615
152314,4.195819999999999,4.208,4.1865,50.654,0.50892,DISCH,27.778,152.314,0.9950000000000044,2.135336992,0.02153657988611112,0.9937602920565217
153351,4.19588,4.2104,4.1871,50.78,0.50914,DISCH,27.774,153.351,1.037000000000006,2.136290464,0.021683240491666676,0.9937178006604728
154361,4.1959,4.2059,4.1841,51.057,0.50874,DISCH,27.772,154.361,1.009999999999991,2.134622434,0.02182597032500001,0.9936764481114826
155381,4.1959,4.2068,4.1855,50.8,0.50898,DISCH,27.772,155.381,1.0200000000000102,2.135629378,0.02197018132500001,0.9936346664299438
156383,4.1959,4.207,4.1847,50.767,0.50918,DISCH,27.768,156.383,1.0020000000000095,2.136468798,0.02211190309166668,0.9935936059441141
157401,4.195819999999999,4.2072,4.1845,50.634,0.50904,DISCH,27.77,157.401,1.018000000000001,2.135840712,0.022255848291666682,0.9935519012717559
158389,4.19608,4.211,4.1853,51.099,0.50926,DISCH,27.772,158.389,0.9879999999999995,2.136896296,0.022395611869444457,0.9935114081242329
159348,4.19616,4.2055,4.1838,50.926,0.50936,DISCH,27.766,159.348,0.9590000000000032,2.137356576,0.0225312997138889,0.993472095822777
160360,4.19642,4.2073,4.1873,50.943,0.50946,DISCH,27.764,160.36,1.0120000000000005,2.137908528,0.02267451458055557,0.9934306027470012
161344,4.19622,4.2087,4.1846,51.104,0.50924,DISCH,27.774,161.344,0.9839999999999804,2.136883266,0.022813706847222233,0.9933902751231825
162347,4.19596,4.2066,4.1853,50.753,0.5097,DISCH,27.774,162.347,1.0030000000000143,2.13868027,0.02295571493055557,0.9933491316839596
163339,4.195600000000001,4.207,4.1857,50.809,0.5097999999999999,DISCH,27.776,163.339,0.9919999999999902,2.138916206,0.02309619315277779,0.9933084314853337
164341,4.195320000000001,4.206,4.1818,50.846,0.5098999999999999,DISCH,27.776,164.341,1.0020000000000095,2.139193146,0.02323811531944446,0.9932673129384062
165362,4.19486,4.2064,4.1846,51.226,0.5099,DISCH,27.77,165.362,1.0209999999999866,2.1389589140000003,0.023382728625000012,0.993225414698473
166374,4.1944,4.2056,4.1851,50.862,0.51008,DISCH,27.766,166.374,1.0120000000000005,2.139479428,0.02352611778055557,0.9931838711266682
167407,4.194640000000001,4.2061,4.1847,50.812,0.50942,DISCH,27.762,167.407,1.0330000000000157,2.136833212,0.02367229301944446,0.9931415203539802
168390,4.19484,4.2032,4.1827,51.152,0.5090999999999999,DISCH,27.758,168.39,0.9829999999999756,2.135592572,0.02381130560277779,0.9931012447891014
169418,4.1952,4.2058,4.1845,50.236,0.5089,DISCH,27.768,169.418,1.02800000000002,2.134936712,0.023956624825000012,0.99305914202673
170381,4.19492,4.2066,4.1865,50.809,0.5087200000000001,DISCH,27.78,170.381,0.962999999999994,2.13403936,0.024092707425000012,0.9930197153543112
171390,4.19518,4.2079,4.186,50.812,0.50846,DISCH,27.782,171.39,1.008999999999986,2.1330813379999998,0.024235217463888903,0.9929784264854944
172363,4.19518,4.2049,4.1816,50.745,0.50858,DISCH,27.778,172.363,0.9730000000000132,2.133584762,0.024372675336111125,0.9929386013609048
173357,4.1951,4.2067,4.1822,51.082,0.5085200000000001,DISCH,27.78,173.357,0.9939999999999998,2.133292322,0.024513083358333347,0.9928979215010467
174339,4.1947,4.2068,4.1833,50.799,0.50896,DISCH,27.778,174.339,0.9819999999999992,2.134934458,0.024651916336111124,0.992857697972574
175312,4.19492,4.2062,4.1843,51.05,0.50848,DISCH,27.774,175.312,0.9730000000000132,2.13303302,0.02478934718055557,0.9928178806786353
176279,4.19494,4.2041,4.1825,50.737,0.50862,DISCH,27.776,176.279,0.9669999999999844,2.13363053,0.024925968163888906,0.9927782980225469
177288,4.19478,4.2051,4.1827,50.176,0.50882,DISCH,27.782,177.288,1.0090000000000146,2.134388098,0.025068579102777797,0.992736979920373
178247,4.1944,4.206,4.1844,50.838,0.5089400000000001,DISCH,27.78,178.247,0.9590000000000032,2.134698112,0.025204155063888907,0.9926977000344318
179195,4.194419999999999,4.2066,4.1827,51.053,0.5086,DISCH,27.778,179.195,0.9479999999999792,2.133282196,0.025338086397222237,0.9926588966399792
180142,4.1949,4.2049,4.1821,51.005,0.5092,DISCH,27.778,180.142,0.9470000000000028,2.136043048,0.025472034286111125,0.9926200884489511
181064,4.194979999999999,4.2073,4.1846,51.133,0.5093,DISCH,27.776000000000003,181.064,0.921999999999997,2.1365033920000003,0.025602471675000016,0.9925822973411763
182024,4.195099999999999,4.2069,4.1849,50.828,0.50914,DISCH,27.772,182.024,0.960000000000008,2.135893296,0.025738242341666683,0.9925429610439661
183055,4.1952,4.2057,4.1849,50.917,0.50922,DISCH,27.78,183.055,1.031000000000006,2.136279742,0.025884077291666686,0.9925007088618293
184078,4.19546,4.2059,4.1829,50.758,0.50946,DISCH,27.786,184.078,1.022999999999996,2.137419074,0.026028848841666685,0.9924587647743603
185041,4.1948,4.2053,4.1822,51.059,0.50954,DISCH,27.790000000000003,185.041,0.962999999999994,2.137418672,0.026165150791666685,0.9924192745505354
