t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w,ah_accum,soc_gt
74961,4.17534,4.1887,4.1689,50.0008,0.49958,DISCH,28.07312,73.947,0.9909999999999995,2.085914744,0.010269220144444449,0.9970155064322481
75950,4.17488,4.1879,4.1654,50.5263,0.49948,DISCH,28.07222,74.936,0.9890000000000044,2.085268394,0.010406438400000006,0.9969756273571749
76951,4.17516,4.1869,4.1679,50.0692,0.50026,DISCH,28.05906,75.937,1.0009999999999906,2.088663122,0.010545538472222225,0.9969352013788648
77947,4.17538,4.1891,4.1677,49.7074,0.5017799999999999,DISCH,28.05894,76.933,0.9960000000000092,2.095120402,0.010684364272222226,0.9968948551109583
78948,4.17642,4.1875,4.1667,50.0278,0.50054,DISCH,28.04722,77.934,1.0009999999999906,2.090463062,0.010823542200000003,0.9968544065058663
79943,4.17666,4.191,4.1659,50.753,0.50092,DISCH,28.06252,78.929,0.9950000000000044,2.092170314,0.010961990922222225,0.9968141698262428
80936,4.17652,4.188,4.1669,49.7662,0.5032,DISCH,28.076840000000004,79.922,0.992999999999995,2.101623452,0.011100790255555559,0.9967738312502151
81927,4.17636,4.1872,4.167,50.207,0.50342,DISCH,28.112379999999995,80.913,0.9909999999999995,2.102461632,0.011239370594444447,0.996733556319479
82912,4.17568,4.1878,4.1689,50.8098,0.5037800000000001,DISCH,28.12222,81.898,0.9849999999999994,2.103618836,0.011377210400000002,0.9966934966063485
83918,4.175,4.1859,4.1663,50.063,0.5062800000000001,DISCH,28.13838,82.904,1.0060000000000002,2.113719538,0.011518687533333336,0.9966523797943143
84911,4.17506,4.185,4.1658,50.7911,0.50602,DISCH,28.13284,83.897,0.9930000000000092,2.112663694,0.011658264716666672,0.9966118151555196
85910,4.17496,4.1864,4.1639,51.1586,0.50464,DISCH,28.11266,84.896,0.9989999999999952,2.106849886,0.01179830231666667,0.9965711167080654
86912,4.17616,4.1852,4.1645,50.1442,0.50434,DISCH,28.11174,85.898,1.0019999999999951,2.106197146,0.011938676950000005,0.9965303203102508
87904,4.17678,4.1854,4.1658,50.0871,0.50234,DISCH,28.13064,86.89,0.9920000000000044,2.098161526,0.01207709952777778,0.9964900912288601
88908,4.1772,4.1872,4.1668,49.9838,0.4993999999999999,DISCH,28.09782,87.894,1.0040000000000049,2.086092868,0.012216376638888894,0.9964496137985976
89904,4.176399999999999,4.1848,4.1663,49.9014,0.50004,DISCH,28.10236,88.89,0.9959999999999952,2.088362564,0.012354721038888893,0.9964094074376348
90905,4.17594,4.1903,4.1622,49.6855,0.50008,DISCH,28.10902,89.891,1.0010000000000048,2.088299056,0.012493771061111115,0.9963689960051131
91914,4.17514,4.189,4.1638,50.21,0.50122,DISCH,28.10546,90.9,1.0090000000000003,2.092659492,0.012634251888888894,0.9963281687445229
92906,4.17522,4.1866,4.1661,50.0931,0.4999399999999999,DISCH,28.10274,91.892,0.9919999999999902,2.087354132,0.012772013133333336,0.9962881318632265
93902,4.17432,4.1867,4.1646,50.4683,0.50082,DISCH,28.130540000000003,92.888,0.9960000000000092,2.090580052,0.012910573333333338,0.9962478627853579
94904,4.175700000000001,4.1865,4.1659,49.3853,0.50062,DISCH,28.14844,93.89,1.0019999999999951,2.090440164,0.01304991256666667,0.9962073673008158
95911,4.17614,4.1892,4.1657,49.9062,0.50058,DISCH,28.16226,94.897,1.007000000000005,2.090493652,0.013189935916666673,0.99616667299477
96917,4.17604,4.1819,4.165,50.2779,0.50082,DISCH,28.16422,95.903,1.0060000000000002,2.091445118,0.013329887283333338,0.9961259996088907
97910,4.17562,4.1862,4.1646,49.9647,0.50402,DISCH,28.14302,96.896,0.992999999999995,2.104594706,0.013468912800000005,0.9960855952982995
98903,4.17618,4.1843,4.1653,50.5352,0.50328,DISCH,28.1188,97.889,0.992999999999995,2.101784692,0.013607734200000004,0.9960452503091437
99906,4.17484,4.188,4.1642,50.9504,0.50282,DISCH,28.108320000000003,98.892,1.003,2.09919051,0.013747825438888894,0.9960045362728799
100894,4.17498,4.1827,4.1646,49.8808,0.5010199999999999,DISCH,28.10638,99.88,0.9879999999999995,2.09174259,0.01388532759444445,0.9959645746893286
101879,4.17496,4.1882,4.1609,50.0462,0.49948,DISCH,28.0935,100.865,0.9849999999999994,2.085303272,0.014021990872222227,0.9959248569047512
102883,4.17498,4.1877,4.1658,49.1411,0.49754,DISCH,28.10548,101.869,1.0040000000000049,2.077215884,0.014160749250000004,0.9958845302314377
103884,4.17428,4.1858,4.1637,49.8066,0.49694,DISCH,28.12336,102.87,1.0010000000000048,2.074364234,0.014298926177777782,0.9958443725421133
104879,4.17474,4.1857,4.1652,49.9455,0.4955999999999999,DISCH,28.132,103.865,0.9949999999999904,2.0689997040000003,0.014435904511111113,0.9958045631944701
105872,4.17466,4.1852,4.1657,49.4063,0.4974399999999999,DISCH,28.13574,104.858,0.9930000000000092,2.076644736,0.014573115044444447,0.9957646863636688
106870,4.17514,4.1845,4.1646,49.5061,0.4978399999999999,DISCH,28.12924,105.856,0.9979999999999905,2.078554944,0.014711127355555558,0.9957245765160866
107871,4.1759,4.1876,4.1625,50.0312,0.49712,DISCH,28.13196,106.857,1.0010000000000048,2.0759260920000004,0.014849354333333335,0.9956844042809738
108862,4.1759200000000005,4.1842,4.165,50.0074,0.49874,DISCH,28.13792,107.848,0.9909999999999995,2.082696072,0.014986646372222225,0.9956445037626088
109865,4.17618,4.1823,4.1624,49.3785,0.4997,DISCH,28.145779999999995,108.851,1.003,2.086834248,0.015125868344444446,0.9956040423570939
110869,4.17558,4.1857,4.1635,50.3305,0.4998599999999999,DISCH,28.14436,109.855,1.0040000000000049,2.087201256,0.015265273744444448,0.9955635276428548
111869,4.17546,4.187,4.1626,49.8178,0.50082,DISCH,28.16422,110.855,1.0,2.09115072,0.015404390411111114,0.995523096841782
112868,4.17502,4.1859,4.162,49.996,0.50066,DISCH,28.16082,111.854,0.9989999999999952,2.090264692,0.015543323561111112,0.9954827193752664
113883,4.17516,4.1878,4.1639,50.694,0.5007199999999999,DISCH,28.15414,112.869,1.0150000000000006,2.090585416,0.015684498783333334,0.9954416903061919
114880,4.17488,4.1878,4.1653,49.3981,0.5011399999999999,DISCH,28.13904,113.866,0.997,2.092199266,0.015823286722222225,0.9954013550416763
115872,4.1752400000000005,4.1856,4.1616,50.19,0.5004799999999999,DISCH,28.14164,114.858,0.9920000000000044,2.08962442,0.015961196766666668,0.9953612749153586
116866,4.17462,4.187,4.1641,50.1826,0.49928,DISCH,28.1414,115.852,0.9939999999999998,2.084302872,0.016099053522222226,0.995321210276132
117869,4.17478,4.1854,4.1636,49.9013,0.50136,DISCH,28.16986,116.855,1.003,2.093068904,0.01623873798888889,0.9952806144581031
118869,4.17564,4.1865,4.1655,49.8401,0.5001599999999999,DISCH,28.20108,117.855,1.0,2.088487574,0.016377671322222224,0.9952402369383064
119863,4.1748,4.1841,4.161,50.6145,0.4989199999999999,DISCH,28.19374,118.849,0.9939999999999998,2.082894318,0.01651542867777778,0.9952002011872189
120877,4.17462,4.1866,4.1633,49.698,0.4993999999999999,DISCH,28.1928,119.863,1.0139999999999958,2.084808168,0.016656093011111116,0.9951593205953004
121874,4.17488,4.1851,4.163,49.537,0.50004,DISCH,28.19266,120.86,0.997,2.087609884,0.016794576311111115,0.9951190738665053
122889,4.17496,4.1854,4.1622,50.1026,0.4990199999999999,DISCH,28.178680000000004,121.875,1.0150000000000006,2.08338994,0.01693527222777778,0.9950781840956762
123893,4.17408,4.1848,4.163,50.2945,0.49922,DISCH,28.15766,122.879,1.0040000000000049,2.08378772,0.017074499138888893,0.9950377212547958
124889,4.17468,4.1857,4.1639,49.8758,0.4997400000000001,DISCH,28.18732,123.875,0.9959999999999952,2.086255312,0.017212760538888892,0.9949975390157199
125889,4.175199999999999,4.1866,4.1613,49.7099,0.49982,DISCH,28.2162,124.875,1.0,2.086850028,0.017351599427777784,0.9949571889438532
126904,4.175120000000001,4.1891,4.1632,49.7429,0.4987399999999999,DISCH,28.22328,125.89,1.0150000000000006,2.082301468,0.017492216400000003,0.9949163221162645
127894,4.17472,4.1855,4.1643,50.1792,0.49848,DISCH,28.21116,126.88,0.9899999999999948,2.0810161,0.017629298400000003,0.9948764826404815
128905,4.17496,4.187,4.1641,49.8334,0.49862,DISCH,28.21108,127.891,1.01100000000001,2.081719958,0.01776932751666667,0.9948357866584974
129900,4.17484,4.1852,4.1625,49.9752,0.49904,DISCH,28.2118,128.886,0.9949999999999904,2.0834131040000003,0.01790725662777778,0.994795700990927
130885,4.174480000000001,4.1882,4.1627,49.9051,0.4981599999999999,DISCH,28.200980000000005,129.871,0.9850000000000136,2.079558564,0.018043558738888892,0.9947560881704635
131877,4.17436,4.1834,4.1618,50.0193,0.49816,DISCH,28.22646,130.863,0.9919999999999902,2.0794989,0.018180829494444446,0.9947161938375703
132881,4.17416,4.1832,4.1626,49.6474,0.49892,DISCH,28.23382,131.867,1.003999999999991,2.082571288,0.018319972738888888,0.994675755312327
133880,4.17436,4.1844,4.1636,49.7167,0.50014,DISCH,28.24142,132.866,0.9990000000000236,2.0877652820000003,0.01845876158888889,0.9946354197830195
134882,4.1747,4.1844,4.1617,50.1388,0.49924,DISCH,28.24972,133.868,1.0019999999999811,2.084177534,0.018597716722222223,0.9945950359275947
135882,4.17398,4.1868,4.1615,50.5991,0.4990599999999999,DISCH,28.23264,134.868,1.0,2.08306877,0.0187363445,0.9945547472099248
136879,4.17382,4.1841,4.1642,49.5192,0.49992,DISCH,28.21558,135.865,0.997000000000014,2.086577998,0.01887479456666667,0.9945145101395718
137891,4.17372,4.1836,4.1638,49.546,0.49928,DISCH,28.22324,136.877,1.0120000000000005,2.083856856,0.019015147722222223,0.9944737199837395
138896,4.17374,4.188,4.1595,50.1224,0.4981399999999999,DISCH,28.25108,137.882,1.0049999999999957,2.07910653,0.019154211805555557,0.9944333044647052
139892,4.173019999999999,4.1848,4.1627,49.9189,0.4999599999999999,DISCH,28.22538,138.878,0.9959999999999808,2.086342226,0.01929253407222222,0.9943931045362456
140887,4.17316,4.1813,4.1612,49.7788,0.5008999999999999,DISCH,28.23802,139.873,0.9950000000000044,2.090333468,0.019430977266666663,0.9943528694631333
141890,4.1731,4.1852,4.1616,50.6691,0.5013,DISCH,28.22392,140.876,1.0030000000000143,2.091972458,0.019570645016666666,0.9943122785033881
142885,4.17338,4.1805,4.1649,50.2104,0.5025,DISCH,28.22796,141.871,0.9950000000000044,2.097121846,0.019709530433333334,0.9942719149093794
143891,4.17274,4.185,4.1615,50.3285,0.50298,DISCH,28.20478,142.877,1.0060000000000002,2.09880559,0.0198500854,0.994231066102164
144890,4.17328,4.1857,4.1624,50.6354,0.50174,DISCH,28.22398,143.876,0.9989999999999952,2.0939018339999995,0.019989318249999995,0.9941906015352934
145896,4.17348,4.1843,4.163,50.2874,0.50072,DISCH,28.2144,144.882,1.0060000000000002,2.089745452,0.02012924167222222,0.9941499362707722
146887,4.173719999999999,4.1839,4.161,49.7558,0.4988199999999999,DISCH,28.24536,145.873,0.9909999999999854,2.081935882,0.02026655573333333,0.9941100293521957
147897,4.17304,4.1832,4.1604,49.5647,0.498,DISCH,28.25514,146.883,1.010000000000019,2.078171948,0.020406272399999998,0.9940694241760374
148893,4.17338,4.1855,4.1607,49.3621,0.49782,DISCH,28.2705,147.879,0.9959999999999808,2.077590914,0.020544002599999996,0.994029396317037
149894,4.17328,4.1869,4.1601,50.0946,0.49996,DISCH,28.26858,148.88,1.0010000000000048,2.086473026,0.020683019255555553,0.9939889945817075
150890,4.173579999999999,4.183,4.161,49.7929,0.49962,DISCH,28.28432,149.876,0.9960000000000092,2.085202402,0.020821247455555556,0.9939488219913862
151887,4.17344,4.1831,4.1634,50.892,0.50034,DISCH,28.28818,150.873,0.9969999999999856,2.088137946,0.020959813838888886,0.9939085511164856
152887,4.173579999999999,4.1826,4.16,49.3924,0.49978,DISCH,28.28694,151.873,1.0,2.0858717659999995,0.021098641616666663,0.9938682042737871
153882,4.173,4.1863,4.1603,49.7066,0.50044,DISCH,28.29078,152.868,0.9950000000000044,2.088334832,0.02123695767222222,0.9938280061504325
154880,4.173019999999999,4.1867,4.1633,49.9084,0.4983399999999999,DISCH,28.30054,153.866,0.9980000000000188,2.07957982,0.021375108594444445,0.9937878560189763
155874,4.17286,4.1814,4.1626,50.3354,0.4981799999999999,DISCH,28.3063,154.86,0.9939999999999998,2.078832956,0.02151266162777778,0.9937478796490637
156859,4.17196,4.1826,4.1614,49.7673,0.49824,DISCH,28.288480000000003,155.845,0.9849999999999852,2.0786352379999995,0.02164898562777778,0.9937082604671388
157859,4.171600000000001,4.1866,4.1603,49.4544,0.49844,DISCH,28.28704,156.845,1.0,2.079289926,0.021787441183333336,0.9936680218015768
158850,4.1721200000000005,4.1825,4.1632,49.6665,0.49774,DISCH,28.292720000000003,157.836,0.991000000000014,2.076629894,0.021924457944444448,0.9936282012858553
159855,4.17188,4.1839,4.1599,50.0448,0.4986399999999999,DISCH,28.304700000000004,158.841,1.0049999999999957,2.080265708,0.022063661611111115,0.993587745200395
160840,4.17142,4.1833,4.1592,49.9096,0.4987,DISCH,28.29462,159.826,0.9849999999999852,2.0802890800000005,0.022200111472222225,0.9935480894400667
161840,4.1717,4.1834,4.1605,50.4001,0.49838,DISCH,28.31648,160.826,1.0,2.07909406,0.022338550361111112,0.9935078556182569
162845,4.17158,4.1809,4.161,49.3742,0.4992199999999999,DISCH,28.30964,161.831,1.0049999999999957,2.08253662,0.022477915944444444,0.9934673524757424
163845,4.17168,4.1853,4.1574,49.7709,0.49856,DISCH,28.289300000000004,162.831,1.0,2.0798314399999995,0.022616404833333333,0.9934271041226755
164834,4.171200000000001,4.1788,4.1594,50.3185,0.49788,DISCH,28.284460000000003,163.82,0.9890000000000044,2.076754244,0.022753183533333336,0.9933873527934983
165843,4.17122,4.1818,4.1624,49.5685,0.49894,DISCH,28.298160000000003,164.829,1.0090000000000146,2.081186012,0.02289302532777778,0.9933467112520618
166849,4.1715,4.1832,4.1589,49.8804,0.49904,DISCH,28.27632,165.835,1.0060000000000002,2.081742126,0.023032479283333337,0.9933061824263574
167852,4.172420000000001,4.183,4.1601,49.745,0.4997399999999999,DISCH,28.29884,166.838,1.002999999999986,2.085127194,0.0231717124,0.9932657177819867
168843,4.17172,4.1842,4.161,49.9135,0.5000600000000001,DISCH,28.31858,167.829,0.991000000000014,2.086114294,0.023309367805555557,0.9932257116601324
169848,4.17112,4.1849,4.1588,50.8121,0.49996,DISCH,28.3209,168.834,1.0049999999999957,2.085397864,0.023448939972222225,0.9931851484793072
170847,4.17088,4.1826,4.1601,49.6711,0.50108,DISCH,28.31914,169.833,0.9989999999999952,2.089948976,0.023587989672222223,0.9931447371404313
171839,4.1715,4.1833,4.1631,49.8963,0.5021,DISCH,28.3396,170.825,0.9919999999999902,2.094515084,0.023726346116666665,0.9931045272790501
172832,4.17128,4.1825,4.1612,50.4049,0.50024,DISCH,28.34824,171.818,0.9930000000000234,2.0866416,0.023864328983333336,0.9930644259887638
173836,4.1715800000000005,4.183,4.1605,50.0733,0.49954,DISCH,28.34282,172.822,1.003999999999991,2.08387031,0.02400364513888889,0.9930239372112041
174851,4.1725200000000005,4.1799,4.1605,49.6235,0.5006600000000001,DISCH,28.357080000000003,173.837,1.0149999999999864,2.08901201,0.024144803444444442,0.9929829130585381
175856,4.17224,4.1801,4.1616,49.472,0.4982,DISCH,28.36056,174.842,1.005000000000024,2.07861501,0.024283884277777782,0.9929424926715329
176864,4.17154,4.1841,4.159,50.4742,0.49776,DISCH,28.36204,175.85,1.0079999999999814,2.076428396,0.024423257077777778,0.9929019874316736
177870,4.17136,4.1838,4.1602,49.2358,0.49756,DISCH,28.368739999999995,176.856,1.0060000000000002,2.075504388,0.024562297455555555,0.9928615788020698
178879,4.17128,4.1816,4.1633,49.6954,0.4965400000000001,DISCH,28.38762,177.865,1.0090000000000146,2.07120927,0.02470146658333334,0.992821132754479
179880,4.17142,4.1814,4.1607,49.6798,0.4950199999999999,DISCH,28.38832,178.866,1.0010000000000048,2.06493741,0.02483910964444445,0.9927811302202307
180885,4.17192,4.1827,4.1602,48.8809,0.49744,DISCH,28.40826,179.871,1.0049999999999957,2.07527854,0.024977978311111117,0.9927407714941932
