t_ms,v_bat_v,v_bus_v,v_ads_v,vsh_mv,i_a,mode,t_c,time_s,dt_s,p_w
16243.5603,4.19652,4.2097,4.1888,46.3627,0.44438000000000005,DISCH,28.118380000000002,16.2435603,0.9624718999999988,1.8648581979999999
17253.7436,4.19656,4.2052,4.184,47.7138,0.44314,DISCH,28.106939999999998,17.2537436,1.0101833000000013,1.859670778
18266.8012,4.1963799999999996,4.2057,4.1869,45.0096,0.44736000000000004,DISCH,28.10292,18.266801200000003,1.0130576000000033,1.87729183
19195.5086,4.19452,4.202,4.1819,46.6447,0.44844,DISCH,28.11934,19.1955086,0.9287073999999969,1.880990332
20158.6937,4.19536,4.2052,4.1866,48.0131,0.44989999999999997,DISCH,28.139879999999998,20.1586937,0.9631851000000005,1.8875082779999999
21193.3874,4.195939999999999,4.2013,4.1894,46.8896,0.44962,DISCH,28.14398,21.1933874,1.0346936999999983,1.886582558
22191.1815,4.195,4.2066,4.1876,48.5885,0.4479,DISCH,28.14034,22.1911815,0.9977941000000001,1.8789505599999998
23198.027,4.1950400000000005,4.209,4.1808,44.8042,0.45328,DISCH,28.166020000000003,23.198027,1.0068455000000007,1.901535346
24166.0498,4.19578,4.207,4.1828,45.7569,0.45755999999999997,DISCH,28.163600000000002,24.1660498,0.9680228,1.9198078600000001
25143.2072,4.1942,4.2037,4.1929,50.8329,0.45468000000000003,DISCH,28.141640000000002,25.1432072,0.9771573999999994,1.906996958
26180.7903,4.19334,4.2073,4.1933,49.1534,0.45722000000000007,DISCH,28.153399999999998,26.1807903,1.0375831000000026,1.9172800980000002
27150.2559,4.194319999999999,4.2071,4.1904,47.0527,0.4593,DISCH,28.1582,27.1502559,0.9694655999999995,1.9264413
28211.3954,4.194799999999999,4.2051,4.1813,46.2131,0.45452000000000004,DISCH,28.151999999999997,28.2113954,1.0611394999999995,1.906613542
29159.0975,4.19442,4.2039,4.1889,46.85,0.44858000000000003,DISCH,28.1441,29.1590975,0.9477021000000008,1.881547492
30182.5072,4.19388,4.2055,4.1865,48.3872,0.4506,DISCH,28.156560000000002,30.1825072,1.0234096999999984,1.889769652
31228.8691,4.1944,4.2001,4.1775,46.0758,0.4508,DISCH,28.150239999999997,31.2288691,1.0463619000000008,1.89083872
32238.2736,4.1936,4.2045,4.1782,48.1995,0.45126,DISCH,28.154919999999997,32.2382736,1.0094044999999987,1.892409572
33238.0767,4.192739999999999,4.205,4.1833,46.3017,0.44968,DISCH,28.160239999999998,33.2380767,0.9998031000000012,1.8853876
34238.6289,4.19298,4.2064,4.1798,47.1114,0.44884,DISCH,28.137240000000002,34.2386289,1.0005522000000013,1.8819728560000002
35284.2661,4.19506,4.2034,4.1835,47.4951,0.44114000000000003,DISCH,28.099520000000002,35.2842661,1.0456372000000016,1.850581602
36217.4981,4.19468,4.2072,4.1812,45.6632,0.4422400000000001,DISCH,28.10056,36.2174981,0.9332319999999967,1.8550272500000002
37250.3046,4.19396,4.2093,4.1825,44.0636,0.43983999999999995,DISCH,28.09088,37.2503046,1.0328064999999995,1.844645522
38241.4889,4.19524,4.2076,4.1843,46.9245,0.44139999999999996,DISCH,28.08082,38.24148889999999,0.9911842999999934,1.851777722
39228.1135,4.19702,4.2009,4.1868,45.8342,0.44338000000000005,DISCH,28.099919999999997,39.2281135,0.9866246000000061,1.86086996
40194.1722,4.196299999999999,4.2028,4.1921,48.2924,0.44480000000000003,DISCH,28.112399999999997,40.194172200000004,0.9660587000000049,1.866526786
41227.7143,4.19634,4.198,4.1858,46.6022,0.4486,DISCH,28.098019999999998,41.2277143,1.0335420999999982,1.882484582
42308.597,4.19772,4.207,4.1875,44.8568,0.44905999999999996,DISCH,28.10206,42.308597,1.0808826999999965,1.885020424
43258.6749,4.19594,4.2062,4.1789,48.93,0.45632,DISCH,28.11286,43.258674899999995,0.9500778999999966,1.9146176560000001
44258.6245,4.19474,4.2061,4.1841,46.026,0.46092000000000005,DISCH,28.13112,44.258624499999996,0.9999496000000008,1.933374276
45232.8195,4.19392,4.2019,4.1968,52.119,0.46576000000000006,DISCH,28.14624,45.2328195,0.9741950000000017,1.953318716
46265.5308,4.1943600000000005,4.1994,4.1955,49.0434,0.46346,DISCH,28.17018,46.2655308,1.0327113000000026,1.943871502
47216.5482,4.19316,4.2063,4.1966,47.3951,0.46284000000000003,DISCH,28.15378,47.2165482,0.9510173999999978,1.9407439320000002
48194.7706,4.19378,4.2077,4.1841,47.7176,0.45748,DISCH,28.166819999999994,48.194770600000005,0.978222400000007,1.918577512
49245.1043,4.19346,4.2008,4.177,45.7558,0.45718000000000003,DISCH,28.158659999999998,49.2451043,1.050333699999996,1.91716971
50241.7339,4.19316,4.2071,4.1807,49.3185,0.46062000000000003,DISCH,28.176679999999998,50.2417339,0.9966295999999986,1.931453946
51258.8464,4.19362,4.2056,4.1846,48.855,0.46234000000000003,DISCH,28.19128,51.2588464,1.0171125000000032,1.938886284
52262.2155,4.1946200000000005,4.2093,4.1787,49.1774,0.46862000000000004,DISCH,28.213460000000005,52.262215499999996,1.0033690999999934,1.965677904
53204.8235,4.19576,4.2014,4.1892,48.5849,0.4626,DISCH,28.15726,53.204823499999996,0.9426079999999999,1.9409383780000002
54181.8331,4.19602,4.2125,4.1812,49.0324,0.46109999999999995,DISCH,28.15496,54.181833100000006,0.9770096000000095,1.934769554
55187.2368,4.1967,4.203,4.1812,46.2011,0.45526,DISCH,28.11116,55.1872368,1.0054036999999951,1.910588738
56227.0391,4.1962600000000005,4.2089,4.1821,48.0904,0.45481999999999995,DISCH,28.10292,56.2270391,1.039802299999998,1.908537678
57213.4572,4.1952799999999995,4.2037,4.1782,46.0826,0.4516,DISCH,28.088900000000002,57.2134572,0.9864181000000016,1.894581106
58193.188,4.192939999999999,4.2055,4.1872,48.3697,0.45586000000000004,DISCH,28.11316,58.193188,0.9797307999999987,1.911385
59158.6551,4.19402,4.1988,4.1871,47.4016,0.4546,DISCH,28.126179999999998,59.158655100000004,0.965467100000005,1.9065911679999998
60112.0715,4.19396,4.2041,4.1807,48.3905,0.45848000000000005,DISCH,28.161160000000002,60.1120715,0.9534163999999947,1.922841308
61040.3592,4.19356,4.2071,4.1788,47.398,0.4577,DISCH,28.142060000000004,61.0403592,0.9282876999999985,1.9193842880000003
62023.7621,4.19366,4.2138,4.1857,48.1735,0.45792,DISCH,28.15168,62.0237621,0.9834029000000015,1.92035184
63020.7651,4.1939,4.201,4.1866,47.9544,0.45408,DISCH,28.13444,63.0207651,0.9970029999999994,1.904379504
64035.7968,4.192919999999999,4.2049,4.1853,47.4134,0.4487,DISCH,28.105399999999996,64.0357968,1.0150317000000015,1.8813705219999999
65022.8753,4.19288,4.2031,4.1779,46.4654,0.44345999999999997,DISCH,28.09998,65.0228753,0.9870784999999955,1.8593713539999996
66022.7486,4.1928399999999995,4.2068,4.1773,44.7361,0.43502,DISCH,28.08934,66.0227486,0.9998733000000044,1.823948906
67051.3318,4.193199999999999,4.2058,4.1839,45.3934,0.43305999999999994,DISCH,28.07876,67.0513318,1.0285832,1.815892302
68072.4332,4.1953000000000005,4.2056,4.1777,43.454,0.43601999999999996,DISCH,28.09566,68.0724332,1.0211014000000063,1.829253026
69085.8989,4.195200000000001,4.2015,4.1791,46.4398,0.4373,DISCH,28.09486,69.0858989,1.0134656999999976,1.834578144
70055.0132,4.1958400000000005,4.2061,4.1792,47.988,0.43635999999999997,DISCH,28.08754,70.0550132,0.9691143000000011,1.8309099120000003
71079.1991,4.1952,4.2035,4.1861,45.371,0.4377000000000001,DISCH,28.09042,71.0791991,1.024185899999992,1.836260288
72059.8585,4.1949000000000005,4.206,4.185,44.9338,0.44298000000000004,DISCH,28.113220000000002,72.0598585,0.9806594000000075,1.8582629000000002
73061.6653,4.19438,4.2016,4.1845,44.2247,0.44024,DISCH,28.1047,73.06166529999999,1.001806799999983,1.846526566
74053.531,4.19398,4.2045,4.1843,49.1945,0.44538,DISCH,28.1216,74.053531,0.9918657000000195,1.86789807
75026.956,4.19304,4.2061,4.182,46.5343,0.44610000000000005,DISCH,28.10568,75.02695600000001,0.973425000000006,1.8705135160000002
76052.6911,4.19508,4.2113,4.1846,47.9425,0.44888000000000006,DISCH,28.09638,76.05269109999999,1.0257350999999773,1.8830572360000002
77054.5407,4.1958,4.2032,4.1772,45.3017,0.43872,DISCH,28.067200000000003,77.0545407,1.001849600000014,1.840764708
78009.5432,4.19618,4.1987,4.1807,45.6941,0.43616,DISCH,28.061439999999997,78.0095432,0.955002499999992,1.8301863779999998
79007.6373,4.19698,4.2032,4.1868,43.9522,0.44012,DISCH,28.07756,79.0076373,0.998094100000003,1.8471681539999998
79998.1993,4.19768,4.2087,4.1844,45.2415,0.44592,DISCH,28.07844,79.9981993,0.9905619999999971,1.871812764
80943.5208,4.19604,4.2124,4.1846,49.9914,0.45386000000000004,DISCH,28.10152,80.9435208,0.9453215000000057,1.9043935959999998
81957.4152,4.1950199999999995,4.2044,4.1781,48.414,0.46326,DISCH,28.12226,81.9574152,1.013894399999998,1.94335986
82926.6594,4.1940599999999995,4.2126,4.1897,49.7643,0.4699,DISCH,28.125580000000003,82.9266594,0.9692442000000057,1.9707892199999997
83929.0966,4.193720000000001,4.2001,4.1857,48.7816,0.46128,DISCH,28.0993,83.92909660000001,1.0024372000000028,1.9344750099999999
84930.7113,4.19196,4.2023,4.1846,48.5921,0.46631999999999996,DISCH,28.124699999999997,84.9307113,1.0016146999999904,1.9547692339999998
85912.2509,4.19168,4.2097,4.1841,45.6059,0.46114,DISCH,28.1149,85.9122509,0.981539600000005,1.932920218
86850.6075,4.193919999999999,4.2067,4.1937,50.9744,0.45831999999999995,DISCH,28.11334,86.8506075,0.9383565999999917,1.9221159279999998
87859.1731,4.19346,4.2057,4.1838,47.1154,0.45776000000000006,DISCH,28.1315,87.8591731,1.0085656000000114,1.919554874
88859.3331,4.19322,4.2054,4.1797,47.3725,0.4624400000000001,DISCH,28.144240000000003,88.8593331,1.000159999999994,1.9390721419999999
89904.0999,4.19408,4.2056,4.1843,48.3724,0.45932000000000006,DISCH,28.13554,89.9040999,1.044766800000005,1.9264112439999999
90908.0366,4.19462,4.202,4.1864,47.9982,0.46037999999999996,DISCH,28.15536,90.9080366,1.003936699999997,1.9311011619999998
91903.3277,4.19242,4.2024,4.1763,49.3825,0.45624000000000003,DISCH,28.146440000000002,91.90332769999999,0.9952910999999887,1.912754068
92941.3036,4.193420000000001,4.2051,4.1857,47.7344,0.45482000000000006,DISCH,28.14208,92.9413036,1.0379759000000064,1.907258106
93903.7622,4.19428,4.2084,4.1796,45.2047,0.45274000000000003,DISCH,28.13584,93.9037622,0.962458600000005,1.898923172
94914.2453,4.193980000000001,4.206,4.1868,47.6243,0.44980000000000003,DISCH,28.1287,94.91424529999999,1.0104830999999876,1.8864607100000002
95881.2383,4.1924399999999995,4.2074,4.1829,46.8976,0.4572,DISCH,28.165480000000002,95.88123829999999,0.9669930000000022,1.916743904
96863.9665,4.193060000000001,4.2011,4.1861,47.77,0.46138,DISCH,28.158859999999997,96.86396649999999,0.9827281999999968,1.9345435000000002
97857.7836,4.19352,4.2058,4.1874,51.5049,0.45822,DISCH,28.151139999999998,97.85778359999999,0.9938171000000011,1.9214860400000002
98905.179,4.19216,4.2019,4.1845,47.3311,0.45682,DISCH,28.1509,98.905179,1.0473954000000134,1.9150095280000001
99873.4828,4.19226,4.2076,4.1824,45.9337,0.45280000000000004,DISCH,28.145,99.8734828,0.968303800000001,1.8982062020000001
100934.0334,4.19364,4.2074,4.1771,46.2211,0.43723999999999996,DISCH,28.078879999999998,100.9340334,1.0605505999999991,1.833626208
101940.5441,4.19304,4.2024,4.1803,45.6266,0.43570000000000003,DISCH,28.094420000000003,101.9405441,1.0065106999999927,1.82690002
102925.2135,4.19236,4.2045,4.1829,43.3747,0.4359,DISCH,28.093200000000003,102.9252135,0.9846694000000014,1.8274400920000002
103895.8562,4.19342,4.1966,4.1772,46.483,0.43499999999999994,DISCH,28.099040000000002,103.8958562,0.9706426999999991,1.824132344
104899.1319,4.19264,4.2048,4.1865,46.0192,0.43704,DISCH,28.11154,104.89913189999999,1.003275699999989,1.8323338580000001
105920.7977,4.19134,4.2008,4.1751,45.7051,0.437,DISCH,28.09754,105.9207977,1.021665800000008,1.831626724
106952.7606,4.1914,4.2041,4.1858,46.6444,0.43628,DISCH,28.0987,106.95276059999999,1.0319628999999964,1.828635556
107972.4348,4.1926000000000005,4.2066,4.183,43.3928,0.43664000000000003,DISCH,28.094060000000002,107.9724348,1.0196742000000114,1.8306766359999997
108926.44,4.19202,4.2097,4.1832,46.1563,0.43448000000000003,DISCH,28.098840000000003,108.92644,0.9540051999999974,1.8213670439999998
109909.1554,4.19356,4.2058,4.183,46.2144,0.43513999999999997,DISCH,28.09942,109.9091554,0.9827154000000036,1.824824344
110857.4583,4.19438,4.2041,4.1855,44.5929,0.44420000000000004,DISCH,28.12446,110.8574583,0.9483029000000016,1.8631413639999999
111901.8274,4.19548,4.1986,4.1793,47.101,0.44852,DISCH,28.126279999999998,111.90182739999999,1.044369099999983,1.881758164
112900.9583,4.19418,4.2059,4.1752,48.0964,0.44776,DISCH,28.11644,112.9009583,0.9991309000000115,1.877995224
113893.7099,4.194999999999999,4.2006,4.1895,48.4023,0.45246,DISCH,28.09416,113.8937099,0.9927516000000054,1.898069362
114879.2289,4.1941,4.2095,4.185,45.8968,0.45426,DISCH,28.10398,114.8792289,0.9855189999999965,1.9052070819999998
115864.7953,4.194179999999999,4.2027,4.1796,47.0968,0.44778,DISCH,28.099020000000003,115.8647953,0.9855663999999962,1.87807909
116895.1299,4.191879999999999,4.1998,4.1784,48.0484,0.44122000000000006,DISCH,28.087600000000002,116.8951299,1.0303346000000033,1.8495568499999997
117935.5985,4.19112,4.2044,4.1791,44.7133,0.45042,DISCH,28.12226,117.9355985,1.040468599999997,1.887777954
118940.1329,4.19048,4.2053,4.1796,45.012,0.44946,DISCH,28.15052,118.9401329,1.0045343999999972,1.883464258
120000.6941,4.19088,4.2065,4.1881,50.7068,0.44508000000000003,DISCH,28.133699999999997,120.00069409999999,1.060561199999995,1.8652844299999998
120972.7796,4.1925,4.2072,4.1831,46.5359,0.44538,DISCH,28.153839999999995,120.9727796,0.9720855000000057,1.8672375259999998
121948.6778,4.19422,4.2025,4.1811,45.8167,0.4519,DISCH,28.1486,121.9486778,0.9758982000000032,1.895323346
122976.2354,4.19394,4.2057,4.1866,44.9022,0.43944,DISCH,28.12348,122.97623540000001,1.0275576000000086,1.8429889799999999
123977.9334,4.19388,4.2037,4.1823,48.417,0.43932000000000004,DISCH,28.116680000000002,123.9779334,1.0016979999999904,1.8424590900000002
125021.4075,4.1933,4.1998,4.1838,44.1197,0.44058,DISCH,28.13172,125.0214075,1.0434740999999974,1.847484362
126056.4698,4.19148,4.2047,4.1774,46.5341,0.446,DISCH,28.124579999999998,126.0564698,1.035062300000007,1.8694187979999999
127100.7868,4.19242,4.2026,4.1827,46.4099,0.44562,DISCH,28.14604,127.10078680000001,1.0443170000000066,1.868258474
128010.5065,4.19356,4.1975,4.1753,47.8457,0.45389999999999997,DISCH,28.159660000000002,128.0105065,0.9097196999999824,1.903474496
129027.4743,4.1929,4.2056,4.1843,48.2376,0.45586000000000004,DISCH,28.165200000000006,129.0274743,1.0169678000000033,1.91139333
130037.0667,4.19424,4.1977,4.172,48.5023,0.45410000000000006,DISCH,28.15774,130.0370667,1.0095924000000025,1.904602358
131057.3167,4.1941999999999995,4.2092,4.1728,47.455,0.44930000000000003,DISCH,28.1538,131.0573167,1.0202500000000043,1.8844677820000002
132075.1934,4.19204,4.2047,4.1801,45.4607,0.45076,DISCH,28.144600000000004,132.0751934,1.017876699999988,1.8895862859999997
133059.7093,4.191339999999999,4.2031,4.1799,45.2139,0.44501999999999997,DISCH,28.147839999999995,133.05970929999998,0.984515899999991,1.8652024859999998
134080.6418,4.190599999999999,4.2002,4.1753,48.9667,0.45026,DISCH,28.16264,134.08064180000002,1.0209325000000433,1.886801992
135058.6089,4.188840000000001,4.2051,4.1836,45.5084,0.45678,DISCH,28.16344,135.0586089,0.9779670999999723,1.913339544
136085.7628,4.18902,4.204,4.185,50.2212,0.46142000000000005,DISCH,28.159319999999997,136.0857628,1.0271539000000018,1.932867328
137101.074,4.189,4.2074,4.1777,48.8563,0.46718000000000004,DISCH,28.18198,137.10107399999998,1.015311199999985,1.9569802639999998
138193.7841,4.18838,4.2088,4.188,47.6832,0.46891999999999995,DISCH,28.17284,138.1937841,1.092710100000005,1.96399838
139218.5207,4.18884,4.1992,4.1805,52.0043,0.46784,DISCH,28.164500000000004,139.2185207,1.0247366000000113,1.9596958299999998
140217.6936,4.1895,4.2052,4.1797,46.4648,0.47058,DISCH,28.17144,140.2176936,0.9991728999999907,1.971487512
141164.04,4.1892000000000005,4.1989,4.1822,49.7013,0.47142,DISCH,28.18962,141.16404,0.9463464000000101,1.9748706839999997
142165.1413,4.189659999999999,4.2038,4.1828,50.2595,0.4689,DISCH,28.184359999999998,142.1651413,1.0011012999999878,1.964540092
143179.098,4.19028,4.2027,4.1817,48.0373,0.47282,DISCH,28.183460000000004,143.179098,1.0139567000000227,1.9812458659999996
144167.1123,4.19036,4.1992,4.175,50.6348,0.46484,DISCH,28.15998,144.1671123,0.9880143000000032,1.947856452
145168.3322,4.191599999999999,4.2067,4.1785,48.4327,0.4583399999999999,DISCH,28.15034,145.1683322,1.0012198999999953,1.9211721139999998
146194.9015,4.19072,4.21,4.1787,45.4976,0.45763999999999994,DISCH,28.12136,146.19490150000001,1.0265693000000056,1.91783736
147169.3629,4.190759999999999,4.206,4.1888,46.9178,0.45732,DISCH,28.125940000000003,147.1693629,0.9744613999999956,1.916515816
148182.9668,4.19236,4.2102,4.1755,47.6987,0.45664,DISCH,28.120799999999996,148.1829668,1.0136038999999926,1.914401436
149192.2982,4.19204,4.1996,4.1716,50.4712,0.45526,DISCH,28.12068,149.19229819999998,1.0093313999999793,1.908483698
150204.1581,4.19196,4.1992,4.1839,48.0856,0.45558,DISCH,28.13058,150.2041581,1.0118599000000188,1.9097907379999999
151168.2004,4.19242,4.1998,4.1811,44.7537,0.44998000000000005,DISCH,28.1392,151.1682004,0.9640422999999885,1.8865467160000002
152167.5596,4.1925,4.2088,4.1783,47.1002,0.44173999999999997,DISCH,28.12046,152.1675596,0.9993592000000149,1.8520531639999998
153175.4113,4.1901600000000006,4.2008,4.1825,44.7067,0.44598000000000004,DISCH,28.150919999999996,153.1754113,1.0078517000000033,1.8687332700000003
154195.1044,4.19046,4.2078,4.18,46.2144,0.4525600000000001,DISCH,28.17846,154.19510440000002,1.019693100000012,1.896424064
155237.6253,4.18924,4.1975,4.1783,50.2672,0.44804000000000005,DISCH,28.15144,155.23762530000002,1.0425208999999995,1.876933064
156239.9349,4.19092,4.1981,4.184,48.2297,0.4474,DISCH,28.135579999999997,156.23993489999998,1.0023095999999612,1.8749667840000002
157201.6125,4.19128,4.2018,4.1848,44.785,0.44866,DISCH,28.117739999999998,157.20161249999998,0.9616776000000016,1.880408508
158254.9414,4.19212,4.2057,4.183,44.473,0.43816,DISCH,28.067059999999998,158.2549414,1.0533289000000252,1.836796632
159250.016,4.19246,4.2078,4.1819,46.8385,0.43704,DISCH,28.056219999999996,159.25001600000002,0.9950746000000095,1.83226008
160251.1518,4.192360000000001,4.2001,4.1836,44.816,0.44162,DISCH,28.071620000000003,160.2511518,1.001135799999986,1.851407958
161293.9297,4.19118,4.2033,4.1839,47.614,0.4429,DISCH,28.086959999999998,161.2939297,1.0427779000000044,1.8562704359999997
162294.283,4.19114,4.2008,4.1891,47.1218,0.4457,DISCH,28.110720000000004,162.294283,1.0003533000000004,1.867991232
163288.0271,4.19074,4.207,4.1786,45.1972,0.44168,DISCH,28.114179999999998,163.2880271,0.9937440999999865,1.850975992
164263.1491,4.19106,4.2081,4.1804,48.3452,0.43262,DISCH,28.06766,164.26314910000002,0.9751220000000274,1.813141358
165242.1036,4.192159999999999,4.1989,4.1852,42.6437,0.42634,DISCH,28.03206,165.2421036,0.9789544999999862,1.7872887599999998
166260.247,4.19264,4.2026,4.1829,42.9157,0.42686,DISCH,28.03038,166.260247,1.0181433999999854,1.789676292
167257.6233,4.1924,4.1978,4.1877,43.8676,0.42766000000000004,DISCH,28.020580000000002,167.2576233,0.9973763000000133,1.792918348
168290.9716,4.19204,4.1986,4.1727,45.3884,0.43834,DISCH,28.05036,168.29097159999998,1.0333482999999717,1.8375012640000001
169306.3079,4.191260000000001,4.2003,4.1773,48.7033,0.44962,DISCH,28.10148,169.3063079,1.0153363000000297,1.884424126
170298.3156,4.18928,4.2063,4.1794,48.3551,0.45431999999999995,DISCH,28.14198,170.2983156,0.9920076999999878,1.9032667020000003
171255.9117,4.18972,4.2079,4.1787,48.8426,0.45624000000000003,DISCH,28.146680000000003,171.25591169999998,0.9575960999999893,1.9115126820000001
172296.0025,4.1896,4.1976,4.1795,46.3811,0.45410000000000006,DISCH,28.144259999999996,172.29600250000001,1.04009080000003,1.902488866
173274.7697,4.19032,4.1981,4.1849,46.3878,0.45086000000000004,DISCH,28.1438,173.2747697,0.978767199999993,1.889240002
174276.716,4.19166,4.1957,4.1778,47.6443,0.44242,DISCH,28.102359999999997,174.276716,1.001946299999986,1.8544604239999998
175338.6505,4.192559999999999,4.2094,4.179,46.583,0.44318,DISCH,28.11112,175.3386505,1.0619345000000067,1.8580434959999999
176379.9306,4.191319999999999,4.2008,4.1767,44.4381,0.44223999999999997,DISCH,28.113400000000002,176.3799306,1.0412800999999945,1.8535555540000002
177345.7481,4.19152,4.2048,4.1704,46.6988,0.43416,DISCH,28.09372,177.3457481,0.9658175000000142,1.819778506
178325.6244,4.19128,4.2014,4.1779,45.8587,0.43272000000000005,DISCH,28.080540000000003,178.3256244,0.9798763000000008,1.813637074
179335.5236,4.19086,4.2115,4.1856,43.3525,0.43552,DISCH,28.114659999999997,179.3355236,1.0098991999999782,1.825198624
180368.3503,4.191339999999999,4.2004,4.176,45.8757,0.43773999999999996,DISCH,28.1135,180.3683503,1.0328267000000153,1.834720564
181378.6459,4.1919200000000005,4.1993,4.1778,45.8167,0.43827999999999995,DISCH,28.11584,181.3786459,1.0102956000000063,1.8372388640000001
182326.7618,4.1918999999999995,4.2086,4.1757,47.8385,0.44610000000000005,DISCH,28.157420000000002,182.3267618,0.9481159000000048,1.870008094
183325.8667,4.1916199999999995,4.1975,4.1743,46.1498,0.45346000000000003,DISCH,28.18542,183.3258667,0.9991048999999919,1.900717826
184347.1882,4.190659999999999,4.1912,4.1704,47.559,0.44787999999999994,DISCH,28.1496,184.3471882,1.021321499999999,1.876927826
185334.434,4.18946,4.1991,4.1716,49.6873,0.44668,DISCH,28.145319999999998,185.33443400000002,0.9872458000000108,1.8713546659999998
186375.0124,4.189399999999999,4.2031,4.1749,42.915,0.45430000000000004,DISCH,28.16766,186.3750124,1.040578399999987,1.9032689179999998
187349.8892,4.18834,4.1928,4.1747,47.2039,0.45142,DISCH,28.1195,187.3498892,0.9748768000000041,1.890731316
188363.5588,4.18742,4.2075,4.1791,50.1632,0.44792,DISCH,28.12198,188.3635588,1.0136695999999858,1.87564794
189365.1446,4.188160000000001,4.2061,4.1789,46.0872,0.45513999999999993,DISCH,28.15482,189.3651446,1.001585800000015,1.9062158580000002
190320.8132,4.18846,4.1918,4.1771,47.8735,0.4561,DISCH,28.151959999999995,190.3208132,0.9556685999999956,1.9103719440000002
191311.006,4.187779999999999,4.2004,4.1736,46.7341,0.45602,DISCH,28.13458,191.311006,0.9901927999999884,1.9097106160000004
192326.6237,4.18746,4.1984,4.181,47.7357,0.45515999999999995,DISCH,28.139699999999998,192.3266237,1.015617700000007,1.905971156
193342.6561,4.1897,4.197,4.1791,50.0951,0.45394000000000007,DISCH,28.12924,193.3426561,1.0160324000000003,1.901877752
194345.9052,4.18912,4.2036,4.1782,45.4569,0.45237999999999995,DISCH,28.12792,194.3459052,1.003249100000005,1.895084138
195415.7064,4.1884,4.1968,4.1814,47.1717,0.44467999999999996,DISCH,28.09482,195.4157064,1.0698012000000006,1.8625348080000002
196356.3255,4.1888000000000005,4.2124,4.1747,45.927,0.44168,DISCH,28.085699999999996,196.3563255,0.9406190999999922,1.850155668
197382.4295,4.189579999999999,4.2001,4.1794,43.7257,0.43562,DISCH,28.0827,197.3824295,1.0261040000000037,1.82511297
198337.5699,4.18814,4.1973,4.176,48.6162,0.43452,DISCH,28.0728,198.3375699,0.9551404000000048,1.8198550619999998
199352.7623,4.1881,4.2031,4.1778,42.3405,0.43688000000000005,DISCH,28.07736,199.3527623,1.0151923999999894,1.829722602
200304.8906,4.1898,4.1895,4.1845,46.5687,0.44172,DISCH,28.091699999999996,200.30489060000002,0.9521283000000267,1.8507273220000002
201308.8336,4.19062,4.1928,4.184,47.1176,0.43456,DISCH,28.09276,201.3088336,1.0039429999999925,1.821076226
202305.8954,4.1917,4.2058,4.1752,46.2813,0.43952,DISCH,28.120259999999995,202.3058954,0.9970617999999831,1.8423154779999997
203296.97,4.1924399999999995,4.1967,4.1774,44.8836,0.43967999999999996,DISCH,28.118759999999998,203.29697,0.9910745999999904,1.8433164340000001
204261.4239,4.1936,4.2044,4.1815,45.0257,0.43870000000000003,DISCH,28.126659999999998,204.26142389999998,0.9644538999999952,1.839728734
205292.6814,4.19186,4.1991,4.1879,46.7622,0.44482,DISCH,28.168379999999996,205.2926814,1.0312575000000095,1.8645672220000002
